postid,year,tags,topic,score,source,question_label,answer_label
32288,8/03/2013 20:28,attack-vector|javascript|malware,11,0.345923185,sse,DH,"Co, ES"
37820,21/06/2013 6:48,attack-prevention|file-encryption|integrity|whitebox,11,0.56501019,sse,HT,DC
16564,28/06/2012 5:09,linux|windows,11,0.584918916,sse,Co,"DC, Ex, ES"
75848,12/12/2014 17:33,data-leakage|databases|passwords|security-theater,11,0.524990976,sse,DH,"DC, Ex"
97313,20/08/2015 0:52,asp.net|php|web-application|webserver,11,0.4910613,sse,DH,"Co, Ex"
166379,30/07/2017 16:52,sql-injection|xss,11,0.786313236,sse,DH,"Ex, ES"
1362,27/12/2010 19:10,attacks|intrusion|network|unix,11,0.47772792,sse,DH,"DC, ES"
148466,15/01/2017 21:22,ddos|nginx,11,0.394004226,sse,HT,AT
144635,7/12/2016 13:17,ransomware,11,0.458750427,sse,Co,"DC, Ex"
116367,3/03/2016 10:24,malware|virus,11,0.351735234,sse,Co,Ex
730,22/11/2010 20:38,authentication|exploit|network,11,0.417843252,sse,DH,ES
103408,22/10/2015 12:31,attack-prevention|authentication|dictionary|user-names,11,0.369523674,sse,DH,"DC, ES"
179261,6/02/2018 20:51,false-alarm|ransomware|windows-7,11,0.367595315,sse,DH,"DC, Ex"
129270,5/07/2016 22:02,firewalls|network|vlans,11,0.550617993,sse,DH,AT
20928,1/10/2012 20:16,databases|penetration-test|professional-education,11,0.4333933,sse,"DH, Nv","AT, ES"
245,12/11/2010 16:48,antivirus|webserver,11,0.547528565,sse,DH,"Ex, ES"
62420,3/07/2014 18:57,code-signing|man-in-the-middle|timestamp|tls,11,0.360568583,sse,DH,"DC, Ex"
55380,10/04/2014 10:36,heartbleed|openssl,11,0.385360122,sse,DH,DC
152537,28/02/2017 3:42,account-security|attacks|incident-response|server,11,0.651777029,sse,HT,AT
17172,13/07/2012 9:15,known-vulnerabilities|virus|zero-day,11,0.419562101,sse,Co,"Co, ES"
101637,1/10/2015 14:27,android|attack-prevention|usb,11,0.392591387,sse,DH,Co
168932,6/09/2017 21:18,exploit|usb,11,0.360441059,sse,DH,"Co, Ex, ES"
162374,20/06/2017 13:15,denial-of-service|wifi,11,0.484999895,sse,HT,"Ex, AT"
83403,9/03/2015 20:33,tls,11,0.422999859,sse,DH,Ex
12428,5/03/2012 12:00,appsec|automated-testing|code-review|java,11,0.626257241,sse,DH,AT
11662,13/02/2012 17:43,encryption,11,0.413870901,sse,Co*,"Ex, ES"
114661,15/02/2016 9:30,amazon|penetration-test|terminology,11,0.867746592,sse,Co,"Ex, ES"
75996,15/12/2014 10:41,antivirus|code-signing|malware,11,0.443389207,sse,Co,"Co, Ex"
91641,15/06/2015 6:18,ddos|risk-management,11,0.858916342,sse,DH,AT
67961,23/09/2014 7:29,vulnerability,11,0.57653594,sse,DH,Co
151484,16/02/2017 15:43,cryptography|hardware|iot|privacy|software,11,0.445089549,sse,HT*,"Ex, ES"
6998,9/09/2011 2:15,fuzzing,11,0.46044147,sse,HT,ES
53841,21/03/2014 14:49,key-management,11,0.45787999,sse,DH,Co
170523,2/10/2017 15:25,esapi|java|jsp|owasp,11,0.470934004,sse,DH,"DC, ES, Ex"
209504,4/05/2019 10:38,integrity|virtualization|vulnerability,11,0.722898841,sse,Co,"Ex, ES"
5067,7/07/2011 16:29,automated-testing|databases|penetration-test|tools,11,0.463979483,sse,HT,ES
107498,7/12/2015 19:35,professional-education,11,0.815992415,sse,HT,ES 
149871,30/01/2017 18:25,ajax|json|xss,11,0.507477641,sse,DH,"Ex, ES"
151037,11/02/2017 1:39,ddos|web-hosting,11,0.581090212,sse,DH,"Ex, AT"
60815,11/06/2014 15:04,metrics|risk-analysis|risk-management|secure-coding,11,0.772023737,sse,Co,"Er, ES"
126936,13/06/2016 23:04,api|penetration-test|rest,11,0.399901807,sse,"HT, Nv","ES, AT"
143221,21/11/2016 19:06,attacks|directory-traversal|php|web-application,11,0.474400669,sse,DH,"Co, Ex, AT"
31306,22/02/2013 4:38,iso27000|penetration-test|professional-education,11,0.912549675,sse,DH,Co
158731,4/05/2017 7:34,exploit|javascript|sudo,11,0.467957735,sse,DH,"DC, Ex"
30919,14/02/2013 15:24,attack-prevention|attacks|http|web-application,11,0.362641245,sse,DH,"DC, AT"
84139,19/03/2015 19:31,malware|operating-systems|patching|web-application|zero-day,11,0.702047586,sse,DH,"Ex, ES"
131074,26/07/2016 15:30,attack-vector|databases|opensource|xss,11,0.463557899,sse,DH,"DC, ES"
137140,19/09/2016 1:48,wireless,11,0.481764883,sse,Co,"Ex, ES"
5266,13/07/2011 19:51,appsec|penetration-test|web-application,11,0.632466912,sse,HT,"AT, ES"
39925,1/08/2013 20:39,compression|exploit|http|tls,11,0.300960153,sse,HT*,"Ex, ES"
202355,28/01/2019 15:00,network-scanners|ssh,11,0.495131135,sse,DH,"Co, ES"
25530,17/12/2012 9:55,man-in-the-middle|network|nonce|p2p,11,0.480949044,sse,DH,Co
135465,31/08/2016 15:41,malware|network|ports,11,0.368382961,sse,DH,"Co, Ex"
36909,4/06/2013 3:26,client-side|penetration-test,11,0.54687959,sse,HT*,AT
120711,16/04/2016 23:41,attack-prevention|attack-vector|attacks|nmap|ports,11,0.461914778,sse,DH,Ex
119165,1/04/2016 1:11,apache|malware|url-redirection,11,0.419511139,sse,DC,"Ex, AT"
74153,2/12/2014 21:47,authentication|object-injection|php,11,0.28992337,sse,HT,"Ex, ES"
55460,10/04/2014 21:14,antimalware|antivirus,11,0.447118342,sse,DH,Co
5366,17/07/2011 0:31,appsec|linux|penetration-test|windows,11,0.481581509,sse,DH*,Co
68214,25/09/2014 17:06,bash|shellshock|windows,11,0.381613046,sse,DH,Co
149178,23/01/2017 11:00,password-cracking|wifi|wps,11,0.345755041,sse,Co,Ex
3879,17/05/2011 7:25,malware|web-application|web-browser|web-service,11,0.381807834,sse,DH,AT
200900,6/01/2019 13:39,key-management|payment|payment-gateway|vulnerability|web-application,11,0.44787243,sse,DH,Ex
3584,5/05/2011 12:39,attack-prevention|budget|business-risk,11,0.860331416,sse,HT,"AT, ES"
118344,23/03/2016 13:29,denial-of-service,11,0.304143339,sse,DH,Ex
169291,12/09/2017 16:28,exploit-development,11,0.349287629,sse,"Co, Nv",Ex
133456,10/08/2016 7:28,ddos|denial-of-service,11,0.489955097,sse,Co,Co
175722,18/12/2017 19:46,asp.net|iis,11,0.32283935,sse,DH,AT
174732,1/12/2017 15:20,javascript|malware|virus|web-browser,11,0.502866983,sse,DH,"Co, Ex"
82189,20/02/2015 22:37,xss,11,0.334584296,sse,DH,"DC, Ex"
19302,27/08/2012 10:49,attacks|nfc,11,0.727492571,sse,DH,ES
97892,27/08/2015 7:14,csrf|django|tls,11,0.376104832,sse,DH,"Co, ES"
181312,11/03/2018 15:47,backdoor|hardware|ibm,11,0.772648573,sse,HT,AT
13464,4/04/2012 14:14,ddos|dns|webserver,11,0.545966744,sse,DH,Ex
4524,12/06/2011 13:40,attacks|honeypot|research,11,0.615109742,sse,Co,ES
42500,2013,security-theater,11,0.462569445,sse,Co,"Ex, ES"
205428,2019,owasp owasp-bwa,11,0.545780778,sse,DH,Ex
130786,2016,exploit rootkits terminology,11,0.746306539,sse,DH,"Ex, ES"
15641,2012,cisco ddos firewalls linux,11,0.382872283,sse,DH,"AT, Ex"
107374,2015,authentication hash one-time-pad sha2,11,0.396276623,sse,DC,"Co, Ex, CS"
126148,2016,hardware malware windows windows-10,11,0.560308397,sse,HT,"AT, ES"
10292,2012,buffer-overflow known-vulnerabilities linux research windows,11,0.524769306,sse,Co,"Co, Ex, ES"
167401,2017,metasploit nmap penetration-test,11,0.408095151,sse,HT,ES
20166,2012,aes encryption wpa2,11,0.608124912,sse,DH,"Ex, ES"
132960,2016,encryption wifi,11,0.392684609,sse,Co,"Ex, ES"
155161,2017,cve web-application,11,0.836425662,sse,DH,"AT, ES"
55061,2014,attack-prevention virus,11,0.349154949,sse,Co,"Ex, ES"
31204,2013,databases defense exploit hardening,11,0.78,sse,"Co, Nv", ES
225881,2020,excel injection office windows,11,0.334286064,sse,DC,"SA, ES"
225262,2020,xss,11,0.508634269,sse,DH,"Co, Ex, ES"
233901,2020,exfiltration ransomware,11,0.598778486,sse,Co,"Ex, ES"
45808,20/11/2013 19:05,hash,12,0.584034383,sse,Co,"DC, Ex, ES"
76809,24/12/2014 21:56,cryptography|csrf|php,12,0.269833088,sse,DH,"DC, AT, Ex, ES"
44018,17/10/2013 15:38,passwords,12,0.406278372,sse,DH,Ex
