id,a_reputation,creationdate
"306921","1587","2010-04-01 13:31:54"
"307976","30537","2010-04-02 21:12:32"
"308315","44334","2010-04-03 13:55:08"
"308661","46183","2010-04-04 10:44:33"
"308771","263","2010-04-04 16:42:59"
"308825","31133","2010-04-04 18:42:18"
"309331","216","2010-04-05 15:59:43"
"309412","52243","2010-04-05 18:21:43"
"309634","896","2010-04-06 00:50:39"
"309706","1983","2010-04-06 04:09:12"
"309925","67439","2010-04-06 10:21:47"
"310274","2833","2010-04-06 17:54:41"
"310324","96","2010-04-06 19:17:12"
"310431","4977","2010-04-06 21:49:48"
"310574","77466","2008-09-17 05:15:02"
"310767","10787","2010-04-07 08:37:30"
"311181","1113","2008-12-10 23:08:16"
"311745","9007","2010-04-08 09:04:57"
"311941","14133","2010-04-08 13:41:32"
"311966","39022","2010-04-08 14:04:22"
"311985","270","2010-04-08 14:23:07"
"312260","31975","2010-04-08 20:14:37"
"312369","3525","2010-04-08 23:22:28"
"313137","22770","2010-04-09 19:51:38"
"313421","24444","2010-04-10 10:36:10"
"313447","1694","2010-04-10 12:01:06"
"313902","13439","2010-04-11 12:54:51"
"314028","47200","2010-04-11 18:24:50"
"314166","151875","2010-04-06 21:02:07"
"314291","92493","2010-04-12 07:11:41"
"314488","157594","2010-01-12 05:02:26"
"315052","62467","2010-04-13 01:43:49"
"315168","64604","2010-04-13 06:18:48"
"315228","32662","2010-04-13 07:45:32"
"315493","4823","2010-04-13 13:07:38"
"315550","4484","2010-04-13 13:53:09"
"315689","14374","2010-04-13 16:08:19"
"315781","5805","2010-04-13 18:19:49"
"315828","38092","2010-03-05 22:39:18"
"316889","908","2010-04-14 19:53:34"
"317768","13914","2010-04-15 17:11:11"
"317849","38878","2010-04-15 18:33:12"
"318493","33498","2010-04-16 12:49:43"
"318749","15525","2010-04-16 17:37:37"
"318758","95631","2010-04-16 17:51:13"
"318907","466","2010-04-16 21:37:13"
"318944","1193","2010-04-16 22:48:26"
"319075","208","2010-04-17 05:40:04"
"319119","3168","2010-04-17 07:43:08"
"319403","75747","2010-04-17 20:31:54"
"319741","15824","2010-04-18 15:45:19"
"319762","2842","2010-04-18 16:38:23"
"319773","7107","2010-04-18 17:15:58"
"319795","7372","2010-04-18 17:56:14"
"319906","26221","2010-04-18 23:04:31"
"320407","88","2010-04-19 14:03:24"
"320661","16","2010-04-19 18:44:47"
"321392","1505","2010-04-20 14:26:35"
"321468","39024","2010-04-20 15:55:18"
"321785","17634","2010-04-20 22:34:53"
"321790","479","2010-04-20 22:40:10"
"321866","13802","2010-04-21 02:05:15"
"322122","32464","2010-04-21 09:24:44"
"322129","58524","2010-04-21 09:29:09"
"322251","2820","2010-04-21 12:07:23"
"322518","9803","2010-04-21 16:56:28"
"322784","1267","2010-04-21 23:36:22"
"323182","1716","2010-04-22 11:12:05"
"323407","24624","2010-04-22 15:29:25"
"324143","4096","2010-04-23 11:56:31"
"324152","14241","2010-04-23 12:09:17"
"324312","7546","2010-04-23 15:12:32"
"324584","193546","2010-04-23 20:26:21"
"324894","397","2010-04-24 11:15:22"
"325129","5831","2010-04-24 21:10:35"
"325322","4319","2010-04-25 09:42:23"
"326211","986","2010-04-26 17:34:48"
"326360","1802","2010-04-26 21:18:19"
"326705","6745","2010-04-27 08:56:17"
"326820","18778","2010-04-27 11:42:09"
"326849","31550","2010-04-27 12:32:25"
"327563","35846","2010-04-28 07:00:29"
"328193","169026","2010-04-28 18:48:49"
"328258","5163","2010-04-28 20:22:03"
"328501","6892","2010-04-29 04:46:27"
"328616","2637","2010-04-29 07:43:38"
"328845","1480","2010-04-29 11:57:55"
"329226","4299","2010-04-29 19:26:30"
"329769","144615","2010-04-30 13:07:05"
"330267","32919","2010-05-01 08:03:48"
"330642","630","2010-05-02 01:57:10"
"330644","69974","2010-05-02 02:13:24"
"330700","2051","2010-05-02 06:46:22"
"330867","33538","2010-05-02 15:24:00"
"331479","206","2010-05-03 14:21:21"
"331508","78967","2010-05-03 14:54:27"
"331759","2346","2010-05-03 20:20:05"
"332124","19109","2010-05-04 07:48:28"
"332155","7666","2010-05-04 08:42:08"
"332351","3483","2010-05-04 12:33:58"
"332395","1850","2010-05-04 13:30:21"
"332565","10046","2010-05-04 16:08:11"
"333074","14431","2010-05-05 05:00:58"
"333253","22449","2010-05-05 09:24:04"
"333340","25876","2010-05-05 10:59:38"
"333504","3895","2010-05-05 14:00:17"
"333698","20037","2010-05-05 17:33:21"
"333918","1660","2010-05-05 22:19:36"
"334451","8284","2010-05-06 12:55:11"
"334790","1180","2009-12-21 18:00:49"
"334849","29344","2010-05-06 20:59:11"
"334862","4535","2010-05-06 10:54:50"
"335638","23236","2010-05-07 16:35:13"
"335858","655769","2010-05-07 21:54:10"
"336508","15987","2010-02-15 17:28:16"
"336566","215","2010-05-09 09:08:55"
"336648","16539","2010-03-16 22:04:05"
"337055","4576","2010-05-10 07:33:21"
"337251","7990","2010-05-10 13:05:34"
"337455","20298","2010-05-10 16:24:38"
"338665","151131","2010-05-11 19:36:40"
"338904","24795","2010-05-12 02:16:18"
"339499","66","2010-05-12 15:56:46"
"340045","2811","2010-05-13 08:02:03"
"340090","836","2010-05-13 08:55:37"
"340236","3093","2010-05-13 12:06:10"
"340355","19451","2010-05-13 14:15:49"
"340412","319","2010-05-13 15:08:27"
"340760","83685","2010-05-13 22:33:48"
"340819","19088","2010-05-14 00:54:11"
"340939","20317","2010-05-14 05:08:49"
"340961","666","2010-05-14 05:43:07"
"341170","1611","2010-05-14 11:10:54"
"341750","66794","2009-10-18 08:41:13"
"341970","48760","2010-05-15 15:11:59"
"341994","407764","2010-05-15 16:05:56"
"342168","1042","2010-05-16 00:13:29"
"342384","3833","2010-05-16 13:48:11"
"342473","25475","2010-05-16 17:06:54"
"342553","18000","2009-12-08 00:38:47"
"342852","262892","2010-05-17 08:14:51"
"343161","2614","2010-05-17 14:46:10"
"343302","24611","2010-05-17 17:43:03"
"343344","516","2010-05-17 18:34:26"
"343489","1668","2010-05-17 21:42:50"
"343531","4900","2010-05-17 23:09:04"
"343721","24720","2010-05-18 06:43:24"
"344007","4206","2010-05-18 12:31:16"
"344150","267","2010-05-18 14:52:33"
"344286","38066","2010-05-01 16:35:26"
"344347","33958","2010-05-18 18:17:44"
"344733","20451","2010-05-19 04:55:59"
"344821","25625","2010-05-19 07:31:43"
"345031","134623","2010-05-19 12:17:28"
"345415","12554","2010-05-19 19:17:33"
"345484","24519","2010-05-19 20:35:06"
"345490","58419","2010-05-19 20:46:20"
"345749","4786","2010-05-20 05:30:01"
"346213","313","2010-05-20 14:31:32"
"346332","19092","2010-05-20 16:29:16"
"346344","6978","2010-05-20 16:44:58"
"347401","1907","2010-05-21 19:33:02"
"347767","8326","2010-05-22 11:25:24"
"348189","9269","2010-05-23 08:51:18"
"348193","2372","2010-05-23 08:59:54"
"348356","1074","2010-05-23 16:27:13"
"348505","647","2010-05-23 21:38:59"
"349014","2303","2010-05-24 14:12:37"
"349112","32460","2010-05-24 15:59:35"
"349130","46015","2010-05-24 16:40:05"
"349139","906","2010-05-24 16:52:53"
"349909","25367","2010-03-10 11:41:53"
"350021","5821","2010-05-25 14:43:19"
"350048","2249","2010-05-25 15:18:43"
"350188","6348","2010-05-25 18:13:09"
"350243","2525","2010-05-25 19:11:13"
"350272","24421","2010-05-25 19:43:29"
"350294","18823","2010-05-25 05:26:42"
"350605","6126","2010-05-26 06:57:49"
"350890","32869","2010-05-26 12:19:06"
"351043","5494","2010-05-26 15:02:24"
"351330","35154","2010-05-26 19:56:01"
"351511","4339","2010-05-27 01:09:29"
"351861","1778","2010-05-27 10:55:15"
"352131","18835","2010-05-27 15:46:57"
"352176","8703","2010-05-27 16:30:42"
"352648","1705","2010-05-28 07:18:01"
"352765","151722","2010-05-28 09:57:51"
"353254","9","2010-05-28 20:48:32"
"353410","58502","2010-05-29 04:15:11"
"353478","761","2010-05-29 08:40:50"
"353526","3183","2010-05-29 10:33:21"
"353756","2251","2010-05-29 21:09:44"
"353760","2003","2010-05-29 21:30:18"
"353790","53152","2010-05-29 23:22:00"
"353813","1041","2010-05-30 00:31:00"
"353852","25592","2010-05-30 04:24:36"
"354577","80170","2010-05-31 12:23:49"
"355130","5992","2010-06-01 06:44:12"
"355294","4131","2010-06-01 10:41:34"
"355375","7269","2010-06-01 12:05:18"
"355583","28728","2010-06-01 15:46:15"
"355931","17711","2010-06-01 23:01:17"
"356214","2846","2010-06-02 08:03:35"
"356292","25120","2010-06-02 09:48:00"
"356451","10146","2010-06-02 13:11:07"
"356635","52772","2010-06-02 16:10:30"
"357174","3234","2010-06-03 06:55:36"
"357349","6135","2010-06-03 10:26:33"
"357429","5396","2010-06-03 11:58:26"
"357641","31952","2009-11-16 18:22:51"
"357693","55528","2010-06-03 16:14:39"
"358121","1764","2010-06-04 04:50:40"
"358221","58538","2010-06-04 08:06:40"
"358679","61709","2010-06-04 13:14:56"
"358788","1013","2010-06-04 19:21:39"
"359226","7355","2010-06-05 14:02:17"
"359284","34225","2010-06-05 16:17:42"
"360263","784","2010-06-07 09:45:17"
"360382","451","2010-06-07 12:06:11"
"360494","880","2010-06-07 14:00:56"
"360695","14332","2010-06-07 18:03:44"
"360829","11807","2010-06-07 21:11:15"
"360950","4539","2010-06-08 01:52:32"
"361000","38","2010-06-08 03:48:22"
"361022","454","2010-06-08 04:32:25"
"361247","17304","2010-06-08 10:30:35"
"361535","6608","2010-06-08 15:34:58"
"361638","588","2010-06-08 17:20:56"
"361684","74603","2010-06-08 18:10:48"
"361762","9667","2010-06-08 19:57:26"
"361923","1022","2010-06-09 00:22:10"
"362110","1328","2010-06-09 06:33:56"
"362378","12438","2010-06-09 12:02:14"
"362536","138533","2010-06-09 14:24:09"
"363001","2667","2010-06-10 00:26:36"
"363789","3279","2010-06-10 18:07:50"
"363811","10543","2010-06-10 18:38:48"
"363881","39483","2010-06-10 19:32:01"
"364485","3658","2010-06-11 11:28:50"
"364637","690","2010-06-11 14:37:47"
"364696","90576","2010-06-11 15:51:22"
"364708","12484","2010-06-11 16:04:51"
"364843","1206","2010-06-11 18:38:40"
"365237","41714","2010-06-12 13:00:31"
"365738","23814","2010-06-13 15:09:10"
"365817","2507","2010-06-13 18:11:50"
"366020","1538","2010-06-14 04:39:57"
"366209","1602","2010-06-14 10:04:34"
"366335","13669","2010-06-14 13:00:55"
"366377","69903","2010-06-14 13:56:33"
"366411","2933","2010-06-14 14:26:37"
"366817","9635","2010-06-15 00:40:37"
"366904","213587","2010-06-11 06:57:36"
"367117","528","2010-06-15 10:10:39"
"367273","412893","2010-06-15 12:55:43"
"367401","48204","2010-06-15 14:55:02"
"367456","173474","2010-06-15 15:42:31"
"367607","4695","2010-06-15 19:03:42"
"367611","13980","2010-06-15 19:05:58"
"367985","30619","2010-06-16 07:25:01"
"368772","17666","2010-06-16 23:16:06"
"368821","19057","2010-06-17 00:50:27"
"368999","3707","2010-06-17 06:30:54"
"369194","2183","2010-06-17 09:59:09"
"369198","29977","2010-06-17 10:15:10"
"369350","2373","2010-06-17 13:28:56"
"369591","15209","2010-06-17 17:06:27"
"369696","396","2010-06-17 18:50:04"
"369792","25606","2010-06-17 21:06:01"
"369812","7434","2010-06-17 21:31:19"
"369872","24784","2010-06-17 23:45:25"
"370103","91460","2010-06-18 08:20:04"
"370158","5426","2010-06-18 09:24:00"
"370483","21176","2010-06-18 16:31:01"
"370695","1162","2010-06-18 21:11:00"
"370810","8553","2010-06-19 02:08:40"
"370970","443","2010-06-19 10:27:55"
"371137","10108","2010-06-19 17:34:50"
"371181","7984","2010-06-19 18:49:25"
"371250","38231","2010-06-19 21:33:01"
"371637","29360","2010-06-20 17:50:48"
"371665","135","2010-06-20 19:18:17"
"371793","41845","2010-06-21 01:58:46"
"371834","18478","2010-06-01 03:42:04"
"371940","9825","2009-02-27 21:05:21"
"372200","1957","2010-06-21 13:33:39"
"372643","105806","2010-06-21 22:41:01"
"373166","2157","2010-06-22 12:45:07"
"373321","65071","2010-06-22 14:55:22"
"373394","2073","2010-06-22 16:25:16"
"373624","709","2010-06-22 20:49:46"
"373962","14235","2010-06-23 07:12:04"
"374198","22649","2010-06-23 12:04:53"
"374638","887","2010-06-23 20:39:11"
"374653","696","2010-06-23 20:55:38"
"374975","483","2010-06-24 07:06:22"
"375300","27832","2010-06-24 13:26:38"
"375869","2196","2010-06-25 03:10:00"
"376382","6238","2010-06-25 15:12:37"
"376535","50460","2010-06-25 17:56:14"
"376728","57418","2010-06-25 23:36:50"
"376789","32529","2010-06-26 03:59:22"
"376873","27292","2010-06-26 08:37:45"
"377037","27415","2010-06-26 17:10:55"
"377225","2560","2010-06-27 01:54:57"
"377260","24536","2010-06-27 05:20:43"
"377270","94360","2010-06-27 05:59:53"
"377476","7006","2010-06-27 17:15:57"
"377639","30372","2010-06-27 23:59:15"
"377953","42619","2010-06-28 10:52:57"
"378386","1980","2010-06-28 19:32:01"
"378418","6612","2010-06-28 20:18:12"
"378541","378","2010-06-29 00:07:22"
"379181","2565","2010-06-29 15:42:52"
"379445","6717","2010-06-29 20:54:16"
"379458","1819","2010-06-29 21:09:16"
"379504","4996","2010-06-29 22:06:48"
"379594","1145","2010-06-30 01:15:20"
"379827","87","2010-06-30 08:38:47"
"379897","185951","2010-06-26 05:33:46"
"381333","4876","2010-07-01 07:44:22"
"381345","64050","2010-07-01 17:25:46"
"381588","19637","2010-07-01 22:29:10"
"382305","1500","2010-07-02 18:06:55"
"382458","885","2010-07-03 00:03:52"
"383035","1125","2010-07-04 10:55:00"
"383045","7358","2010-07-04 11:27:34"
"383124","14642","2010-07-04 15:07:55"
"383167","23562","2010-07-04 16:46:10"
"383200","23233","2010-07-04 18:18:45"
"383402","81738","2010-07-05 05:27:48"
"383478","39502","2010-07-05 08:17:44"
"383609","86799","2010-07-05 11:20:27"
"383632","2656","2010-07-05 11:51:55"
"383793","4716","2010-07-05 14:54:49"
"383821","2037","2009-12-22 08:56:06"
"383868","1025","2010-07-05 17:07:45"
"383904","151308","2010-07-05 18:03:35"
"384306","29686","2010-01-21 21:52:29"
"384483","24944","2010-07-06 11:31:37"
"384706","48184","2010-07-06 15:28:06"
"384713","3377","2010-07-06 15:36:18"
"385257","7275","2010-07-07 07:26:21"
"385349","233","2010-07-07 09:13:23"
"385378","93228","2010-07-07 09:43:15"
"385478","56103","2010-07-07 11:39:54"
"385532","12691","2010-07-07 12:44:10"
"385882","2576","2010-07-07 19:11:01"
"385950","12654","2010-07-07 20:23:53"
"386188","9916","2010-07-08 02:46:02"
"386803","773","2010-07-08 15:08:09"
"386841","2699","2010-07-08 15:42:49"
"387002","3728","2010-07-08 17:56:56"
"387076","86943","2010-07-08 19:23:02"
"387347","9288","2010-07-09 03:25:47"
"387552","3957","2010-06-10 14:47:55"
"387809","5378","2010-07-09 14:17:40"
"387936","1780","2010-07-09 16:16:15"
"388033","1897","2010-07-09 18:45:30"
"388037","25547","2010-04-14 20:46:37"
"388182","6015","2010-07-09 22:55:42"
"388299","13375","2010-07-10 05:27:42"
"388520","116128","2010-07-10 17:26:22"
"388661","17703","2010-07-11 00:44:54"
"388787","64100","2010-07-11 09:04:23"
"389684","6451","2010-07-12 16:59:47"
"390462","1387","2010-07-13 13:05:25"
"390885","1318","2010-07-13 19:49:11"
"390913","80247","2010-07-13 20:06:19"
"390977","7756","2010-07-13 21:28:54"
"391161","59313","2010-07-14 03:53:44"
"391174","1011","2010-07-14 04:22:00"
"391338","3887","2010-07-14 08:15:59"
"392044","71856","2010-07-14 20:36:19"
"392698","943","2010-07-15 12:47:32"
"392923","1203","2010-07-15 15:50:28"
"392983","352","2010-07-15 16:46:43"
"393194","30612","2010-07-15 20:20:08"
"394010","37369","2008-09-18 15:01:46"
"394028","8913","2010-07-16 15:23:25"
"394322","20148","2010-07-16 21:13:58"
"394331","1898","2010-07-16 21:23:10"
"395029","3187","2010-07-18 07:30:32"
"395202","33713","2010-07-18 14:56:32"
"395850","2453","2010-07-19 13:27:17"
"395863","2480","2010-07-19 13:38:36"
"396458","74697","2010-07-20 05:10:56"
"396476","22046","2010-07-20 05:56:21"
"396642","1201","2010-07-20 09:45:53"
"397016","7961","2010-07-20 16:04:47"
"397195","24041","2010-07-20 19:19:39"
"397474","7406","2010-07-21 03:31:10"
"397861","69956","2010-07-21 11:27:16"
"398060","37405","2010-07-21 14:13:34"
"398242","92453","2010-07-21 16:40:08"
"398519","17443","2010-07-21 21:51:06"
"398606","17339","2010-07-22 00:42:00"
"398670","239264","2010-07-22 03:12:09"
"398701","9325","2009-12-14 16:00:37"
"399023","437","2010-07-22 11:39:05"
"399191","447","2010-07-22 14:21:33"
"399436","3327","2010-07-22 18:06:48"
"399439","3325","2010-07-22 18:10:58"
"399584","5375","2010-07-22 20:19:56"
"399704","5481","2010-07-22 22:39:40"
"399707","8173","2010-07-22 22:44:46"
"399723","1284","2010-07-22 22:59:03"
"400056","83734","2010-07-23 08:52:38"
"400547","99129","2010-07-23 18:15:47"
"400617","86722","2010-07-23 19:52:16"
"400654","90700","2010-07-23 20:34:26"
"400675","1261","2010-07-23 21:01:40"
"400925","1660","2010-07-24 07:44:15"
"401025","63472","2010-07-24 11:40:35"
"401446","6153","2010-07-25 09:22:45"
"401728","43411","2010-07-25 20:03:14"
"402033","6543","2010-07-26 07:54:22"
"402231","6552","2010-07-26 11:53:20"
"402240","7734","2010-07-26 12:07:30"
"402253","56256","2010-07-26 12:20:08"
"402777","3766","2008-09-23 23:44:01"
"403132","6934","2010-07-27 08:25:04"
"403147","2225","2010-07-27 08:38:09"
"403991","1931","2010-07-27 23:57:33"
"404335","62290","2010-07-28 09:31:51"
"404581","6656","2010-07-28 13:50:14"
"404854","23224","2010-07-28 17:50:34"
"404970","50664","2010-07-28 20:02:04"
"405017","258751","2010-01-05 20:15:32"
"405018","4566","2010-07-28 20:49:06"
"406009","7824","2010-07-29 17:55:52"
"406659","29131","2010-07-30 11:15:29"
"406691","29404","2010-07-30 12:15:04"
"407071","7288","2010-07-30 19:41:46"
"407254","4153","2010-07-31 02:26:30"
"407488","9628","2010-07-31 14:05:20"
"407528","5589","2010-07-31 15:54:19"
"408003","4056","2010-08-01 16:18:23"
"408426","6901","2009-11-06 01:26:47"
"408864","4502","2010-08-02 16:56:04"
"408913","4647","2010-08-02 17:59:29"
"408966","479","2010-08-02 18:58:02"
"409102","8755","2010-08-02 22:03:32"
"409172","29821","2010-08-03 00:24:10"
"409259","50934","2010-08-03 03:40:12"
"410636","42638","2010-02-17 10:17:46"
"410767","90355","2010-08-04 12:35:45"
"411022","42410","2010-08-04 16:24:28"
"411260","791","2010-08-04 20:37:03"
"411846","13693","2010-08-05 10:34:04"
"411918","23349","2010-04-06 12:08:24"
"412080","112662","2010-08-05 14:50:53"
"412689","7302","2010-08-06 05:57:21"
"413180","26854","2010-08-06 14:56:00"
"413215","796","2010-08-06 15:18:29"
"413325","9155","2009-08-18 15:42:04"
"413501","343730","2010-08-06 21:39:38"
"413687","795","2010-08-07 06:53:10"
"413910","25599","2010-08-07 16:10:29"
"414055","9403","2010-08-07 21:42:16"
"414272","7451","2010-08-08 09:57:59"
"414279","3327","2010-03-07 08:50:43"
"414458","4373","2010-08-08 16:33:35"
"414828","2768","2010-08-09 08:07:04"
"415020","1944","2010-08-09 11:36:47"
"415448","129810","2009-12-30 22:25:02"
"415784","313228","2010-08-10 05:22:54"
"415823","2823","2010-08-10 06:12:09"
"416354","6475","2010-08-10 15:58:53"
"416397","1840","2010-08-10 16:35:09"
"416554","2216","2010-08-10 19:54:17"
"416574","14479","2010-08-10 20:12:46"
"416600","8840","2010-08-10 20:45:26"
"416627","7117","2010-08-10 21:18:07"
"417040","6354","2010-02-09 12:07:32"
"417057","39526","2010-08-11 09:27:43"
"417166","3934","2010-08-11 11:39:56"
"417194","64431","2010-08-11 12:04:16"
"417414","3655","2010-08-11 15:17:17"
"417449","7284","2009-07-01 00:57:37"
"417501","71614","2010-08-11 16:34:23"
"417562","205692","2010-08-11 17:43:33"
"417568","2278","2010-08-11 17:48:54"
"417862","1017","2010-08-12 00:52:29"
"418110","22325","2010-08-12 07:31:32"
"418235","4291","2010-08-12 09:34:21"
"418556","161107","2010-08-12 15:02:16"
"418609","2179","2010-08-12 15:43:34"
"418715","54885","2010-08-12 17:38:18"
"418729","21331","2010-05-12 19:58:17"
"418783","2146","2010-08-12 18:50:05"
"419075","31915","2010-08-13 01:29:44"
"419116","50826","2010-08-13 02:35:12"
"419404","10215","2010-08-13 09:41:38"
"419847","533","2010-08-13 17:51:30"
"419970","151653","2010-08-13 20:09:07"
"420081","969","2010-05-06 16:42:50"
"420683","34170","2010-08-14 23:04:41"
"420688","9045","2010-08-14 23:20:22"
"420787","10003","2010-08-15 04:51:20"
"421137","1400","2010-08-15 18:50:55"
"421195","92025","2010-08-15 21:15:48"
"421223","113760","2010-08-15 22:30:39"
"421257","26","2010-08-16 00:29:03"
"421611","27774","2010-08-16 10:25:24"
"421705","42887","2010-08-16 12:08:55"
"422152","1976","2010-08-16 20:42:00"
"422184","7594","2010-08-16 21:09:37"
"422211","5313","2010-08-16 21:39:07"
"422597","82201","2010-08-17 08:19:32"
"422797","22070","2010-08-17 11:45:07"
"423033","3538","2010-08-17 15:40:51"
"423410","2188","2010-08-17 23:09:07"
"423491","15067","2010-08-18 01:37:01"
"423871","2292","2010-08-18 10:42:37"
"423991","11731","2010-08-18 12:39:23"
"424124","6387","2010-08-18 14:32:37"
"425260","2843","2010-08-19 13:05:49"
"425680","23805","2010-08-19 19:49:09"
"425722","3421","2010-08-19 20:29:42"
"426092","4290","2010-08-20 07:37:13"
"426361","479","2010-08-20 12:53:50"
"426379","16805","2010-08-20 13:19:14"
"426412","19251","2010-08-20 14:00:06"
"426455","7397","2010-08-20 14:44:52"
"426469","1022","2010-08-20 14:58:47"
"426560","466","2010-08-20 16:52:26"
"426662","4278","2010-08-20 18:50:32"
"426671","214464","2010-08-20 19:01:52"
"426894","16206","2010-08-21 02:32:16"
"426962","2283","2010-08-21 05:55:24"
"427309","52511","2010-08-21 21:14:21"
"427328","27717","2010-08-21 22:13:40"
"427332","95808","2010-08-21 22:19:47"
"427421","3311","2010-08-22 03:28:38"
"427435","7420","2010-08-22 04:03:32"
"427545","54314","2010-08-22 09:04:58"
"427733","31794","2010-08-22 16:46:38"
"428287","10486","2010-08-23 10:10:55"
"428381","8219","2010-08-23 12:01:23"
"428469","3229","2010-08-23 13:53:14"
"428705","17838","2010-08-23 18:23:20"
"428972","5933","2010-08-24 00:22:26"
"429063","37783","2010-08-24 02:54:40"
"429758","12061","2010-08-24 16:03:37"
"429949","12058","2010-08-24 19:28:39"
"430062","17558","2010-08-24 21:37:20"
"430128","11135","2010-08-24 23:27:39"
"430560","8342","2010-08-25 10:39:04"
"430661","5417","2010-08-25 12:29:47"
"430766","23667","2010-08-25 14:10:51"
"430775","28321","2010-08-25 14:13:37"
"431537","27549","2010-08-26 06:57:35"
"431841","1502","2010-08-26 12:38:42"
"432115","7062","2010-08-26 16:57:07"
"432193","18259","2010-08-26 18:15:34"
"432209","17947","2010-08-26 18:30:32"
"432260","1075","2010-08-26 19:30:41"
"432681","15283","2010-08-27 08:01:11"
"433580","141","2010-08-28 07:24:16"
"433879","18923","2010-08-28 19:07:34"
"434245","7089","2009-10-09 01:03:37"
"434551","191654","2010-08-30 02:21:47"
"434799","20019","2010-08-30 09:16:53"
"434949","12878","2010-08-30 12:35:14"
"435253","12640","2010-08-30 18:50:45"
"435800","34357","2010-08-31 10:09:23"
"436028","27657","2010-08-31 14:26:18"
"436376","63376","2010-08-31 21:01:47"
"436540","2456","2010-09-01 02:23:39"
"436559","10606","2010-09-01 03:10:45"
"436560","40125","2010-09-01 03:12:59"
"437049","11296","2010-09-01 14:29:55"
"437137","2350","2010-09-01 16:08:53"
"438154","241372","2010-09-02 15:56:40"
"438512","5948","2010-09-03 00:50:36"
"438531","308","2010-09-03 01:31:05"
"438544","24676","2010-09-03 01:53:31"
"438982","27977","2010-09-03 13:15:30"
"439031","2281","2010-09-03 14:07:04"
"439130","7262","2010-09-03 15:58:39"
"439528","1742","2010-09-04 09:09:38"
"439599","5969","2010-09-04 12:28:50"
"439761","5562","2010-09-04 19:37:25"
"439938","3087","2010-09-05 08:04:45"
"440119","92745","2010-09-05 17:27:53"
"440323","24883","2010-09-06 03:15:01"
"440502","75263","2010-09-06 09:40:29"
"440546","7622","2010-09-06 10:31:49"
"440558","346032","2010-09-06 10:41:22"
"440602","37368","2010-09-06 11:43:22"
"441138","1381","2010-09-07 06:03:46"
"441515","3528","2010-09-07 14:06:56"
"441575","3792","2010-09-07 15:05:27"
"441902","7913","2010-09-07 22:54:50"
"442006","13664","2010-08-10 04:56:28"
"442362","9743","2010-09-08 11:30:23"
"442412","1062","2010-09-08 12:38:44"
"442580","12984","2010-09-08 15:28:50"
"442724","1794","2010-09-08 18:32:24"
"442904","521","2010-09-08 22:51:15"
"443515","17072","2010-09-09 14:32:34"
"444036","53563","2010-09-10 05:35:00"
"444088","22126","2010-09-10 06:59:15"
"444705","8709","2010-09-10 20:01:53"
"445073","8365","2010-09-11 12:11:03"
"445131","113105","2010-09-11 14:45:09"
"445221","56866","2010-09-11 18:14:40"
"445296","14343","2010-01-29 20:44:38"
"445492","6739","2009-05-24 12:59:38"
"445517","96819","2010-09-12 10:18:11"
"446210","15148","2010-09-13 10:48:37"
"446458","8526","2010-09-13 14:55:40"
"446554","36032","2010-09-13 16:46:34"
"446576","9566","2010-09-13 17:14:29"
"446681","23930","2010-09-13 19:11:21"
"446717","1982","2010-09-13 19:51:17"
"446943","3432","2010-09-14 02:40:35"
"446946","205","2010-09-14 02:49:05"
"447023","13412","2010-09-14 05:49:14"
"447156","88333","2010-09-14 09:15:07"
"447217","825","2010-09-14 10:11:47"
"447341","14145","2010-09-14 12:25:11"
"447356","60398","2010-09-14 12:50:12"
"447417","1218","2010-09-14 13:51:25"
"447894","3989","2010-09-15 00:13:07"
"448579","10326","2009-03-13 16:21:16"
"448625","45690","2010-09-15 16:21:25"
"448932","26096","2010-03-17 00:29:25"
"449613","2464","2010-09-16 14:14:41"
"450106","28901","2010-09-16 23:26:46"
"450398","19871","2010-09-17 08:27:40"
"450399","11963","2010-09-17 08:28:33"
"450656","376","2010-09-17 13:51:58"
"450758","8399","2010-09-17 15:50:13"
"450989","38100","2010-09-17 19:48:17"
"451475","105202","2009-09-14 22:06:09"
"451600","13067","2010-09-18 20:37:36"
"451924","2192","2010-09-19 12:49:31"
"451938","2030","2010-09-19 13:14:16"
"451969","44680","2008-10-02 14:43:56"
"452120","830","2008-08-09 19:16:44"
"452274","13117","2010-09-20 03:05:02"
"452307","184182","2010-09-20 04:25:48"
"452383","1486","2010-09-20 06:33:48"
"452855","946","2010-09-20 15:03:32"
"453002","41745","2010-09-20 17:31:18"
"453277","50088","2010-09-20 22:34:19"
"453291","235","2010-09-20 22:52:10"
"453331","18238","2010-09-20 23:40:31"
"453435","13071","2010-09-21 03:45:21"
"453782","77","2010-09-21 10:22:03"
"453803","21706","2010-09-21 10:45:59"
"453953","5212","2010-09-21 13:17:19"
"454053","56","2010-09-21 14:26:55"
"454470","10312","2010-09-21 21:59:39"
"454533","169662","2010-09-22 00:01:40"
"454646","4596","2010-09-22 04:14:48"
"454967","15930","2010-09-22 11:15:24"
"455257","12714","2010-05-29 22:14:20"
"455417","3023","2010-09-22 18:33:40"
"455556","18196","2010-09-22 21:02:40"
"455789","3023","2010-09-23 04:45:10"
"455794","702","2010-09-23 04:55:57"
"456266","4801","2010-09-23 14:20:37"
"456311","1927","2010-09-23 14:54:02"
"456851","28632","2010-09-24 02:40:44"
"457208","3283","2010-06-10 09:12:31"
