index,answers,creation_date,len,postid,question,ratio,raw,source,tags,title,uniq,words,probability
3565,how can i mitigate brute-force and dictionary-based attacks?    use strong complex passwords or even pass-phrases with many bits of entropy so that they won t be as susceptible to brute force/dictionary-based attacks   i found that the mitigation with regard to brute-force takes more time compared to dictionary-based i wonder if there is some difference between the mitigation process between brute-force and dictionary-based attacks for ipss   i m going to be straightforward and say no i don t believe there will be a difference in mitigation between these two types of attacks as they re generally performed the same way or at least using extremely similar methods  i love this topic it s the biggest pita in security   password attacks   to start lets sum this up into a single category the goal of an attacker is to break passwords since this is what we commonly use the term brute forcing a password stems from trying every conceivable possibility and there are two ways to do it online and offline   online   online attacks are straight forward in web applications you are typically attacking a login form the most common prevention method is to set a threshold and lock the accounts being attacked forcing manual administration to look at it   offline   this attack happens when a system has been compromised and the attacker has access to a database or password file the common security measures here are password hashing and salting think ashley madison   dictionary attacks   dictionary attacks are a form of brute forcing they are performed by using rainbow tables which are dictionary based words and combinations which are common this reduces the scope of an attack because humans are flawed and lazy this attack has been very successful    entropy   at this point you may be saying i know this already whats your point entropy is my point password effectiveness is all about randomness and the time it takes an attacker to guess a hashed password adding entropy as mitigation is why we have password policies like   minimum 8 characters  must contain an uppercase  must contain a lowercase  must contain a number  must contain a special character   all these rules are adding entropy to your passwords and by extension adding mitigation techniques    the terminology is not fully universal so i will detail my definitions    a  brute-force attack  occurs in a situation where there is some secret value  x  that the attacker wishes to obtain and the attacker can test whether a given potential value for  x  is the right one or not so the attacker tries potential values until he hits the right one  such an attack can be  online  or  offline  in an offline attack the test for a potential value is a computation that occurs solely on the attacker s computer for instance  x  is the key for an encryption system and the attacker has at his disposition a message encrypted with key  x  and the attacker knows enough on what the decrypted message should look like to unambiguously detect whether his current guess for  x  is the right one or not  when the attacker cannot run an offline attack he must resort to an online attack each test involves talking with the defender s systems e.g trying to log on the server the attacker really prefers offline attacks because they are a lot more discreet everything happens on the attacker s machine without leaving any trace and also because he can speed them up by throwing more hardware at the problem    a  dictionary attack  is a special-case of a brute-force attack where the secret  x  is something human-compatible this is a value that a human user accepts to memorize and possibly chooses himself typically a  password  the brute-force attack is then about trying out potential values i.e values which are simple enough for the human user to handle in his brain the set of such values is called the  dictionary  because what humans choose and keep in their minds is usually  words   there again dictionary attacks can be offline or online  an important point to consider here is that when  x  is chosen by a human in his brain then not all possible values for  x  are equiprobable some words are a lot more likely to have been chosen by the user than others i.e a human password is much more often dragonfly than kelxdparf even though both are sequences of 9 lowercase letters the dictionary is thus a list of guesses for a brute-force attack ordered from most to least probable     there are basically three ways to defeat brute-force attacks    make it so that the space of potential values for  x  is large enough that the attack is doomed from start e.g specify that  x  is a sequence of 128 bits and generated with a  strong prng  since a strong prng is used no sequence of 128 bits is more probable than any other so there is no way for the attacker to optimize his search there is no order of guesses that is better than others and the space of possible 128-bit sequence is huge it has 2 128  = 340282366920938463463374607431768211456 elements so the attacker s probability of hitting the right one within the next century is abysmally low    make it so that no offline attack can be performed this is not necessarily possible e.g in the case of a password-encrypted file the attack context assumes that the attacker got a copy of the encrypted file and tries to crack it in which case an offline attack is always possible but if you can arrange for all attacks to be  online  then you can apply countermeasures e.g refusing to talk to a given requester after 10 wrong guesses an extreme case is a smart card that requires a pin code and locks itself after a few wrong guesses    if offline attacks cannot be avoided then make it so that each guess is unavoidably expensive this is the whole idea of  password hashing  the processing of a given input is done through a function with many iterations such that all usages are slowed the concept is that taking 10 milliseconds to verify a password instead of 10 microseconds is normally no hardship for a server because it does not have to do it many times per second anyway but making each try 1000x more expensive will also make the brute-force attack 1000x more expensive this is a trade-off making password processing more expensive tends to imply increased fragility against denial-of-service attacks     the main difference between brute-force and dictionary attacks is that when the secret is human-compatible the dictionary attack context then this also means that the space of possible values for the secret is awfully small human minds are simply not good at all at remembering complex values there are even worse at making random choices thus when a dictionary attack applies the first defence method i explained above extending the space size is not possible so you  have  to resort to one of the two others  avoiding offline dictionary attacks means using communication protocols and architectures that never expose anything that could be used as offline test for a potential value for the secret  x  this is outside of the scope of ips what an  ips  can do is to enforce rejection rules for the second method mitigation of online attacks a good ips should be able to detect when many requests come from the same source and efficiently block them upon entry  in that sense there is no real difference for the ips between a dictionary attack and a non-dictionary brute-force attack at best we can say that brute-force attacks that are  not  dictionary attacks should be defeated through using large spaces for secret values i.e in cryptographic terms for symmetric encryption use 128-bit keys not 40-bit keys making ips irrelevant,2015-08-30 23:51:28,1377,98153,i am working with bro ids and cif  cyber threat intelligence using the intel framework i am testing   how  can i mitigate   brute-force and dictionary-based attacks? i found that the mitigation with regard to brute-force takes more time compared to dictionary-based i wonder if there is some difference between the mitigation process between brute-force and dictionary-based attacks for ipss,0.04429920116194626,61,sse,ids,difference between brute-force and dictionary-based in the mitigation process of the ipss,3,flaws|attacks|denial of service,0.36231836676597595
11668,this depends on how it is implemented  ideally the encryption key would be derived from the password using secure schemes like pbkdfv2  if so a weak password would have no effect on the security of the encryption  however if the attacker knows that the key was derived using pbkdfv2 a weak password will be more vulnerable to brute-force / dictionary attacks used to derive the key  yes if an attacker were to know that the password used to derive the key is just four digits it greatly reduces the keyspace he d have to try in a brute-force attack   0000 to 9999 is just ten thousand combinations   if it was ten case-sensitive alphanumerics you d have 62^10 about 8 * 10^17 combinations too many to try them all    even if an attacker does not know about your user s requirement he d probably start brute-forcing with short passwords so he ll stumble upon a four-digit combination pretty soon too  the strength of the encryption is different to the strength of key generation one could implement a secure modern key generation mechanism such as pbkdf2 as slabks says but use a relatively weak encryption cipher like 128-bit rc4 compared to a stronger cipher like 128-bit aes   however as christian says a single 4 digit pin has a maximum of 10000 passwords which is not a lot of entropy to generate a key from if there is some form of hash or other tamper detection it would be relatively easy to brute force the encryption document with a dedicated modern system as you say yes the encryption strength is reduced by the password weakness  to add to christian s comment above you see pins now on some phone and tablet apps like dropbox because as christian says they are being authenticated by the server and lock you out when too many incorrect pins are entered it is acceptable for atm cards and these apps due to the limited input capabilities of atms phones and tablets but is not an acceptable excuse for a system with a full keyboard  for a 4-character all-numneric password there are 10000 passwords in total it doesn t matter how strong your encryption is brute force isn t even brute my pocket calculator could do that  note the reason this works with atms or sim-cards is because you don t get a chance to brute force the atm will eat your card after 3 failed attempts a sim card will lock up as well until you enter another 8-digit code which will permanently lock up the card if you don t get it right in 10 attempts,2012-09-14 13:02:52.523 UTC,490,12425158,i have a pdf document that is 128bit encrypted  the user insists on a four character password which is all numeric e.g 1558 or 6977 or 4793  128bit encryption is strong - is this strength negated by the password weakness,0.022448979591836733,11,so,encryption|pdf|security,how does strength of password relate to encryption,4,attacks|weakness|weak password|vulnerability,0.36220866441726685
66482,"not really if the files had a very large common header 64kb or more you might be in luck else you re essentially trying to guess 64,000 characters assuming the file used only 64 characters e.g it was a base64 encoded file for example purposes that would be 64^64000 possibilities that s a number with over 100,000 digits in  given that guessing a 12 character long password is considered hard and that only has 64^12 4,722,366,482,869,645,213,696 - only 22 digits! possibilities you can see the issue guessing a 64kb string is over 4500 times harder and that s ignoring that files aren t restricted to 64 characters in reality  in practice a lot of file types wouldn t require all the bytes to be guessed but most file headers are much smaller than 64kb so there will be quite a lot of unknown data even so",2016-08-10 11:12:32,187,133476,i heard about a ransomware virus going around that encrypts only the first 64 kb of a file  if i was infected with this would it be realistically possible to retrieve my files,0.0213903743315508,4,sse,ransomware,ransomware encrypted first 64 kb of file,2,virus|ransomware,0.3615175187587738
54052,,2014-04-19 01:57:40.967 UTC,135,23164926,i have some old rar files and i know the general format of passwords i used to use so i have generated a dictionary file combining those words in a variety of ways the dictionary file is 500 mb and i ve wrote a python program to use the dictionary   the issue is that the program has been running all night and is only 1% of the way in i ve now divided the dictionary file up and i am now running multiple instances of the program but each instance is running pretty slow  i would love any advice on how to improve the speed i m very new to python which will be obvious by my code but i m really enjoying python   sample  dictionary.txt,0.014814814814814815,2,so,dictionary-attack|python-2.7|rar,python rar dictionary attack - optimization,2,attacks|dictionary attack,0.3614615201950073
43743,use setimmediate to clear the context when you call back happen in your timeout,2018-03-29 13:36:14.98 UTC,55,49557539,i have been trying to write a code where i can see heapused should  not be increased when setting timeout and removing the next time but regardless the heapused is constantly increasing,0.01818181818181818,1,so,javascript|memory-leaks|node.js|settimeout,node memory timeout heapused increasing,1,memory leaks,0.361162006855011
14465,the line     is setting the keysize changing 1024 to 2048 or greater should put you in compliance,2017-07-27 16:46:02.77 UTC,72,45356622,veracode has reported a vulnerability in rsakeyhelper the key size specified for this algorithm is not large enough to protect it from brute force attacks as per the remediation comments key size should be 2048 bit  could you provide some guidance on fixing or mitigating this vulnerability?  jar spring-security-rsa-1.0.3.release.jarfile rsakeyhelper.java,0.06944444444444445,5,so,java|spring-security,inadequate encryption strength,4,attacks|protection|vulnerability|inadequate encryption strength,0.3597772419452667
17952,never encrypt your password always hash it!!!reference  https://www.owasp.org/index.php/cryptographic_storage_cheat_sheet  rule - store a one-way and salted value of passwords  for shiro to use salt and hash  check  how to stock and use a shiro&#39;s salt from database  for storing salt and password in db  do not encrypt password iterate over an hmac with a random salt for about a 100ms duration the salt needs to be saved with the hash use functions such as password_hash pbkdf2 bcrypt and similar functions the point is to make the attacker spend a lot of time finding passwords by brute force  see owasp open web application security project  password storage cheat sheet   see  how to securely hash passwords the theory  on security stackexchange  to see how hashed passwords are attacked see password list at  seclists  infosec  password-cracking-tools  arstechnica  how i became a password cracker   if you are using hashing algorithm e.g sha1 sha256 etc. you need to run the same algorithm on the input and compare the result  if you are using encryption algorithm e.g aes normally you must to decrypt first.pay attention that when encrypting something a good algorithm will use some salt meaning that you will receive different result when applying the same algorithm on the same string so decrypting is your only option  passwords are normally stored hashed since you don t need to know the real password while other sensitive data e.g credit card number is stored encrypted  and one last point both hashing and encryption algorithm provide a byte array not string so you are supposed to store and compare the byte arrays and not the strings if you need to store/compare string you can encode the result using some encoding algorithm e.g base64   update  owasp have a very good  cheat sheet  about the password storage   update 2  regarding encryption small example that uses apache shiro run it and you can see that no two lines are alike,2016-07-07 08:49:59.45 UTC,477,38241172,i have a scenario where i have to match the password/sensitive information and check for the validation now there are two ways here i can come up with  1 we can compare the password/sensitive field in the encrypted form by fetching the right password from db which is stored there in encrypted form  2 or we can decrypt the passwords first in to the plain text form and then compare them now in this scenario there is an extra call to decrypt utility which sort of an overhead  i have looked at the equals method of string class which runs in amortized constant time so if the encrypted string is insanely long string then it will have impact on the performance of the equals method.but here in my case encrypted strings are not so long  but my main concern is what is the standard generally followed.   update 1       update 2,0.016771488469601678,8,so,encryption|java,standard way of comparing the password/sensitive fields,5,owasp|attacks|sensitive data|sensitive information|open web application security project,0.3593686521053314
38629,,2015-02-04 08:22:20.933 UTC,265,28316644,i have some issues with memory i have a process that increases its resident memory too much i am trying to determinate whether there is a memory leak or not   just opening the process memory occupies 151 mb  virt  res  shr792m  151m 14m   after a couple of days the process increases the resident memory too much  virt  res   shr784m  480m  9204  i have generate two dumps one opening the process and another after a couple of days i have generated the dumps like this  jmap -dump:file=file.bin pid  the first dump occupies 23 mb and the second dump 244 mb   if i open both dumps with the memory analyzer tool i found that both dumps occupies almost the same ~7mb 6.6 mb for the first one and 7.4 mb for the second one   ¿can anyone explain me how this is possible and how can i determinate if it exists a memory leak or not? ¿how can i justify this memory increment?  thank you very much!!  as an additional info smaps shows an strange entry that seems to be the guilty  as an additional info smaps shows 487a0000-5fbcd000 rwxp 00000000 00:00 0  size             381108 kb  rss              381108 kb  pss               10420 kb  shared_clean          0 kb  shared_dirty          0 kb  private_clean         0 kb  private_dirty    381108 kb  referenced       374832 kb  anonymous        381108 kb  anonhugepages    370688 kb  swap                  0 kb  kernelpagesize        4 kb  mmupagesize           4 kb  locked                0 kb  but i can not understand what it means,0.011320754716981131,3,so,java|jmap|jvm|memory|memory-leaks,process with 500 mb resident memory generates a dump file of 250 mb  memory analyzer tool just shows 7.5 mb,1,memory leaks,0.35914188623428345
38072,typically processes that loop and don t take particular input or produce particular output are measured in terms of the rate at which they complete iterations in games and media applications it s common to talk about frames per second fps in other embedded and real-time applications cycle time can be an important performance metric higher-level metrics such as jobs per minute or maximum queue latency can be important as well,2012-12-07 17:37:11.68 UTC,112,13768192,my algorithm has an intentional looping  the program repeat itself each time by recursive calling  so how can i explain the cost cost analysis of it ,0.017857142857142856,2,so,algorithm|analysis|infinite-loop|performance|recursion,how to calculate the cost of algorithm has infinite loop,1,infinite loop,0.35863664746284485
7085,this  could  be ok depending on the implementation but it could also easily go wrong an attacker would be unable to recover the pepper assuming it has enough entropy and they would be unable to hash arbitrary values  however your peppered hash is likely vulnerable to a  length extension attack  if an attacker knows some data and its hash this would allow them to  append  data while still being able to calculate the new hash as if they knew the pepper to prevent this instead of using the secret as a pepper use it as the key for an  hmac  even if you aren t worried about length extension attacks this is desirable as it provides more security properties with no downsides and it sounds like a  mac  is what you re really after,2018-06-21 14:15:52,315,188199,my app is a educational game for elementary schools involving no money or anything of value so i am not worried about sophisticated attackers having any interest in this still i would like to follow best practices in case any of this code ever does wind up guarding something attractive  the security consists of hashing values with a constant pepper to produce a hash generally the values are things like the user id and other state info and hash is used to preventing tampering i.e so you can t change the user id to a different value and access someone else s data  therefore over time the attacker has access to a large set of state info the pre-hash and the hash but not the pepper the hash algorithm is also server-side and unknown though limited in possibilities  with this knowledge can an attacker determine the pepper and hash algorithm and be able to generate a suitable hash for any message breaking our security,0.031746031746031744,10,sse,exploit|pepper|validation,is a constant pepper at risk if an attacker knows the value and hash,3,exploit|attacks|vulnerability,0.3580400347709656
38138,if the memory usage stagnates at a maximum i wouldn t really call that a memory leak i would rather say the gc not being eager and being lazy or just don t want to physically free memory if it is frequently reallocated / needed if it would be really a memory leak used memory wouldn t stop at 300 mb    will result in a call to     and 32 mb will be used as the value of   parameter the value of   variable defined in   since you upload a larger file 80 mb a buffer of size 32 mb at least will be created - eventually this is implemented in     since     is used to read the content the reading process will start with a small or empty buffer and reallocate whenever a bigger is needed  the strategy of buffer reallocations and the buffer sizes are implementation dependent and also depends on the size of the chunks being read/decoded from the request but just to have a rough picture imagine it like this 0 bytes 4 kb 16 kb 64 kb 256 kb 1 mb 4 mb 16 mb 64 mb again this is just theoretical but illustrates that the sum  can even grow beyond 100 mb just to read the first 32 mb of the file in memory at which point it will be decided that it will be moved/stored in file see the implementation of     for details this reasonably explains the 96 mb allocation  do this a couple of times and without the gc releasing the allocated buffers immediately you can easily end up with 300 mb and if there is enough free memory there is no pressure on the gc to hurry with releasing memory the reason why you see it growing relatively big is because large buffers are used in the background would you do the same with uploading a 1mb file you would probably not experience this  if it is important to you you can also call   manually with a smaller   value e.g   doing so much smaller and fewer buffers will be allocated in the background,2015-06-05 02:32:51.087 UTC,451,30657454,the following server code   being run and then calling it with   where the   is about 80mb seems to have some form of memory leak in go 1.4.2 on darwin/amd64 and linux/amd64  when i hook up   i see that   uses 96mb of memory after calling the service a few times eventually called by   in my code above  if i keep calling   the memory usage of the process grow slows over time eventually seeming to stick around 300mb on my machine  thoughts? i assume this isn t expected/ i m doing something wrong,0.011086474501108648,5,so,go|memory-leaks|memory-management,multipart form uploads + memory leaks in golang,1,memory leaks,0.35802724957466125
67331,both of your suggested implementations have issues  the first one fails because you  still have to worry about timing when comparing hashes  and the   operator is almost certainly not constant time  the second one fails for two reasons both of which allow an attacker to easily determine the length of the secret   you have an early out  python s  zip  truncates to the length of the shortest iterator so an attacker can keep increasing the length of their input until the time stays the same   i d first copy the passwords into a buffer of a static size then fill the rest of the buffer with a static zero string using the same copy function otherwise the copy will leak size info even then you may leak some size info as the copy may cross a page boundary but in general that kind of caching information is only leaked if an attack originates from the same machine calculating the size may also leak information round and round we go aint that fun  the static string must have a specific value that cannot be part of the input otherwise passwords that end with something in the static buffer will compare to the same value as shorter passwords hiy|aa would be identical to hiya|a where | is concatenation  another option is to first copy the length into the array so you can have a randomized string which must of course be the same for the value to compare    let s name the statically sized x and y as x  and y  then i would generate a random key and compare hmack_r x  with hmack_r y  this won t leak any info about the input value because the hmac instead of the input is randomized  for each comparison  you could possibly also use hk_r | x  and hk_r | y  for this   if you decide to use a random delay then  perform it before the operation  this makes it harder to perform any power measurements during the operations in case you re not just worried about timing based attacks,2018-05-07 17:49:22,534,185395,given is the function   which is a part of a crackme a binary file which side-channel attack can be used to find the right password password is made up by ascii coded big and small letters from a-z and decimals and how can you design this function such that there isn t any side-channel?   so i have already executed the crackme binary and entered some passwords of different length i realized that if the password has length   it needs waaay more time to print   wrong password.. if the password has any other length than   it immediately prints   thus the password is most likely of length   it indeed is! and we probably have a  timing attack  here because we see from the above code that the two strings   and   are compared character by character and alert mismatch when they see a difference between the two characters that are currently being compared  is this correct obersvation so far?  we can fix this side-channel like this   is it alright like that i m really not sure?  ,0.02247191011235955,12,sse,cryptography|encryption|password-cracking|side-channel|timing-attack,change the function such that there are no more side-channels,3,leak|attacks|timing attack,0.35750097036361694
4126,as long as   is sufficient to cover any delays in responses introduced by a ddos style attack where   is the number of seconds  that is hitting a service listener that calls the above in order to encourage   to take longer than   could reveal to the attacker how long on average   takes to execute once the   barrier is broken  to mitigate this you could mask this extra time by detecting when your function takes longer   note though  with enough requests  it might be possible to get an average that will even out leaking the time taken to execute    with higher values of   the risk can be lowered further at the expense of performance you could also introduce detection of whether your web service is requested repeatedly from a certain user or ip address and then rate limit the connection,2016-02-13 20:43:51,195,113568,for example would this pseudo-code work?   or similar? that way the time that the message is sent doesn t depend on the timing of    would an attacker still be able to determine how long   took to run,0.035897435897435895,7,sse,timing-attack|web-service,can timing attacks over a webservice be eliminated by standardizing the time it takes to return a request,4,ddos|leak|attacks|timing attack,0.35719406604766846
14467,a hashtable will be used throughout the application its not just in once place  for example when you add post variables to a page they get processed internally in a hashtable so if you had a massive amount of hashtable collisions ie post variables with the same name on a page it d happen here its a very efficient memory storage system for accessing a array using a collection of words think of a dictionary   this is one of these things whilst it can be exploited the better thing to do is use best practises and monitor cpu usage limit maximum post size per page and limit requests from a single host   the hash table in question is    the server parses the form data and places the key-value pairs into the   collection if the form data contains keys that produce the same hash code it produces hash collisions which reduces the performance of the hash table  so it s not one table per server or per session but one table per post request,2012-01-09 01:50:56.17 UTC,240,8783138,"on the 28/12/2011 us-cert released a bulletin about the majority of web servers being vulnerable to dos attacks due to the way they handle hash table collisions article  here   could someone please explain where this hash table fits in to the asp.net lifecycle? is it one hash table per session or one big hash table per server instance?  thank you,fidel",0.020833333333333332,5,so,asp.net|hash|iis,asp.net hash table vulnerability,4,attacks|exploit|vulnerability|denial of service,0.35669317841529846
47652,,2019-02-28 03:51:17.833 UTC,94,54918119,i wanted to make a guessing game this game should guess a 4 digit number and then tells what number did i guess right and tells the place of the digit whether it is the first-second-third or fourth digit  lastly after guessing the game and checking the correct placements of the number it should also display the score  can someone kindly help me i m new in using python and i ve done some research but i couldn t find an exact answer,0.010638297872340425,1,so,if-statement|python|python-2.7|random|stack-overflow,creating a guessing game 4 digits,1,stack overflow,0.35622814297676086
34496,yes you need to call   to match every call to    per the  uikit framework reference      when you are done modifying the context you must call the    function to clean up the bitmap drawing  environment and remove the graphics context from the top of the  context stack you should not use the   function to  remove this type of context from the stack,2014-11-06 15:41:55.43 UTC,294,26783443,under ios 8.1 i m getting a memory leak when rendering a pdf page into a graphics context with cgcontextdrawpdfpage  it doesn t happen in the simulator but i get hundreds of leaks of 272 bytes of malloc d memory every time i do it on ipad air  if i comment out the cgcontextdrawpdfpage the leak goes away  does anyone else get similar behaviour?     here s a stack trace reversed  malloc  38.58 mb      36.7% 148743        std::__1::list >::liststd::__1::list > const&amp;  19.61 mb      18.6% 75610          std::__1::vector cg::path::subpath cg::allocator   19.61 mb      18.6% 75610           void std::__1::vector >::__push_back_slow_pathcg::path::subpath&amp;&amp;  19.61 mb      18.6% 75610            cg::path::sequence::move_to_pointcgpoint const&amp cgaffinetransform const*  19.61 mb      18.6% 75610             cgpathmovetopoint  19.59 mb      18.6% 75506              ttruetypequadoutlinecontext::addpointbool int int  19.59 mb      18.6% 75506               ttruetypefonthandler::renderglyphunsigned short ttruetypequadoutlinecontext&amp unsigned int const  19.59 mb      18.6% 75506                ttruetypefonthandler::getoutlinepathunsigned short tglyphoutlinebatch const&amp; const  19.59 mb      18.6% 75506                 fpfontcopyglyphpath  19.59 mb      18.6% 75506                  cgfontcreateglyphpath  19.59 mb      18.6% 75506                   cgfontcreateglyphbitmap  19.59 mb      18.6% 75506                    cgglyphbuilder::create_missing_bitmapscgglyphidentifier const* unsigned long cgglyphbitmap const**  19.59 mb      18.6% 75506                     render_glyphs  19.59 mb      18.6% 75506                      draw_glyph_bitmaps  19.59 mb      18.6% 75506                       ripc_drawglyphs  19.59 mb      18.6% 75506                        draw_glyphs  19.57 mb      18.6% 75434                         draw_glyphs  19.55 mb      18.6% 75359                          simple_draw  19.55 mb      18.6% 75359                           cgpdftextlayoutdrawglyphs  19.55 mb      18.6% 75348                            op_tj  19.55 mb      18.6% 75348                             pdf_scanner_handle_xname  19.55 mb      18.6% 75348                              cgpdfscannerscan  19.55 mb      18.6% 75348                               cgpdfdrawingcontextdrawpage  19.55 mb      18.6% 75348                                pdf_page_draw_in_context  19.55 mb      18.6% 75348                                 cgcontextdrawpdfpage,0.017006802721088437,5,so,ios|ios8|memory-leaks|objective-c,memory leak in cgcontextdrawpdfpage in ios 8.1,1,memory leaks,0.355215847492218
18401,the password is limited to 72 characters internally in the crypt algorithm   to see why let s look at   s source  ext/standard/crypt.c    the   field is a simple   field so there s no length information all that s passed is a normal pointer  so if we follow that through we ll eventually land at      the important part is the loop     is defined to be 16 so the outer loop will loop 18 times    the inner loop will loop 4 times 4 * 18 == 72  and there you have it only 72 characters of the key will be read no more  note  now there s an interesting side-effect to that algorithm because it uses c-strings strings terminated by a   null byte it s impossible for it to use anything past   so a password that contains a null-byte will lose any entropy past it example  http://3v4l.org/y6onv,2015-03-09 20:42:48.41 UTC,316,28951359,the general attack scenario   in 2013 django had a general vulnerability as an attacker could create extremely intense cpu calculations via very large passwords [ see the security notice here ] i m unsure if this is still possible when using php s  password_verify  and other password-hashing methods without any further checks   the php documentation says      using the password_bcrypt for the algo parameter will result in the password parameter being truncated to a maximum length of 72 characters     but php s code maybe says something different   the  c code behind php 5.5.0 s  password_verify  function  however does not limit the passed argument directly maybe on a deeper level inside the bcrypt algorithm ? also the  php implementation  does not limit the argument   the question   is  password_verify  and other functions of the same function set vulnerable against dos via maxed out post parameters ? please also consider site-wide config situations of post upload sizes much larger than 4mb,0.022151898734177215,7,so,c|hash|php|security,is php s password_verify safe against extremely long passwords dos attack,3,attacks|vulnerability|denial of service,0.35520482063293457
25223,distributed denial of service being by nature decentralized would not all come from a single client as such you would not be able to limit the entire botnet s access to the page.. while it would help reduce the effect of each singular drone it would not necessarily prevent them from hitting your server repeatedly. however in the case of a singular attacker it would massively increase the time for a brute attack but could be less pain to the user by implementing a three-strikes before delay rule or similar,2011-09-08 00:53:30.107 UTC,140,7342056,my question is if you limit the refreshes let s say 30 to a period of 10 sec will this prevent ddos flood brute force attacks in the login or other page,0.05,7,so,php|security,will limitting refreshes of a login-page in a period of time protect the site from attacks,4,ddos|attacks|protection|denial of service,0.3547954559326172
6993,given that you say the guid is sequentially assigned and sent in network traffic no it is not suitable for use as a salt while it will still prevent the typical scenarios of attacker wants to crack all your passwords so they build a rainbow table that can be used to look up any hashed password and two users used the same password and you can tell because their hashes match it s still weaker than it should be  in particular it does  not  prevent the scenario of attacker wants to crack a  specific  password so they build a rainbow table  using that user s known salt  yes the attacker still needs to get access to the user s password hash which implies they d have access to the salt anyhow but normally that then begins a race between the site admin noticing the breach and the attacker managing to brute-force the slow hash you did use an expensive hash function right? if the salt is known in advance the attacker can perform the slow process of brute forcing the hashes by building a rainbow table and then instantly determine the password once the user s hash becomes known,2018-05-19 10:46:46,349,186109,i use the   for creating an aes key for protecting the user s data for the salt value i would like to use the user s id which is a guid  my understanding is that the only drawback of using the user’s id would be that it will get easier to crack keys which were previously built for this specific user in case the attacker is in the posession of the database but since the attacker has already cracked the current key there is no need for cracking elder keys therefore i don t see this as an issue    is it a problem to use the user’s id as a salt for the key derivation?   guid type  as an additional information the guid is a windows sequential guid therefore it is not really random but quite unique,0.025787965616045846,9,sse,key-generation|salt|uuid,using the user s guid-id as a salt for rfc2898derivebytes,3,attacks|weakness|protection,0.3534097671508789
19686,people dislike hard-coded salts as they are accessible to all developers of the project and possibly the public in the case of open source projects or reverse engineering attackers can then compute rainbow tables for your particular salt and start attacking your system  a good choice of salt value is something that   is available each time you check the password  doesn t change between password checks  differs for each or most password calculations   a username would then be a decent choice provided it cannot change or generate a completely random value when you first create the user and store that as the salt along with the user data in your database  a salt is designed to protect against multi-target attacks by making each target behave differently rainbow tables are just one particular incarnation of multi-target attacks where the computational effort is expended before you obtain the targets  there are situations where multi-target attacks are applicable but rainbow tables are not  one example of this assume you re using an authenticated encryption scheme with semantic security such as aes-gcm with unique nonces now you ve obtained a million different messages encrypted using different password  if you use no salt to check if a password applies to any one of these the attacker needs  one kdf  operation and  one million decryption  operations if you use a salt the attacker needs  one million kdf  operations and  one million decryption  operations since the kdf is slow compared to the decryption an attack against the first scheme is much faster than an attack on the second scheme  a salt should be  unique for each password  that means create a random password for every password you want to hash the salt is  not  a secret and can be stored plain text with your calculated hash-value  the idea of the salt is that an attacker cannot use a prebuilt rainbowtable to get the passwords he would have to build such a rainbowtable for every password separately and this doesn t make sense it s easier to brute-force until you found a match  there is an example in  msdn  where the salt is gotten from the  random source of the operating system  this is the best you can do to get a safe salt do not derrive it from your password  others already explained the purpose of the salt and why it can be public information  one additional part of the answer to your question  do not  derive the salt from the password itself that would be very similar to the programming blunder that ended up exposing millions of passwords after the ashley madison hack  the problem is that when you use the password to generate the salt you are essentially making the password available in a second and much-easier-to-crack form the attacker can completely ignore the output of the pbkdf2 and simply reverse the salt itself that is only protected with sha1 which is already broken  at ashley madison the error was similar the passwords were stored in the main database using bcrypt and thought to be secure but then somebody discovered that the passwords for many accounts were actually stored twice and the second copy was only protected with md5  i don t really know what is   but i can tell you the following salt doesn t has to be secured now you said you have seen people complaining about hard-coded constant values for salt and whoever said that is right salt should be a random value never a constant one otherwise its purpose is defeated  do you understand what salt is used for? you clearly don t using the hash as salt is a bad idea because password  x  will always be salted with the same value  y  again defeating its purpose,2012-09-21 11:25:54.26 UTC,923,12529574,i m using   to securely generate encryption key and initialization vector from user-supplied string password to use with symmetric encryption e.g aesmanaged  i m taking the sha1 hash of password as a salt parameter to   is that ok? if not then where should i get the salt from? i will need the same salt when decrypting right? so i have to store it somewhere unencrypted - unsecured if i have to store it securely then it just becomes another password isn t it?   i ve seen using the constant hard-coded salt and i ve seen people complaining about it i thought deriving salt from password would be the better idea but i m not sure this is an optimal solution  shortly i have a file that needs to be encrypted and password string input by user how do i properly use   to derive secure encryption key and iv?  thanks   edit   thanks for your answers i now understand that the main maybe only? purpose of salt is to make generation of rainbow tables impossible - you can t pre-generate the hash of p@$$w0rd because it will have a different hash for each possible salt value i understand this perfectly but.. is this really relevant to symmetric encryption? i m not storing the hash anywhere right? so even if the attacker has the rainbow table for all possible password combinations he can t do much right?  so my question now is is there any advantage of using the random salt in each encryption operation compared to using password-derived or even hard-coded salt  when used with symmetric encryption algorithms  like aesmanaged of .net,0.020585048754062838,19,so,.net|c#|cryptography|encryption|security,is it ok to use sha1 hash of password as a salt when deriving encryption key and iv from password string,3,attacks|hard coded|protection,0.35305410623550415
