tag,DownVotes,user_id,rownum
"command-line","1","255925","4"
"xml","1","255925","5"
"laravel","1","255940","1"
"laravel-4","1","255940","2"
"join","1","255940","3"
"codeigniter-2","1","255940","4"
"codeigniter","1","255940","5"
"java","2","256108","1"
"arraylist","1","256108","2"
"java","523","256196","1"
"mysql","151","256196","2"
"sql","146","256196","3"
"regex","111","256196","4"
"string","50","256196","5"
"automatic-ref-counting","1","256413","1"
"objective-c","1","256413","2"
"cocoa","1","256413","3"
"cocoa-touch","1","256413","4"
"docker","20","256618","1"
"ant","20","256618","2"
"maven","19","256618","3"
"java","15","256618","4"
"ivy","9","256618","5"
"javascript","1","256646","1"
"angularjs","1","256646","2"
"angular-ui-router","1","256646","3"
"angular-ui","1","256646","4"
"soundcloud","4","256721","1"
"css","3","256721","2"
"php","2","256721","3"
"notifications","1","256721","4"
"python","1","256721","5"
"iphone","20","256728","1"
"objective-c","20","256728","2"
"xcode","14","256728","3"
"ios","12","256728","4"
"c#","8","256728","5"
"objective-c","19","257116","1"
"iphone","13","257116","2"
"ios","9","257116","3"
"cocoa","6","257116","4"
"php","6","257116","5"
"java","46","257356","1"
"interface","7","257356","2"
"oop","7","257356","3"
"date","6","257356","4"
"jodatime","6","257356","5"
"php","5","257404","1"
"javascript","2","257404","2"
"joomla","2","257404","3"
"xml-parsing","1","257404","4"
"schema","1","257404","5"
"php","31","257493","1"
"html","23","257493","2"
"css","22","257493","3"
"whitespace","22","257493","4"
"javascript","14","257493","5"
"c++","33","257645","1"
"c++11","8","257645","2"
"c","7","257645","3"
"vector","5","257645","4"
"python","3","257645","5"
"mongodb","25","257786","1"
"c#","7","257786","2"
"asp.net","3","257786","3"
"rfc4122","3","257786","4"
"guid","3","257786","5"
"visual-studio","4","306651","5"
"websocket","14","307976","1"
"javascript","10","307976","2"
"security","7","307976","3"
"c#","5","307976","4"
"md5","5","307976","5"
"iphone","17","308315","1"
"ios","13","308315","2"
"ruby-on-rails","11","308315","3"
"objective-c","8","308315","4"
"cocoa-touch","5","308315","5"
"c++","36","308661","1"
"javascript","11","308661","2"
"templates","8","308661","3"
"compiler-construction","7","308661","4"
"file-extension","7","308661","5"
"yaml","1","308771","1"
"symfony-1.4","1","308771","2"
"symfony1","1","308771","3"
"configuration-files","1","308771","4"
"php","27","308825","1"
"twig","10","308825","2"
"slug","7","308825","3"
"internationalization","7","308825","4"
"fopen","4","308825","5"
"c#","1","309331","1"
"wpf","1","309331","2"
"python","34","309412","1"
"android","30","309412","2"
"c++","25","309412","3"
"listview","20","309412","4"
"animation","16","309412","5"
"c#","2","309634","1"
"json","2","309634","2"
"base64","2","309634","3"
"resque","1","309634","4"
"json.net","1","309634","5"
"php","6","309706","1"
"javascript","4","309706","2"
"arrays","2","309706","3"
"jquery","2","309706","4"
"dom","1","309706","5"
"ios","78","309925","1"
"iphone","57","309925","2"
"objective-c","37","309925","3"
"xcode","9","309925","4"
"ios7","5","309925","5"
"object","5","310274","1"
"typescript","5","310274","2"
"javascript","2","232386","1"
"jquery","2","232386","2"
"ajax","2","232386","3"
"design-patterns","1","232386","4"
"business-logic","1","232386","5"
"mysql","40","232403","1"
"sql","29","232403","2"
"php","14","232403","3"
"duplicates","11","232403","4"
"c++","10","232403","5"
"c#","22","232566","1"
".net","5","232566","2"
"asp.net","4","232566","3"
"wcf","3","232566","4"
"wpf","3","232566","5"
"java","28","232593","1"
"oop","28","232593","2"
"c#","19","232593","3"
".net","13","232593","4"
"windows","6","232593","5"
"python","8","232831","1"
"copy-paste","3","232831","2"
"python-3.x","3","232831","3"
"url","3","232831","4"
"url-encoding","3","232831","5"
"ruby-on-rails","2","232852","1"
"ruby","1","232852","2"
"ssl","1","232852","3"
"ajax","1","232852","4"
"routes","1","232852","5"
"android","6","233048","1"
"statusbar","2","233048","2"
"android-5.0-lollipop","2","233048","3"
"transparent","2","233048","4"
"java","1","233048","5"
"erlang","4","233210","1"
"curl","2","233210","2"
"windows","2","233210","3"
"data-structures","1","233210","4"
"nested","1","233210","5"
"c++","55","233522","1"
"string","13","233522","2"
"algorithm","13","233522","3"
"c","11","233522","4"
"performance","10","233522","5"
"java","27","233792","1"
"if-statement","3","233792","2"
"thread-safety","3","233792","3"
"gwt","3","233792","4"
"xsd","2","233792","5"
"c++","56","234053","1"
"python","13","234053","2"
"c","8","234053","3"
"javascript","7","234053","4"
"html","6","234053","5"
"ios","2","234072","1"
"arrays","1","234072","2"
"ipad","1","234072","3"
"nsfilemanager","1","234072","4"
"php","1","234072","5"
"ruby","6","234261","1"
"file-io","2","234261","2"
"ruby-on-rails","2","234261","3"
"php-5.3","1","234261","4"
"software-design","1","234261","5"
"merge","20","234288","1"
"pull-request","20","234288","2"
"github","20","234288","3"
"c#","2","234288","4"
"c++","2","234288","5"
"php","18","234780","1"
"git","14","234780","2"
"zend-framework","13","234780","3"
"git-checkout","4","234780","4"
"git-reset","4","234780","5"
"delphi","96","282848","1"
"delphi-7","15","282848","2"
"c++","12","282848","3"
"string","10","282848","4"
"directory","9","282848","5"
"java","32","282968","1"
"java-io","14","282968","2"
"jar","5","282968","3"
"mysql","5","282968","4"
"collation","4","282968","5"
"php","31","283055","1"
"security","26","283055","2"
"date","13","283055","3"
"datetime","13","283055","4"
"javascript","12","283055","5"
"node.js","6","283181","1"
"express","4","283181","2"
"http-headers","3","283181","3"
"http","3","283181","4"
"javascript","2","283181","5"
"c++","41","283302","1"
"boost-asio","15","283302","2"
"boost","14","283302","3"
"sockets","4","283302","4"
"linux","4","283302","5"
"android","15","283311","1"
"listview","4","283311","2"
"ios","4","283311","3"
"android-listview","4","283311","4"
"android-fragments","3","283311","5"
"c#","13","283358","1"
"onedrive","4","283358","2"
"git","4","283358","3"
".net","3","283358","4"
"generics","3","283358","5"
"php","56","283366","1"
"javascript","40","283366","2"
"vue.js","14","283366","3"
"arrays","14","283366","4"
"html","12","283366","5"
"django","5","283419","1"
"csrf","5","283419","2"
"c","25","283564","1"
"c#","21","283564","2"
"php","18","283564","3"
"math","13","283564","4"
"http","7","283564","5"
"php","15","283608","1"
"file","7","283608","2"
"include","7","283608","3"
"c++","6","283608","4"
"ruby-on-rails","5","283608","5"
"c#","373","284240","1"
"linq","95","284240","2"
".net","71","284240","3"
"asp.net","55","284240","4"
"string","42","284240","5"
"python","1","284529","1"
"matlab","1","284529","2"
"linux","1","284529","3"
"command-line","1","284529","4"
"vtk","1","284529","5"
"code-golf","11","284649","1"
"ruby","7","284649","2"
"language-agnostic","7","284649","3"
"rosetta-stone","6","284649","4"
"object","5","284649","5"
"javascript","33","284685","1"
"jquery","16","284685","2"
"arrays","15","284685","3"
"comparison","15","284685","4"
"html","14","284685","5"
"java","2","284862","1"
"generics","1","284862","2"
"class","1","284862","3"
"linux","17","226266","5"
"timezone-offset","3","226513","1"
"timezone","3","226513","2"
"browser","3","226513","3"
"user-agent","3","226513","4"
"html","3","226513","5"
"c","13","226648","1"
"c++","12","226648","2"
"perl","8","226648","3"
"include","4","226648","4"
"vim","3","226648","5"
"ruby-on-rails","5","226672","1"
"cocoa","4","226672","2"
"user-interface","3","226672","3"
"objective-c","3","226672","4"
"ruby","2","226672","5"
"c++","16","226814","1"
"cout","8","226814","2"
"qt","8","226814","3"
"variables","2","226814","4"
"arrays","2","226814","5"
"sql","43","226897","1"
"c#","32","226897","2"
"sql-server","26","226897","3"
"tsql","13","226897","4"
"winforms","12","226897","5"
"c++","5","226937","1"
"integer","3","226937","2"
"modulo","2","226937","3"
"qt","1","226937","4"
"php","1","226937","5"
"c++","44","226975","1"
"java","18","226975","2"
"c","6","226975","3"
"multithreading","6","226975","4"
"pthreads","5","226975","5"
"django","49","267887","1"
"python","26","267887","2"
"django-admin","6","267887","3"
"django-templates","3","267887","4"
"django-models","3","267887","5"
"c","6","268025","1"
"c++","4","268025","2"
"printf","2","268025","3"
"memory","2","268025","4"
"hash","2","268025","5"
"java","10","268396","1"
"c","5","268396","2"
"linux","4","268396","3"
"vhdl","3","268396","4"
"list","3","268396","5"
"html","1","268662","1"
"sqlite","1","268662","2"
"css","1","268662","3"
"migration","1","268662","4"
"mysql","1","268662","5"
"perl","15","269126","1"
"model-view-controller","5","269126","2"
"mvvm","5","269126","3"
"design-patterns","5","269126","4"
"hash","2","269126","5"
"javascript","17","269970","1"
"objective-c","9","269970","2"
"php","9","269970","3"
"ios","7","269970","4"
"html","7","269970","5"
"wpf","3","270216","1"
"titlebar","3","270216","2"
"bytearray","1","270216","3"
"python","1","270216","4"
"python-3.x","1","270216","5"
"java","140","270371","1"
"spring","13","270371","2"
"java-8","12","270371","3"
"spring-boot","12","270371","4"
"junit","11","270371","5"
"licensing","1","271007","1"
"php","1","271007","2"
"nginx","1","271007","3"
"iphone","7","271166","1"
"bash","2","271166","2"
"linux","2","271166","3"
"shell","2","271166","4"
"ios","2","271166","5"
"php","2","271271","1"
"wordpress","2","271271","2"
"laravel-5","1","271271","3"
"apache","1","271271","4"
"laravel-routing","1","271271","5"
"iphone","2","271272","1"
"html","1","271272","2"
"ios","1","271272","3"
"xcode","1","271272","4"
"core-data","1","271272","5"
"c++","52","271376","1"
"opengl","16","271376","2"
"python","9","271376","3"
"c","9","271376","4"
"pyopengl","8","271376","5"
"ruby","37","271475","1"
"rspec","13","271475","2"
"ruby-on-rails","12","271475","3"
"ruby-on-rails-3","5","271475","4"
"mongodb","5","271475","5"
"postgresql","128","271959","1"
"sql","18","271959","2"
"mysql","12","271959","3"
"database","11","271959","4"
"php","10","271959","5"
"c#","12","272072","1"
".net","7","272072","2"
"streamreader","7","272072","3"
"stream","7","272072","4"
"binaryreader","7","272072","5"
"azure","63","272109","1"
"azure-storage","10","272109","2"
"azure-storage-blobs","8","272109","3"
"azure-web-sites","8","272109","4"
"azure-cosmosdb","7","272109","5"
"mysql","10","272193","1"
"html","7","272193","2"
"sql","7","272193","3"
"key","7","272193","4"
"alignment","5","272193","5"
"java","21","272451","1"
"jquery","6","272451","2"
"each","6","272451","3"
"continue","6","272451","4"
"break","6","272451","5"
"flask","3","272689","1"
"jwt","2","272689","2"
"flask-jwt-extended","2","272689","3"
"flask-jwt","1","272689","4"
"axios","1","272689","5"
"c++","19","272708","1"
"templates","5","272708","2"
"c++11","4","272708","3"
"physics","2","272708","4"
"typedef","2","272708","5"
"aliasing","2","273088","1"
"c++","2","273088","2"
"lifetime","2","273088","3"
"php","2","273088","4"
"java","1","273088","5"
"c#","7","277290","1"
"blank-line","3","277290","2"
"asp.net","3","277290","3"
"notepad++","3","277290","4"
"replace","3","277290","5"
"rrdtool","4","235990","1"
"rrd","3","235990","2"
"xss","1","235990","3"
"fonts","1","235990","4"
"alpine","1","235990","5"
"c","14","236222","1"
"python","7","236222","2"
"arrays","3","236222","3"
"structure","3","236222","4"
"c++","2","236222","5"
"regex","7","236757","1"
"svn","6","236757","2"
"python","4","236757","3"
"list-comprehension","2","236757","4"
"perl","2","236757","5"
"php","6","237628","1"
"json","5","237628","2"
"redbean","5","237628","3"
"scope","5","237628","4"
"syntax-highlighting","1","237628","5"
"c#","46","237838","1"
"c#-4.0","21","237838","2"
"tostring","18","237838","3"
"visual-studio","14","237838","4"
"asp.net","11","237838","5"
"preg-match","1","237865","1"
"regex","1","237865","2"
"php","1","237865","3"
"iphone","16","237882","1"
"objective-c","11","237882","2"
"uiscrollview","9","237882","3"
"xcode","9","237882","4"
"nsdocument","2","237882","5"
"html","5","237917","1"
"asp.net","5","237917","2"
"c#","4","237917","3"
"active-directory","3","237917","4"
"web-config","3","237917","5"
"javascript","7","238180","1"
"iterable","6","238180","2"
"php","6","238180","3"
"for-loop","6","238180","4"
"ecmascript-6","6","238180","5"
"c++","22","238233","1"
"c","13","238233","2"
"comparison","5","238233","3"
"vector","5","238233","4"
"arrays","4","238233","5"
"apache-camel","4","238303","1"
"java","3","238303","2"
"deployment","1","238303","3"
"spring","1","238303","4"
"activemq","1","238303","5"
"c#","14","238419","1"
"algorithm","12","238419","2"
"java","12","238419","3"
"c++","10","238419","4"
"math","8","238419","5"
"c++","2","238421","1"
"ansi-c","1","238421","2"
"java","1","238421","3"
"limit","1","238421","4"
"max","1","238421","5"
"java","7","238546","1"
"javascript","7","238546","2"
"design-patterns","4","238546","3"
"language-agnostic","4","238546","4"
"naming-conventions","4","238546","5"
"php","3","238658","1"
"ssh","1","238658","2"
"neo4j","1","238658","3"
"phpseclib","1","238658","4"
"passwords","1","238658","5"
"java","23","238704","1"
"rsa","15","238704","2"
"ruby","13","238704","3"
"cryptography","12","238704","4"
"performance","11","238704","5"
"c#","385","285465","1"
"sql-server","169","285465","2"
".net","112","285465","3"
"sql","93","285465","4"
"entity-framework","42","285465","5"
"php","1887","285587","1"
"mysql","782","285587","2"
"pdo","424","285587","3"
"mysqli","316","285587","4"
"sql","175","285587","5"
"java","6","298029","1"
"algorithm","4","298029","2"
"junit","3","298029","3"
"recursion","2","298029","4"
"javascript","2","298029","5"
"php","38","298053","1"
"c#","27","298053","2"
"javascript","27","298053","3"
"jquery","21","298053","4"
"css","11","298053","5"
"teamcity-8.0","1","298246","1"
"teamcity","1","298246","2"
"castle-windsor","1","298246","3"
"c#","1","298246","4"
"scala","25","298389","1"
"clojure","4","298389","2"
"scala-collections","2","298389","3"
"thrift","2","298389","4"
"iteration","2","298389","5"
"java","41","298455","1"
"maven","10","298455","2"
"json","9","298455","3"
"mysql","5","298455","4"
"javascript","4","298455","5"
"javascript","237","298479","1"
"php","91","298479","2"
"python","69","298479","3"
"function","54","298479","4"
"try-catch","49","298479","5"
"android","161","298575","1"
"android-listview","24","298575","2"
"android-scrollview","24","298575","3"
"bitmap","15","298575","4"
"listview","12","298575","5"
"c++","968","298661","1"
"c++11","206","298661","2"
"c","123","298661","3"
"templates","73","298661","4"
"vector","44","298661","5"
"iphone","4","363001","1"
"ios","3","363001","2"
"ipad","3","363001","3"
"objective-c","3","363001","4"
"xcode","3","363001","5"
"vb.net","3","363789","1"
"benchmarking","3","363789","2"
"c#","3","363789","3"
".net","3","363789","4"
"python","21","363811","1"
"string","5","363811","2"
"logging","4","363811","3"
"windows","2","363811","4"
"tkinter","2","363811","5"
"ruby-on-rails","65","363881","1"
"ruby","15","363881","2"
"ruby-on-rails-3","13","363881","3"
"heroku","9","363881","4"
"devise","6","363881","5"
"java","6","364485","1"
"swing","3","364485","2"
"sanitize","1","249895","2"
"tags","1","249895","3"
"match","1","249895","4"
"html-parsing","1","249895","5"
"c#","31","249933","1"
"swift","19","249933","2"
"javascript","13","249933","3"
"webassembly","10","249933","4"
"objective-c","9","249933","5"
"sql-server","4","249940","1"
"sql","4","249940","2"
"tsql","3","249940","3"
"sql-server-2005","2","249940","4"
"asp.net-mvc-2","1","249940","5"
"php","266","250259","1"
"mysql","77","250259","2"
"html","55","250259","3"
"javascript","41","250259","4"
"sql","36","250259","5"
"javascript","2","250703","1"
"jquery","2","250703","2"
"regex","1","250703","3"
"dom","1","250703","4"
"responsive-design","1","250703","5"
"iphone","18","250728","1"
"ios","17","250728","2"
"objective-c","12","250728","3"
"uigesturerecognizer","5","250728","4"
"pan","5","250728","5"
"c++","16","251153","1"
"php","14","251153","2"
"javascript","12","251153","3"
"python","11","251153","4"
"objective-c","10","251153","5"
"php","166","251311","1"
"mysql","110","251311","2"
"javascript","61","251311","3"
"constraints","39","251311","4"
"foreign-keys","39","251311","5"
"bash","6","251414","1"
"c++","4","251414","2"
"git","4","251414","3"
"c","3","251414","4"
"pointers","2","251414","5"
"c++","179","251738","1"
"c","27","251738","2"
"c++11","19","251738","3"
"reference","16","251738","4"
"language-lawyer","15","251738","5"
"c","3","302132","1"
"serial-port","2","302132","2"
"x86","2","302132","3"
"ios","2","302132","4"
"assembly","2","302132","5"
"java","70","302916","1"
"perl","9","302916","2"
"string","8","302916","3"
"c++","8","302916","4"
"if-statement","7","302916","5"
"c#","39","302918","1"
"linq","9","302918","2"
".net","6","302918","3"
"string","4","302918","4"
"regex","4","302918","5"
"php","2","302987","1"
"c++","2","302987","2"
"security","2","302987","3"
"token","2","302987","4"
"local-storage","2","302987","5"
"android","11","302994","1"
"jdbc","2","302994","2"
"mysql","2","302994","3"
"android-widget","2","302994","4"
"android-layout","2","302994","5"
"javascript","58","303056","1"
"python","8","303056","2"
"django","5","303056","3"
"mongodb","4","303056","4"
"django-south","3","303056","5"
"ruby-on-rails","16","303083","1"
"arel","15","303083","2"
"activerecord","15","303083","3"
"named-scope","15","303083","4"
"ruby-on-rails-3","15","303083","5"
"c++","26","303180","1"
"c","12","303180","2"
"winapi","7","303180","3"
"resources","7","303180","4"
"python","7","303180","5"
"c","6","303363","1"
"c++","5","303363","2"
"c-preprocessor","4","303363","3"
"concatenation","4","303363","4"
"linux","3","303363","5"
"xampp","1","303503","1"
"php","1","303503","2"
"couchbase","1","303503","3"
"iphone","3","304090","1"
"extern","2","304090","2"
"xcode","2","304090","3"
"qt","2","304090","4"
"static","2","304090","5"
"asp.net","10","304683","1"
"asp.net-mvc","4","304683","2"
"javascript","3","304683","3"
"iis","3","304683","4"
"typescript","2","304683","5"
"c#","12","304832","1"
"asp.net-mvc","9","304832","2"
"asp.net-mvc-3","7","304832","3"
"entity-framework","6","304832","4"
"asp.net","5","304832","5"
"javascript","21","305545","1"
"hash","6","305545","2"
"encryption","6","305545","3"
"jquery","6","305545","4"
"passwords","6","305545","5"
"php","1","305583","1"
"sql-injection","1","305583","2"
"java","84","305644","1"
"javascript","79","305644","2"
"node.js","33","305644","3"
"ssl","33","305644","4"
"webserver","28","305644","5"
"xml","8","306030","1"
"java","6","306030","2"
"xsd","4","306030","3"
"architecture","2","306030","4"
"osgi","2","306030","5"
"php","9","306295","1"
"mysql","4","306295","2"
"web","2","306295","3"
"sql-injection","2","306295","4"
"arrays","2","306295","5"
"node.js","22","306320","1"
"javascript","15","306320","2"
"file-get-contents","6","306320","3"
"curl","6","306320","4"
"extern","1","306320","5"
"c#","27","306651","1"
".net","9","306651","2"
"vb.net","8","306651","3"
"windows-7","4","306651","4"
"javascript","2","312369","1"
"content-security-policy","2","312369","2"
"xss","2","312369","3"
"arrays","8","247893","3"
"string","7","247893","4"
"random","6","247893","5"
"antiforgerytoken","1","248020","1"
"asp.net-mvc","1","248020","2"
"security","1","248020","3"
"css","20","248129","1"
"javascript","13","248129","2"
"html","10","248129","3"
"font-face","5","248129","4"
"fonts","5","248129","5"
"python-sphinx","2","248390","1"
"github","2","248390","2"
"read-the-docs","2","248390","3"
"python","2","248390","4"
"pip","1","248390","5"
"java","76","248432","1"
"android","69","248432","2"
"google-app-engine","33","248432","3"
"exec","28","248432","4"
"android-webview","14","248432","5"
"screenshot","2","248523","1"
"javascript","2","248523","2"
"php","3","248567","1"
"string","2","248567","2"
"numbers","2","248567","3"
"zero","2","248567","4"
"laravel","1","248567","5"
"xss","1","248810","1"
"php","1","248810","2"
"security","1","248810","3"
"ruby-on-rails","7","248862","1"
"serialization","5","248862","2"
"activerecord","5","248862","3"
"json","5","248862","4"
"yaml","5","248862","5"
"shell","5","248903","1"
"php","5","248903","2"
"awk","5","248903","3"
"html","4","248903","4"
"css","3","248903","5"
"c","8","249237","1"
"global-variables","1","249237","2"
"segmentation-fault","1","249237","3"
"javascript","1","249237","4"
"coding-style","1","249237","5"
"php","35","249538","1"
"javascript","8","249538","2"
"mysql","5","249538","3"
"imagettftext","4","249538","4"
"dynamic-content","4","249538","5"
"asp-classic","2","249624","1"
"vbscript","2","249624","2"
"oracle","2","249624","3"
"plsql","1","249624","4"
"excel","1","249624","5"
"php","17","249710","1"
"javascript","11","249710","2"
"jquery","10","249710","3"
"html","7","249710","4"
"css","4","249710","5"
"android","11","294248","1"
"android-ndk","2","294248","2"
"dalvik","2","294248","3"
"jvm","1","294248","4"
"exception-handling","1","294248","5"
"python","10","294313","1"
"python-imaging-library","5","294313","2"
"scala","4","294313","3"
"bash","4","294313","4"
"linux","3","294313","5"
"python","2","294360","1"
"django","1","294360","2"
"django-csrf","1","294360","3"
"iphone","1","294360","4"
"ios","1","294360","5"
"java","3","294657","1"
"graphql-spqr","2","294657","2"
"maven","1","294657","3"
"graphql-java","1","294657","4"
"graphql","1","294657","5"
"math","1","294714","1"
"php","66","294972","1"
"mysql","9","294972","2"
"arrays","6","294972","3"
"sql","3","294972","4"
"cakephp","3","294972","5"
"android","3","295004","1"
"csv","1","295004","2"
"database","1","295004","3"
"nfc","1","295004","4"
"mysql","1","295004","5"
"sha256","3","295187","1"
"c++","3","295187","2"
"openssl","3","295187","3"
"unix","3","295187","4"
"c","1","295187","5"
"php","93","295264","1"
"html","65","295264","2"
"javascript","62","295264","3"
"jquery","55","295264","4"
"css","52","295264","5"
"jquery","22","295508","1"
"php","18","295508","2"
"javascript","15","295508","3"
"html","14","295508","4"
"mysql","10","295508","5"
"php","7","295654","1"
"magento","6","295654","2"
"forms","2","295654","3"
"jquery","1","295654","4"
".htaccess","1","295654","5"
"javascript","11","295677","1"
"php","4","295677","2"
"jquery","4","295677","3"
"arrays","2","295677","4"
"diff","2","295677","5"
"c#","2","296437","1"
"asp.net-mvc","2","296437","2"
"routing","1","296437","3"
"jquery","1","296437","4"
"localization","1","296437","5"
"c++","8","296460","1"
"python","7","296460","2"
"c","6","296460","3"
"malloc","2","296460","4"
"python-2.7","2","296460","5"
"laravel","8","296725","1"
"composer-php","6","296725","2"
"php","4","296725","3"
"xpath","2","296725","4"
"xml","2","296725","5"
"asp.net","35","296861","1"
"c#","28","296861","2"
"asp.net-mvc","10","296861","3"
".net","8","296861","4"
"visual-studio","4","296861","5"
"c","10","296923","1"
"driver","2","296923","2"
"linux","2","296923","3"
"bash","2","296923","4"
"gcc","2","296923","5"
"python","59","296974","1"
"c","24","296974","2"
"java","9","296974","3"
"python-3.x","8","296974","4"
"c++","8","296974","5"
"ruby-on-rails","63","297087","1"
"css","2","263931","4"
"php","2","263931","5"
"python","2","263989","1"
"django","1","263989","2"
"django-orm","1","263989","3"
"django-models","1","263989","4"
"javascript","1","263989","5"
"c#","6","264020","1"
"asp.net","6","264020","2"
"asp.net-mvc","5","264020","3"
"routing","2","264020","4"
"escaping","2","264020","5"
"ruby-on-rails","10","264084","1"
"ruby","5","264084","2"
"ssl","4","264084","3"
"ruby-on-rails-3","3","264084","4"
"activerecord","3","264084","5"
"c++","16","264615","1"
"opengl","6","264615","2"
"cpu","3","264615","3"
"particle-system","3","264615","4"
"encryption","3","264615","5"
"c#","91","264697","1"
".net","51","264697","2"
"dependency-injection","51","264697","3"
"asp.net-mvc","19","264697","4"
"inversion-of-control","17","264697","5"
"python","13","319741","1"
"environment-variables","11","319741","2"
"php","10","319741","3"
"c","4","319741","4"
"arrays","3","319741","5"
"ios","2","319762","1"
"localization","2","319762","2"
"arrays","1","319762","3"
"function","1","319762","4"
"php","1","319762","5"
"android","3","319773","1"
"java","3","319773","2"
"java.util.date","1","319773","3"
"horizontal-scrolling","1","319773","4"
"java-6","1","319773","5"
"azure-cosmosdb","6","319795","1"
"c#","2","319795","2"
"sql-like","1","319795","3"
"nosql","1","319795","4"
"search","1","319795","5"
"linux","7","319906","1"
"debian","5","319906","2"
"cron","5","319906","3"
"c++","4","319906","4"
"java","3","319906","5"
"ruby-on-rails","3","321392","1"
"ruby","2","321392","2"
"apache","1","321392","3"
"mysql","1","321392","4"
"xss","1","321392","5"
"php","20","321468","1"
"javascript","8","321468","2"
"html","6","321468","3"
"css","5","321468","4"
"arrays","5","321468","5"
"ios","15","321785","1"
"objective-c","11","321785","2"
"php","8","321785","3"
"cocoa-touch","7","321785","4"
"xcode","5","321785","5"
"c++","21","321866","1"
"c#","18","321866","2"
"visual-studio","11","321866","3"
"c","9","321866","4"
"debugging","7","321866","5"
"ruby-on-rails","26","322122","1"
"ruby","17","322122","2"
"rspec","16","322122","3"
"objective-c","11","322122","4"
"ruby-on-rails-3","6","322122","5"
"php","20","322129","1"
"python","16","322129","2"
"directory","13","322129","3"
"html","7","322129","4"
"inner-classes","6","322129","5"
"extjs","2","322251","1"
"asp.net","3","322518","1"
"asp.net-mvc-4","2","322518","2"
"asp.net-mvc","2","322518","3"
"razor","2","322518","4"
"sql-server","1","322518","5"
"vue.js","2","322784","1"
"vuejs2","2","322784","2"
"javascript","2","322784","3"
"include","1","322784","4"
"include-guards","1","322784","5"
"performance","2","323182","1"
"hashtable","2","323182","2"
"algorithm","2","323182","3"
"hash","2","323182","4"
"xcode","1","323182","5"
"javascript","42","323407","1"
"mediawiki","32","323407","2"
"getcomputedstyle","31","323407","3"
"visual-editor","31","323407","4"
"typeerror","31","323407","5"
"css","2","324143","1"
"internet-explorer","2","324143","2"
"html","2","324143","3"
"jquery","2","324143","4"
"database","1","324143","5"
"java","9","324152","1"
"jakarta-ee","5","324152","2"
"web-frameworks","5","324152","3"
"c","3","324152","4"
"linux","3","324152","5"
"ruby-on-rails","5","324312","1"
"rspec","4","324312","2"
"factory-bot","3","324312","3"
"mocking","3","324312","4"
"ruby","1","324312","5"
"php","172","324584","1"
"phpexcel","28","324584","2"
"regex","16","324584","3"
"arrays","14","324584","4"
"excel","12","324584","5"
"java","1","325129","1"
"svn","1","325129","2"
"c#","9","325322","1"
".net","4","325322","2"
"visual-studio","2","325322","3"
"reference-type","2","325322","4"
"mvvm","2","325322","5"
"polling","2","326211","1"
"terminology","2","326211","2"
"c++","2","326211","3"
"code-analysis","1","326211","4"
"visual-studio-2010","1","326211","5"
"caching","2","326360","1"
"mysql","2","326360","2"
"php","2","326360","3"
"firefox","1","326360","4"
"rss","1","326360","5"
"javascript","15","326705","1"
"jquery","8","326705","2"
"css","6","326705","3"
"html","4","326705","4"
"java","4","275737","4"
"cocoa","4","275737","5"
"php","11","276022","1"
"function","2","276022","2"
"html","2","276022","3"
"rounding","2","276022","4"
"cakephp","1","276022","5"
"java","219","276052","1"
"string","32","276052","2"
"android","22","276052","3"
"null","17","276052","4"
"algorithm","14","276052","5"
"sql","9","276138","1"
"jquery","5","276138","2"
"oracle","4","276138","3"
"perl","4","276138","4"
"mysql","4","276138","5"
"tomcat","13","276232","1"
"java","8","276232","2"
"cache-control","3","276232","3"
"caching","3","276232","4"
"tomcat7","3","276232","5"
"django","1","276363","1"
"python","1","276363","2"
"objective-c","24","276622","1"
"swift","19","276622","2"
"ios","8","276622","3"
"design-patterns","5","276622","4"
"optional","5","276622","5"
"binary","1","276859","1"
"design-patterns","1","276859","2"
"match","1","276859","3"
"bash","1","276859","4"
"matlab","1","276859","5"
"python","19","276949","1"
"mongodb","12","276949","2"
"android","10","276949","3"
"javascript","9","276949","4"
"ruby","8","276949","5"
"php","3","276962","1"
"mysql","2","276962","2"
"indexing","2","276962","3"
"innodb","2","276962","4"
"codeigniter","2","276962","5"
"php","3","277132","1"
"amazon-s3","1","277132","2"
"c","4","277156","1"
"const-correctness","2","277156","2"
"pointers","2","277156","3"
"constants","2","277156","4"
"c++","2","277156","5"
"c++","52","277176","1"
"windows","8","277176","2"
"stl","6","277176","3"
"algorithm","6","277176","4"
"opengl","6","277176","5"
"python","47","315168","1"
"javascript","22","315168","2"
"html","22","315168","3"
"sublimetext2","17","315168","4"
"pip","15","315168","5"
"java","46","315228","1"
"c","10","315228","2"
"sql","10","315228","3"
"mysql","9","315228","4"
"java.util.scanner","5","315228","5"
"javascript","2","315493","1"
"c#","2","315493","2"
"directory","1","315493","3"
"diacritics","1","315493","4"
"programming-languages","1","315493","5"
"php","12","315550","1"
"timestamp","1","315550","2"
"mysql","1","315550","3"
"tinymce","1","315550","4"
"text","1","315550","5"
"sql","5","315689","1"
"c#","3","315689","2"
"sql-server-2008","3","315689","3"
"triggers","3","315689","4"
"click","2","315689","5"
"jquery","13","315781","1"
"php","11","315781","2"
"javascript","8","315781","3"
"sql","6","315781","4"
