postid,hours_for_accepted_answer,nanswers,view_count,answersviews
9252348,10.037777777777778,1.0,841.0,0.0011890606420927466
21524477,10.034166666666666,1.0,431.0,0.002320185614849188
16850598,10.033333333333333,1.0,80.0,0.0125
54837008,10.023888888888889,1.0,76.0,0.013157894736842105
553708,10.021944444444445,4.0,3002.0,0.0013324450366422385
354676,10.001944444444444,3.0,13960.0,0.0002148997134670487
41049012,10.000833333333333,2.0,102.0,0.0196078431372549
11213940,9.998333333333333,1.0,703.0,0.001422475106685633
59223414,9.995555555555555,3.0,51.0,0.058823529411764705
42111493,9.995277777777778,1.0,175.0,0.005714285714285714
16987432,9.989722222222222,2.0,1551.0,0.0012894906511927789
11044085,9.983888888888888,2.0,1109.0,0.0018034265103697023
9507673,9.981111111111112,1.0,2182.0,0.00045829514207149406
32294697,9.971944444444444,2.0,682.0,0.002932551319648094
2814199,9.963333333333333,2.0,160.0,0.0125
9251915,9.961944444444445,2.0,131.0,0.015267175572519083
22653639,9.957777777777778,1.0,125.0,0.008
47905554,9.950833333333334,2.0,865.0,0.0023121387283236996
7018329,9.950833333333334,2.0,1131.0,0.0017683465959328027
28798177,9.950277777777778,1.0,205.0,0.004878048780487805
4030083,9.948055555555555,1.0,2233.0,0.0004478280340349306
32707536,9.940555555555555,1.0,232.0,0.004310344827586207
40370017,9.936944444444444,1.0,274.0,0.0036496350364963502
2341141,9.936111111111112,2.0,1607.0,0.0012445550715619166
31430337,9.934444444444445,1.0,289.0,0.0034602076124567475
31454090,9.931944444444444,1.0,914.0,0.0010940919037199124
19838347,9.93138888888889,6.0,2110.0,0.002843601895734597
38597869,9.923055555555555,1.0,176.0,0.005681818181818182
9387903,9.918055555555556,1.0,88.0,0.011363636363636364
20062081,9.916666666666666,1.0,36.0,0.027777777777777776
46659082,9.915555555555555,1.0,730.0,0.0013698630136986301
13426690,9.914722222222222,2.0,1908.0,0.0010482180293501049
12761737,9.910833333333333,1.0,4477.0,0.00022336385972749609
21959822,9.906944444444445,2.0,4960.0,0.0004032258064516129
9124578,9.904444444444444,2.0,598.0,0.0033444816053511705
36254752,9.892222222222221,2.0,139.0,0.014388489208633094
17435656,9.88888888888889,1.0,2402.0,0.00041631973355537054
59833548,9.88861111111111,1.0,75.0,0.013333333333333334
21033364,9.875555555555556,1.0,2332.0,0.0004288164665523156
42036195,9.849166666666667,1.0,53.0,0.018867924528301886
43321489,9.845833333333333,1.0,5395.0,0.00018535681186283596
187761,9.841666666666667,7.0,116138.0,6.0273123353252164e-05
10646267,9.834166666666667,4.0,588.0,0.006802721088435374
22430437,9.832777777777778,2.0,396.0,0.005050505050505051
23575102,9.8325,2.0,127.0,0.015748031496062992
17626404,9.828055555555556,1.0,657.0,0.0015220700152207
8948627,9.82638888888889,1.0,412.0,0.0024271844660194173
12932731,9.823888888888888,1.0,877.0,0.0011402508551881414
3973325,9.808333333333334,3.0,6108.0,0.0004911591355599214
44146449,9.792222222222222,2.0,185.0,0.010810810810810811
60305690,9.790555555555555,1.0,35.0,0.02857142857142857
18455021,9.79,1.0,1657.0,0.0006035003017501509
24484785,9.781944444444445,1.0,633.0,0.001579778830963665
50390918,9.765277777777778,1.0,42.0,0.023809523809523808
5012208,9.760833333333334,1.0,483.0,0.002070393374741201
37119699,9.741388888888888,2.0,157.0,0.012738853503184714
31476333,9.738333333333333,1.0,8767.0,0.00011406410402646287
13052402,9.73611111111111,1.0,2664.0,0.00037537537537537537
28782204,9.73611111111111,1.0,260.0,0.0038461538461538464
31246535,9.73611111111111,4.0,3532.0,0.0011325028312570782
15622990,9.731388888888889,3.0,4234.0,0.0007085498346717053
11179203,9.726666666666667,2.0,2434.0,0.0008216926869350862
41253189,9.713333333333333,2.0,2130.0,0.0009389671361502347
2340555,9.709444444444445,1.0,1537.0,0.0006506180871828237
30871089,9.70111111111111,1.0,901.0,0.0011098779134295228
17777909,9.699444444444444,2.0,1095.0,0.0018264840182648401
10469387,9.694444444444445,2.0,3228.0,0.0006195786864931846
54734587,9.6775,1.0,300.0,0.0033333333333333335
28789234,9.677222222222222,1.0,2842.0,0.0003518648838845883
36106496,9.675555555555556,2.0,2179.0,0.0009178522257916476
5462706,9.670277777777779,1.0,526.0,0.0019011406844106464
4953803,9.67,3.0,984.0,0.003048780487804878
11353830,9.664444444444445,1.0,1401.0,0.0007137758743754461
5321113,9.653611111111111,2.0,516.0,0.003875968992248062
53768515,9.650277777777777,1.0,251.0,0.00398406374501992
302357,9.622777777777777,3.0,2281.0,0.00131521262604121
53487586,9.604722222222222,1.0,4127.0,0.000242306760358614
23175045,9.604166666666666,1.0,794.0,0.0012594458438287153
2777021,9.586388888888889,4.0,28302.0,0.00014133276800226132
38211886,9.56861111111111,1.0,400.0,0.0025
26290198,9.556666666666667,2.0,3362.0,0.000594883997620464
34828854,9.553888888888888,1.0,87.0,0.011494252873563218
48608136,9.54861111111111,1.0,1393.0,0.0007178750897343862
13389442,9.542222222222222,2.0,576.0,0.003472222222222222
38711717,9.541666666666666,1.0,1071.0,0.0009337068160597573
61705713,9.54111111111111,1.0,202.0,0.0049504950495049506
6090063,9.53111111111111,2.0,2156.0,0.0009276437847866419
4446919,9.529444444444444,1.0,1384.0,0.000722543352601156
9794307,9.525833333333333,1.0,849.0,0.001177856301531213
11729092,9.516666666666667,6.0,10425.0,0.0005755395683453237
5625528,9.515277777777778,2.0,1233.0,0.0016220600162206002
21969536,9.50611111111111,2.0,2773.0,0.000721240533717995
54897846,9.495555555555555,1.0,105.0,0.009523809523809525
21558713,9.493055555555555,1.0,545.0,0.001834862385321101
58529328,9.481944444444444,1.0,1417.0,0.0007057163020465773
21379706,9.481944444444444,2.0,631.0,0.003169572107765452
45868563,9.475555555555555,2.0,6511.0,0.0003071724773460298
20388173,9.475,1.0,3465.0,0.0002886002886002886
8968387,9.4625,2.0,2065.0,0.0009685230024213075
55840011,9.457222222222223,1.0,43.0,0.023255813953488372
49091949,9.449722222222222,1.0,124.0,0.008064516129032258
9476138,9.439722222222223,2.0,1019.0,0.001962708537782139
22799576,9.439166666666667,1.0,1921.0,0.0005205622071837585
34491584,9.437777777777777,2.0,295.0,0.006779661016949152
42671252,9.432222222222222,2.0,1740.0,0.0011494252873563218
30074661,9.424722222222222,1.0,751.0,0.0013315579227696406
15060671,9.421111111111111,3.0,23602.0,0.00012710787221421915
30607788,9.420277777777779,2.0,1386.0,0.001443001443001443
58192128,9.416944444444445,1.0,27.0,0.037037037037037035
54739360,9.408611111111112,1.0,131.0,0.007633587786259542
43987313,9.406944444444445,2.0,201.0,0.009950248756218905
17414738,9.404166666666667,1.0,504.0,0.001984126984126984
19602686,9.395555555555555,1.0,931.0,0.0010741138560687433
53842643,9.389166666666666,1.0,401.0,0.0024937655860349127
50168862,9.384444444444444,1.0,487.0,0.002053388090349076
3539335,9.37888888888889,2.0,146.0,0.0136986301369863
12681857,9.371944444444445,2.0,759.0,0.002635046113306983
48152595,9.366666666666667,1.0,124.0,0.008064516129032258
57779378,9.36138888888889,1.0,100.0,0.01
51600500,9.360555555555555,2.0,238.0,0.008403361344537815
21903965,9.360555555555555,1.0,1348.0,0.000741839762611276
28615350,9.357777777777779,2.0,1540.0,0.0012987012987012987
49500176,9.346666666666666,1.0,1363.0,0.0007336757153338225
60421156,9.344722222222222,1.0,29.0,0.034482758620689655
12190332,9.342222222222222,5.0,5437.0,0.0009196247930844216
38735928,9.340277777777779,2.0,1078.0,0.0018552875695732839
20162873,9.33388888888889,1.0,398.0,0.002512562814070352
6137773,9.327222222222222,1.0,532.0,0.0018796992481203006
51980067,9.320277777777777,1.0,56.0,0.017857142857142856
9596424,9.307777777777778,1.0,6631.0,0.00015080681646810435
45295091,9.295277777777779,1.0,315.0,0.0031746031746031746
3296452,9.295277777777779,2.0,1160.0,0.0017241379310344827
59147995,9.293611111111112,1.0,389.0,0.002570694087403599
50187141,9.288055555555555,1.0,542.0,0.0018450184501845018
40616115,9.284444444444444,2.0,2051.0,0.0009751340809361287
20664972,9.278611111111111,2.0,128.0,0.015625
29642940,9.277222222222223,2.0,25918.0,7.716644802839726e-05
53487430,9.27111111111111,1.0,41.0,0.024390243902439025
10046335,9.26361111111111,1.0,602.0,0.0016611295681063123
47900515,9.258055555555556,1.0,430.0,0.002325581395348837
46920489,9.256666666666666,1.0,512.0,0.001953125
62292411,9.251666666666667,1.0,39.0,0.02564102564102564
27492342,9.242222222222223,1.0,4710.0,0.00021231422505307856
4912299,9.237777777777778,1.0,477.0,0.0020964360587002098
11165338,9.23638888888889,1.0,428.0,0.002336448598130841
31202933,9.233333333333333,2.0,1351.0,0.0014803849000740192
38545873,9.216388888888888,1.0,819.0,0.001221001221001221
15195582,9.213611111111112,1.0,603.0,0.001658374792703151
26664442,9.207222222222223,1.0,308.0,0.003246753246753247
32989092,9.193055555555556,3.0,582.0,0.005154639175257732
1848532,9.186666666666667,2.0,2608.0,0.0007668711656441718
29382547,9.184444444444445,2.0,51.0,0.0392156862745098
42606798,9.1825,2.0,59.0,0.03389830508474576
13701704,9.182222222222222,1.0,750.0,0.0013333333333333333
12805428,9.171111111111111,1.0,410.0,0.0024390243902439024
31690427,9.168055555555556,1.0,746.0,0.0013404825737265416
48048563,9.155555555555555,2.0,1787.0,0.001119194180190263
5865052,9.153888888888888,1.0,970.0,0.0010309278350515464
34079711,9.143055555555556,2.0,316.0,0.006329113924050633
30106292,9.137777777777778,1.0,42.0,0.023809523809523808
46534228,9.1375,1.0,764.0,0.0013089005235602095
10269710,9.124444444444444,3.0,1923.0,0.0015600624024961
29737082,9.113333333333333,1.0,495.0,0.00202020202020202
823821,9.110277777777778,4.0,1550.0,0.0025806451612903226
10258521,9.105833333333333,2.0,948.0,0.002109704641350211
11004133,9.105833333333333,1.0,2235.0,0.00044742729306487697
51275150,9.08361111111111,1.0,28.0,0.03571428571428571
2609036,9.071388888888889,2.0,1692.0,0.001182033096926714
23331988,9.066944444444445,1.0,6037.0,0.00016564518800728838
30112228,9.06611111111111,1.0,5957.0,0.00016786973308712439
17717908,9.064444444444444,1.0,55.0,0.01818181818181818
10899770,9.051666666666666,1.0,862.0,0.001160092807424594
8817245,9.03888888888889,1.0,779.0,0.0012836970474967907
5000053,9.036111111111111,1.0,1658.0,0.0006031363088057901
33604194,9.032777777777778,1.0,520.0,0.0019230769230769232
1617536,9.0325,17.0,47694.0,0.0003564389650689814
20944265,9.026388888888889,1.0,314.0,0.0031847133757961785
33411455,9.020833333333334,3.0,378.0,0.007936507936507936
3048055,9.011666666666667,3.0,1991.0,0.0015067805123053742
27759451,9.006388888888889,2.0,130.0,0.015384615384615385
58021030,9.005555555555556,1.0,71.0,0.014084507042253521
5785616,8.988611111111112,1.0,1163.0,0.0008598452278589854
36965913,8.970555555555556,2.0,257.0,0.007782101167315175
19746731,8.970555555555556,1.0,334.0,0.0029940119760479044
19739653,8.969166666666666,1.0,1588.0,0.0006297229219143577
28163880,8.962777777777777,1.0,1173.0,0.0008525149190110827
51647301,8.959166666666667,1.0,2000.0,0.0005
44982332,8.953055555555556,1.0,7903.0,0.00012653422750854106
24772469,8.95138888888889,1.0,959.0,0.0010427528675703858
8116696,8.95,1.0,805.0,0.0012422360248447205
40168458,8.948055555555555,1.0,189.0,0.005291005291005291
7568995,8.943333333333333,2.0,502.0,0.00398406374501992
49250275,8.934166666666666,1.0,500.0,0.002
50001206,8.929444444444444,1.0,168.0,0.005952380952380952
43624389,8.921666666666667,1.0,572.0,0.0017482517482517483
55205389,8.919722222222223,3.0,96.0,0.03125
58146228,8.917222222222222,1.0,102.0,0.00980392156862745
6561932,8.91638888888889,1.0,479.0,0.0020876826722338203
39294982,8.909166666666666,1.0,4421.0,0.00022619316896629722
39462123,8.907222222222222,1.0,1729.0,0.000578368999421631
29044588,8.905,1.0,110.0,0.00909090909090909
19862854,8.894722222222223,3.0,6493.0,0.00046203603881102723
36840419,8.891388888888889,1.0,1809.0,0.000552791597567717
54503328,8.89,1.0,415.0,0.0024096385542168677
7788280,8.881666666666666,5.0,58387.0,8.563550105331666e-05
36088372,8.88111111111111,1.0,376.0,0.0026595744680851063
60147045,8.879722222222222,1.0,101.0,0.009900990099009901
21617817,8.873055555555556,2.0,83.0,0.024096385542168676
53131603,8.872777777777777,1.0,63.0,0.015873015873015872
52488111,8.864722222222222,1.0,625.0,0.0016
4121166,8.85361111111111,2.0,582.0,0.003436426116838488
25918553,8.851666666666667,2.0,377.0,0.005305039787798408
35695183,8.851111111111111,1.0,5687.0,0.00017583963425356076
36682186,8.820277777777777,1.0,611.0,0.0016366612111292963
8007439,8.804722222222223,1.0,1137.0,0.0008795074758135445
33299854,8.796666666666667,1.0,238.0,0.004201680672268907
46251809,8.794166666666667,1.0,150.0,0.006666666666666667
20777700,8.79138888888889,2.0,7278.0,0.0002748007694421544
23343083,8.78888888888889,1.0,115.0,0.008695652173913044
59677254,8.787777777777778,1.0,88.0,0.011363636363636364
54398012,8.785277777777777,1.0,52.0,0.019230769230769232
34198126,8.774444444444445,1.0,516.0,0.001937984496124031
13839088,8.768888888888888,2.0,10947.0,0.00018269845619804512
9357807,8.765833333333333,4.0,721.0,0.005547850208044383
49700515,8.764722222222222,4.0,84.0,0.047619047619047616
20379928,8.764444444444445,1.0,94.0,0.010638297872340425
18326593,8.762777777777778,1.0,2086.0,0.00047938638542665386
6642625,8.762777777777778,1.0,1410.0,0.0007092198581560284
41937134,8.761666666666667,1.0,347.0,0.002881844380403458
3090375,8.761111111111111,2.0,1293.0,0.0015467904098994587
38397710,8.758333333333333,1.0,302.0,0.0033112582781456954
55653850,8.74611111111111,3.0,722.0,0.004155124653739612
49784483,8.737222222222222,1.0,199.0,0.005025125628140704
10768152,8.730277777777777,5.0,3890.0,0.0012853470437017994
41202985,8.698888888888888,1.0,166.0,0.006024096385542169
48729875,8.695277777777777,1.0,60.0,0.016666666666666666
45428872,8.6875,1.0,220.0,0.004545454545454545
51814391,8.687222222222223,1.0,172.0,0.005813953488372093
44188277,8.686666666666667,1.0,305.0,0.003278688524590164
7176309,8.68388888888889,3.0,234.0,0.01282051282051282
37715579,8.6775,1.0,628.0,0.0015923566878980893
23765905,8.668055555555556,1.0,898.0,0.0011135857461024498
14211958,8.66638888888889,1.0,3157.0,0.0003167564143173899
58458944,8.659444444444444,1.0,55.0,0.01818181818181818
30549327,8.6575,2.0,1336.0,0.0014970059880239522
53199219,8.656944444444445,1.0,36.0,0.027777777777777776
46421641,8.65,1.0,607.0,0.0016474464579901153
29721223,8.649444444444445,2.0,510.0,0.00392156862745098
5780818,8.640833333333333,3.0,674.0,0.004451038575667656
26151105,8.64,3.0,8834.0,0.0003395970115462984
12459729,8.636944444444444,3.0,1546.0,0.0019404915912031048
15899970,8.627222222222223,3.0,3117.0,0.0009624639076034649
27517926,8.625,2.0,129.0,0.015503875968992248
28853857,8.6225,1.0,654.0,0.0015290519877675841
2222673,8.61888888888889,3.0,494.0,0.006072874493927126
35470136,8.6125,1.0,64.0,0.015625
8780213,8.61111111111111,2.0,726.0,0.0027548209366391185
8831673,8.597222222222221,1.0,728.0,0.0013736263736263737
57834783,8.583055555555555,1.0,53.0,0.018867924528301886
4434838,8.579722222222221,1.0,528.0,0.001893939393939394
2090910,8.578888888888889,12.0,34373.0,0.0003491112210164955
2868633,8.573888888888888,1.0,224.0,0.004464285714285714
32429230,8.570277777777777,1.0,316.0,0.0031645569620253164
29293485,8.561111111111112,1.0,2340.0,0.00042735042735042735
6957172,8.556944444444444,2.0,1860.0,0.001075268817204301
7623186,8.555833333333334,1.0,2441.0,0.00040966816878328555
1766301,8.554444444444444,2.0,3032.0,0.0006596306068601583
39303383,8.552777777777777,1.0,2867.0,0.0003487966515521451
17373121,8.531944444444445,1.0,56.0,0.017857142857142856
20767365,8.528055555555556,1.0,120.0,0.008333333333333333
26406586,8.526111111111112,7.0,28382.0,0.00024663519131844127
43288921,8.5175,1.0,363.0,0.0027548209366391185
6498804,8.511944444444444,2.0,2681.0,0.0007459903021260724
52753289,8.510277777777778,1.0,71.0,0.014084507042253521
23627234,8.509166666666667,1.0,2693.0,0.0003713330857779428
14544788,8.501944444444444,1.0,946.0,0.0010570824524312897
48778688,8.500833333333333,1.0,203.0,0.0049261083743842365
17968018,8.493611111111111,2.0,732.0,0.00273224043715847
13601239,8.4925,2.0,2030.0,0.0009852216748768472
307478,8.490555555555556,3.0,4828.0,0.0006213753106876554
31600618,8.4775,1.0,1112.0,0.0008992805755395684
10360208,8.476944444444445,1.0,836.0,0.0011961722488038277
20341001,8.476111111111111,2.0,993.0,0.002014098690835851
10728909,8.470555555555556,1.0,1030.0,0.000970873786407767
56095018,8.463888888888889,1.0,43.0,0.023255813953488372
60888080,8.458055555555555,1.0,18.0,0.05555555555555555
39901426,8.453055555555556,1.0,42.0,0.023809523809523808
61025373,8.450277777777778,1.0,35.0,0.02857142857142857
39134199,8.448611111111111,1.0,496.0,0.0020161290322580645
32829535,8.448055555555555,1.0,198.0,0.005050505050505051
6148706,8.431944444444444,1.0,214.0,0.004672897196261682
27717464,8.4225,1.0,428.0,0.002336448598130841
14699710,8.415555555555555,1.0,1222.0,0.0008183306055646482
13098529,8.414166666666667,1.0,79.0,0.012658227848101266
58211803,8.403055555555556,1.0,1068.0,0.0009363295880149813
32029780,8.401944444444444,1.0,3350.0,0.00029850746268656717
20487800,8.401388888888889,1.0,610.0,0.001639344262295082
32969306,8.396666666666667,1.0,219.0,0.0045662100456621
38034187,8.387222222222222,1.0,1298.0,0.0007704160246533128
38592689,8.379444444444445,2.0,1128.0,0.0017730496453900709
32335066,8.379444444444445,2.0,392.0,0.00510204081632653
26029383,8.37861111111111,3.0,489.0,0.006134969325153374
44949254,8.360555555555555,5.0,20056.0,0.0002493019545273235
57534807,8.355,2.0,104.0,0.019230769230769232
33628343,8.344444444444445,3.0,4215.0,0.0007117437722419929
31605578,8.34388888888889,1.0,605.0,0.001652892561983471
26715521,8.336944444444445,3.0,1393.0,0.0021536252692031586
31947205,8.325277777777778,1.0,1143.0,0.0008748906386701663
9050706,8.313888888888888,3.0,1095.0,0.0027397260273972603
25520668,8.303333333333333,2.0,50.0,0.04
12833028,8.301388888888889,1.0,82.0,0.012195121951219513
56742267,8.298333333333334,1.0,44.0,0.022727272727272728
5711638,8.284444444444444,6.0,455.0,0.013186813186813187
25928653,8.279166666666667,1.0,1192.0,0.0008389261744966443
35165793,8.2725,3.0,5482.0,0.0005472455308281649
53038247,8.269444444444444,1.0,366.0,0.00273224043715847
41553309,8.258333333333333,2.0,943.0,0.0021208907741251328
3886027,8.251944444444444,2.0,1717.0,0.0011648223645894002
764565,8.2475,5.0,706.0,0.007082152974504249
24117444,8.241388888888888,1.0,437.0,0.002288329519450801
25395520,8.241111111111111,2.0,41.0,0.04878048780487805
52434534,8.240833333333333,1.0,81.0,0.012345679012345678
2409719,8.240277777777777,3.0,1793.0,0.0016731734523145567
59655946,8.235,1.0,84.0,0.011904761904761904
30190306,8.2325,1.0,263.0,0.0038022813688212928
35037718,8.231111111111112,1.0,200.0,0.005
23571315,8.228333333333333,1.0,429.0,0.002331002331002331
42158181,8.22638888888889,2.0,642.0,0.003115264797507788
49640384,8.213611111111112,1.0,53.0,0.018867924528301886
1317598,8.205555555555556,6.0,629.0,0.009538950715421303
2696245,8.201944444444445,5.0,3069.0,0.0016291951775822744
8882804,8.196111111111112,3.0,1025.0,0.002926829268292683
32102361,8.189722222222223,2.0,5115.0,0.00039100684261974585
3036341,8.186388888888889,1.0,111.0,0.009009009009009009
9715491,8.176944444444445,1.0,40.0,0.025
2526037,8.164444444444445,16.0,5646.0,0.0028338646829613886
10268193,8.163333333333334,1.0,1244.0,0.0008038585209003215
60188983,8.161666666666667,1.0,25.0,0.04
17024961,8.158888888888889,1.0,735.0,0.0013605442176870747
24347159,8.148333333333333,2.0,3554.0,0.0005627462014631402
2986515,8.141388888888889,2.0,328.0,0.006097560975609756
19684944,8.135555555555555,1.0,1256.0,0.0007961783439490446
57752670,8.128333333333334,1.0,271.0,0.0036900369003690036
54375414,8.126111111111111,1.0,126.0,0.007936507936507936
16874417,8.1225,2.0,457.0,0.00437636761487965
21297956,8.120555555555555,2.0,635.0,0.0031496062992125984
57718524,8.12,1.0,99.0,0.010101010101010102
4495496,8.11138888888889,3.0,6029.0,0.0004975949577044286
12361377,8.108333333333333,1.0,1265.0,0.0007905138339920949
31800140,8.105277777777777,2.0,67.0,0.029850746268656716
25953861,8.1,1.0,1491.0,0.0006706908115358819
28780753,8.098333333333333,2.0,81.0,0.024691358024691357
6381020,8.087777777777777,4.0,1568.0,0.002551020408163265
29863483,8.084444444444445,2.0,2757.0,0.0007254261878853826
10237537,8.080277777777777,1.0,1066.0,0.0009380863039399625
3604582,8.067777777777778,7.0,1096.0,0.006386861313868613
60039647,8.065,2.0,217.0,0.009216589861751152
47800889,8.064166666666667,1.0,120.0,0.008333333333333333
4235693,8.062222222222223,2.0,1910.0,0.0010471204188481676
25327192,8.0575,1.0,546.0,0.0018315018315018315
14667189,8.047222222222222,2.0,7005.0,0.00028551034975017847
39061401,8.045555555555556,1.0,7642.0,0.00013085579691180318
13436467,8.044722222222223,4.0,15540.0,0.0002574002574002574
12560283,8.044166666666667,1.0,585.0,0.0017094017094017094
23217182,8.039166666666667,1.0,1187.0,0.0008424599831508003
21029081,8.0375,1.0,1033.0,0.000968054211035818
21748024,8.033611111111112,2.0,126.0,0.015873015873015872
8138913,8.031944444444445,1.0,8964.0,0.00011155734047300312
3419578,8.031666666666666,1.0,7308.0,0.00013683634373289546
57580777,8.030555555555555,3.0,59.0,0.05084745762711865
46575977,8.026944444444444,1.0,4859.0,0.00020580366330520683
2780247,8.026388888888889,2.0,532.0,0.0037593984962406013
39569552,8.016944444444444,2.0,513.0,0.003898635477582846
53095585,8.012777777777778,3.0,266.0,0.011278195488721804
9933214,8.005833333333333,1.0,508.0,0.001968503937007874
28931237,8.00361111111111,2.0,1002.0,0.001996007984031936
32851780,7.9875,2.0,1155.0,0.0017316017316017316
30664021,7.974722222222222,1.0,611.0,0.0016366612111292963
59186619,7.966111111111111,1.0,110.0,0.00909090909090909
38558680,7.965,1.0,938.0,0.0010660980810234541
8585852,7.964722222222222,1.0,3051.0,0.00032776138970829236
8028370,7.958888888888889,2.0,1165.0,0.0017167381974248926
27295220,7.956944444444445,1.0,1182.0,0.0008460236886632825
55072365,7.95,1.0,352.0,0.002840909090909091
7057421,7.945833333333334,1.0,674.0,0.001483679525222552
7359131,7.9447222222222225,1.0,411.0,0.0024330900243309003
8720217,7.938055555555556,2.0,1669.0,0.0011983223487118035
59956307,7.935277777777777,1.0,20.0,0.05
13748872,7.925833333333333,3.0,539.0,0.0055658627087198514
626290,7.925277777777778,2.0,2576.0,0.0007763975155279503
7844539,7.923055555555556,6.0,9114.0,0.0006583278472679394
4757890,7.918333333333333,1.0,11585.0,8.631851532153647e-05
39691174,7.9175,2.0,1039.0,0.0019249278152069298
13161257,7.904722222222222,1.0,832.0,0.001201923076923077
62321652,7.904166666666667,1.0,57.0,0.017543859649122806
1734145,7.901388888888889,5.0,526.0,0.009505703422053232
5181334,7.898611111111111,3.0,147.0,0.02040816326530612
2392135,7.897777777777778,3.0,252.0,0.011904761904761904
36971948,7.896111111111111,1.0,110.0,0.00909090909090909
20602436,7.894166666666667,2.0,29710.0,6.731740154830023e-05
32776196,7.8886111111111115,1.0,76.0,0.013157894736842105
59098420,7.886111111111111,1.0,70.0,0.014285714285714285
38317453,7.885,1.0,229.0,0.004366812227074236
6032457,7.8758333333333335,1.0,970.0,0.0010309278350515464
1735344,7.869166666666667,1.0,983.0,0.001017293997965412
60406933,7.865555555555556,1.0,39.0,0.02564102564102564
26566163,7.850833333333333,1.0,1401.0,0.0007137758743754461
27523883,7.8502777777777775,1.0,374.0,0.00267379679144385
25022756,7.848611111111111,1.0,81.0,0.012345679012345678
1988469,7.844444444444444,2.0,285.0,0.007017543859649123
14061,7.833888888888889,11.0,5918.0,0.0018587360594795538
665094,7.830555555555556,4.0,8244.0,0.00048520135856380397
23379768,7.8175,1.0,223.0,0.004484304932735426
28470170,7.817222222222222,1.0,408.0,0.0024509803921568627
3964666,7.813611111111111,3.0,1916.0,0.0015657620041753654
51079564,7.8125,2.0,3806.0,0.0005254860746190226
53462290,7.811388888888889,1.0,30.0,0.03333333333333333
37994957,7.802222222222222,1.0,3715.0,0.00026917900403768504
3836545,7.801666666666667,2.0,2352.0,0.0008503401360544217
42527317,7.788055555555555,1.0,691.0,0.001447178002894356
18767134,7.781944444444444,2.0,6631.0,0.0003016136329362087
45846577,7.7716666666666665,1.0,2423.0,0.0004127115146512588
54980409,7.7425,2.0,1197.0,0.001670843776106934
16668399,7.739166666666667,1.0,1120.0,0.0008928571428571428
48092655,7.738611111111111,1.0,445.0,0.0022471910112359553
38069014,7.735833333333333,1.0,437.0,0.002288329519450801
59015118,7.732222222222222,1.0,36.0,0.027777777777777776
26336435,7.728888888888889,4.0,2705.0,0.0014787430683918669
33396239,7.723333333333334,2.0,665.0,0.0030075187969924814
34553696,7.7186111111111115,1.0,1616.0,0.0006188118811881188
29880298,7.718333333333334,1.0,1111.0,0.0009000900090009
62333044,7.7155555555555555,3.0,138.0,0.021739130434782608
39136389,7.7125,1.0,1013.0,0.0009871668311944718
19654724,7.7091666666666665,1.0,252.0,0.003968253968253968
11821031,7.706111111111111,3.0,1510.0,0.001986754966887417
17293340,7.703888888888889,1.0,738.0,0.0013550135501355014
48570244,7.701388888888889,1.0,1589.0,0.0006293266205160479
2414905,7.698333333333333,1.0,1100.0,0.0009090909090909091
12217879,7.696944444444444,5.0,394.0,0.012690355329949238
1854806,7.696111111111111,5.0,1584.0,0.0031565656565656565
42409401,7.692777777777778,1.0,138.0,0.007246376811594203
14612143,7.684722222222222,4.0,33154.0,0.00012064909211558183
61724202,7.681666666666667,1.0,52.0,0.019230769230769232
48038580,7.67,2.0,544.0,0.003676470588235294
13427713,7.663055555555555,1.0,433.0,0.0023094688221709007
39627337,7.658888888888889,1.0,124.0,0.008064516129032258
46564555,7.6530555555555555,3.0,4092.0,0.0007331378299120235
2462475,7.650555555555556,2.0,246.0,0.008130081300813009
962354,7.637777777777778,5.0,441.0,0.011337868480725623
20130126,7.626944444444445,1.0,1717.0,0.0005824111822947001
5779875,7.623333333333333,5.0,2918.0,0.0017135023989033585
52336577,7.597222222222222,1.0,115.0,0.008695652173913044
45157817,7.5925,1.0,196.0,0.00510204081632653
7189313,7.592222222222222,1.0,910.0,0.001098901098901099
40119298,7.589166666666666,2.0,86.0,0.023255813953488372
6976426,7.587777777777778,1.0,841.0,0.0011890606420927466
58228621,7.576388888888889,3.0,182.0,0.016483516483516484
53676231,7.575833333333334,1.0,87.0,0.011494252873563218
54639644,7.575555555555556,2.0,81.0,0.024691358024691357
21695733,7.575277777777778,3.0,395.0,0.007594936708860759
12054407,7.571944444444444,2.0,1643.0,0.0012172854534388314
9734584,7.567222222222222,3.0,4485.0,0.0006688963210702341
21209806,7.5569444444444445,2.0,593.0,0.003372681281618887
7491980,7.554444444444444,2.0,463.0,0.004319654427645789
8847660,7.553055555555556,1.0,1019.0,0.0009813542688910696
763292,7.532222222222222,1.0,1487.0,0.0006724949562878278
51340154,7.528611111111111,3.0,2593.0,0.0011569610489780178
57261148,7.526944444444444,1.0,32.0,0.03125
26728340,7.525277777777778,1.0,2195.0,0.00045558086560364467
9037462,7.525277777777778,1.0,1453.0,0.0006882312456985547
46750114,7.5216666666666665,3.0,56.0,0.05357142857142857
36373023,7.521111111111111,1.0,331.0,0.0030211480362537764
21034695,7.511666666666667,2.0,3775.0,0.0005298013245033113
56012468,7.511388888888889,1.0,44.0,0.022727272727272728
7993882,7.508055555555556,3.0,9204.0,0.0003259452411994785
