,hours_for_accepted_answer,nanswers,view_count,answersviews
129604,8.295833333333333,1.0,4823.0,0.00020733982998133942
91969,8.278888888888888,1.0,5194.0,0.00019252984212552945
54325,8.27111111111111,1.0,334.0,0.0029940119760479044
121380,8.266388888888889,1.0,329.0,0.00303951367781155
81262,8.251944444444444,2.0,301.0,0.006644518272425249
128298,8.251388888888888,3.0,202.0,0.01485148514851485
197032,8.2125,3.0,11172.0,0.0002685284640171858
53265,8.212222222222222,2.0,321.0,0.006230529595015576
100211,8.203055555555556,2.0,317.0,0.006309148264984227
20535,8.196666666666667,1.0,3025.0,0.00033057851239669424
23315,8.1875,1.0,2935.0,0.00034071550255536625
150670,8.178611111111111,1.0,733.0,0.001364256480218281
123136,8.1775,1.0,270.0,0.003703703703703704
44881,8.170555555555556,2.0,16284.0,0.00012281994595922377
14256,8.162222222222223,1.0,791.0,0.0012642225031605564
49515,8.158888888888889,2.0,81.0,0.024691358024691357
8873,8.158055555555556,6.0,705.0,0.00851063829787234
218950,8.144444444444444,1.0,591.0,0.001692047377326565
222568,8.140833333333333,2.0,136.0,0.014705882352941176
184313,8.133055555555556,1.0,296.0,0.0033783783783783786
86536,8.123888888888889,3.0,207.0,0.014492753623188406
16733,8.123888888888889,1.0,191.0,0.005235602094240838
147269,8.108888888888888,2.0,8641.0,0.0002314546927438954
12401,8.104444444444445,3.0,18255.0,0.00016433853738701725
144722,8.097222222222221,2.0,439.0,0.004555808656036446
19330,8.075277777777778,3.0,1695.0,0.0017699115044247787
182744,8.055555555555555,1.0,171.0,0.005847953216374269
73243,8.02111111111111,2.0,371.0,0.005390835579514825
144202,8.02111111111111,1.0,825.0,0.0012121212121212121
124328,8.012777777777778,1.0,153.0,0.006535947712418301
13570,8.005833333333333,6.0,5808.0,0.0010330578512396695
38629,7.990833333333334,2.0,3768.0,0.0005307855626326964
8033,7.988611111111111,1.0,438.0,0.00228310502283105
134272,7.9816666666666665,6.0,277.0,0.021660649819494584
101899,7.960277777777778,4.0,520.0,0.007692307692307693
70933,7.9383333333333335,1.0,190.0,0.005263157894736842
34350,7.931666666666667,1.0,234.0,0.004273504273504274
55381,7.8822222222222225,2.0,2965.0,0.0006745362563237774
35061,7.879722222222222,3.0,1554.0,0.0019305019305019305
221891,7.871388888888889,2.0,221.0,0.00904977375565611
135936,7.8436111111111115,2.0,396.0,0.005050505050505051
157946,7.8425,2.0,3116.0,0.0006418485237483953
110972,7.840277777777778,1.0,484.0,0.002066115702479339
101801,7.815555555555555,2.0,426.0,0.004694835680751174
209528,7.808611111111111,1.0,925.0,0.001081081081081081
216663,7.793888888888889,4.0,181.0,0.022099447513812154
187912,7.790277777777778,4.0,34650.0,0.00011544011544011544
229480,7.779444444444445,2.0,253.0,0.007905138339920948
67695,7.760555555555555,2.0,1873.0,0.0010678056593699946
142920,7.760277777777778,1.0,170.0,0.0058823529411764705
19565,7.758055555555556,2.0,3062.0,0.0006531678641410843
12512,7.748611111111111,2.0,1592.0,0.001256281407035176
12482,7.724166666666667,1.0,816.0,0.0012254901960784314
43921,7.723333333333334,2.0,5016.0,0.00039872408293460925
163110,7.719166666666666,1.0,89.0,0.011235955056179775
37855,7.7188888888888885,4.0,2063.0,0.0019389238972370335
201074,7.718333333333334,1.0,203.0,0.0049261083743842365
11912,7.714722222222222,1.0,2958.0,0.0003380662609871535
109877,7.714166666666666,1.0,151.0,0.006622516556291391
86757,7.710277777777778,1.0,274.0,0.0036496350364963502
92717,7.705555555555556,3.0,1404.0,0.002136752136752137
117994,7.7011111111111115,2.0,55.0,0.03636363636363636
2257,7.693333333333333,4.0,422.0,0.009478672985781991
226969,7.685,2.0,89.0,0.02247191011235955
62930,7.6802777777777775,1.0,912.0,0.0010964912280701754
135884,7.6786111111111115,10.0,30943.0,0.00032317486992211483
5107,7.6725,5.0,2908.0,0.0017193947730398899
62769,7.665,5.0,20409.0,0.00024498995541182814
1080,7.638888888888889,2.0,1235.0,0.0016194331983805667
223002,7.635,1.0,982.0,0.0010183299389002036
55990,7.612222222222222,2.0,400.0,0.005
31933,7.584722222222222,4.0,1765.0,0.0022662889518413596
38192,7.583611111111111,2.0,5337.0,0.00037474236462432077
54158,7.563611111111111,1.0,307.0,0.003257328990228013
183453,7.559166666666667,1.0,3789.0,0.0002639218791237794
515,7.531666666666666,5.0,2284.0,0.0021891418563922942
169384,7.524166666666667,1.0,279.0,0.0035842293906810036
26400,7.464166666666666,1.0,211.0,0.004739336492890996
121643,7.456666666666667,4.0,6469.0,0.0006183335909723295
163531,7.4463888888888885,1.0,380.0,0.002631578947368421
201516,7.444166666666667,1.0,572.0,0.0017482517482517483
42199,7.424166666666666,2.0,1153.0,0.0017346053772766695
62046,7.413888888888889,2.0,206.0,0.009708737864077669
19419,7.41,2.0,20894.0,9.572125969177755e-05
194406,7.4061111111111115,1.0,324.0,0.0030864197530864196
45808,7.3966666666666665,2.0,482.0,0.004149377593360996
22651,7.375555555555556,1.0,351.0,0.002849002849002849
186227,7.374722222222222,1.0,252.0,0.003968253968253968
12846,7.374722222222222,2.0,202.0,0.009900990099009901
229820,7.371944444444445,1.0,1040.0,0.0009615384615384616
26197,7.363333333333333,2.0,985.0,0.0020304568527918783
65869,7.360833333333333,2.0,2058.0,0.0009718172983479105
130955,7.354722222222223,2.0,2249.0,0.0008892841262783459
117938,7.345833333333333,3.0,92.0,0.03260869565217391
90842,7.335,3.0,18858.0,0.0001590836780146357
31320,7.331666666666667,3.0,7566.0,0.0003965107057890563
20168,7.324166666666667,3.0,641.0,0.0046801872074883
194248,7.313611111111111,2.0,220.0,0.00909090909090909
184529,7.3133333333333335,2.0,831.0,0.0024067388688327317
20939,7.307777777777778,3.0,595.0,0.005042016806722689
106159,7.3069444444444445,2.0,430.0,0.004651162790697674
213633,7.302777777777778,1.0,296.0,0.0033783783783783786
166751,7.286666666666667,3.0,12762.0,0.00023507287259050304
160634,7.2813888888888885,1.0,89.0,0.011235955056179775
96405,7.276111111111111,4.0,3420.0,0.0011695906432748538
29937,7.2716666666666665,3.0,361.0,0.008310249307479225
174950,7.261666666666667,2.0,7389.0,0.0002706726214643389
129434,7.2444444444444445,2.0,1013.0,0.0019743336623889436
106840,7.241944444444444,4.0,814.0,0.004914004914004914
2552,7.237777777777778,7.0,20217.0,0.0003462432606222486
170388,7.230277777777777,4.0,44855.0,8.917623453349682e-05
123860,7.2283333333333335,1.0,1332.0,0.0007507507507507507
140248,7.191388888888889,1.0,2622.0,0.00038138825324180017
202019,7.185,1.0,76.0,0.013157894736842105
72780,7.163055555555555,1.0,185.0,0.005405405405405406
66490,7.156666666666666,6.0,4857.0,0.0012353304508956147
162640,7.141944444444444,1.0,491.0,0.002036659877800407
80089,7.1161111111111115,3.0,16620.0,0.00018050541516245486
46199,7.105277777777777,1.0,3721.0,0.0002687449610319806
86759,7.0936111111111115,3.0,1814.0,0.0016538037486218302
146766,7.090277777777778,4.0,224.0,0.017857142857142856
172372,7.083611111111111,2.0,1502.0,0.0013315579227696406
39271,7.077222222222222,3.0,472.0,0.006355932203389831
119959,7.076944444444444,2.0,1783.0,0.0011217049915872126
197957,7.074722222222222,1.0,60.0,0.016666666666666666
193160,7.069444444444445,1.0,352.0,0.002840909090909091
93765,7.06,2.0,147.0,0.013605442176870748
90732,7.044722222222222,1.0,188.0,0.005319148936170213
52742,7.024444444444445,2.0,511.0,0.003913894324853229
81578,7.009166666666666,1.0,2332.0,0.0004288164665523156
190380,7.0075,4.0,318.0,0.012578616352201259
188393,6.996666666666667,1.0,1391.0,0.0007189072609633358
184115,6.980555555555555,1.0,1266.0,0.0007898894154818325
187793,6.980555555555555,2.0,370.0,0.005405405405405406
192887,6.979722222222223,1.0,199.0,0.005025125628140704
188788,6.979444444444445,1.0,515.0,0.001941747572815534
80861,6.978055555555556,4.0,82568.0,4.8444918128088367e-05
8225,6.977222222222222,7.0,5452.0,0.0012839325018341892
155258,6.9558333333333335,1.0,649.0,0.0015408320493066256
110903,6.954444444444444,2.0,4126.0,0.0004847309743092584
30743,6.952222222222222,3.0,2149.0,0.0013959981386691485
86923,6.939444444444445,1.0,265.0,0.0037735849056603774
224645,6.921388888888889,1.0,75.0,0.013333333333333334
129448,6.917222222222223,3.0,28714.0,0.00010447865152887093
196551,6.910277777777778,1.0,178.0,0.0056179775280898875
18328,6.8975,2.0,4510.0,0.0004434589800443459
229771,6.896388888888889,1.0,67.0,0.014925373134328358
91431,6.895833333333333,1.0,1163.0,0.0008598452278589854
105700,6.895,2.0,127.0,0.015748031496062992
2837,6.892777777777778,6.0,19310.0,0.00031071983428275507
224968,6.889166666666667,3.0,135.0,0.022222222222222223
183052,6.8825,2.0,204.0,0.00980392156862745
96134,6.8822222222222225,11.0,8483.0,0.001296711069197218
73718,6.878888888888889,1.0,8071.0,0.00012390038409119069
90565,6.870833333333334,1.0,656.0,0.001524390243902439
59323,6.8677777777777775,2.0,120.0,0.016666666666666666
117830,6.860277777777778,3.0,1180.0,0.002542372881355932
162374,6.854444444444445,1.0,2617.0,0.00038211692777990065
17393,6.853888888888889,2.0,950.0,0.002105263157894737
16581,6.8502777777777775,3.0,1177.0,0.002548853016142736
108268,6.849444444444444,3.0,203.0,0.014778325123152709
23673,6.838888888888889,2.0,1294.0,0.0015455950540958269
86561,6.815,3.0,2206.0,0.0013599274705349048
39893,6.810277777777777,1.0,1756.0,0.0005694760820045558
229653,6.802777777777778,1.0,131.0,0.007633587786259542
16747,6.796666666666667,3.0,2077.0,0.0014443909484833895
11447,6.7875,10.0,982.0,0.010183299389002037
31027,6.783888888888889,2.0,1441.0,0.0013879250520471894
51256,6.772222222222222,3.0,3454.0,0.0008685581933989577
46248,6.771111111111111,1.0,641.0,0.0015600624024961
92642,6.770833333333333,1.0,3822.0,0.00026164311878597594
130068,6.755277777777778,1.0,709.0,0.0014104372355430183
143408,6.742222222222222,1.0,472.0,0.00211864406779661
121239,6.738611111111111,2.0,151.0,0.013245033112582781
195048,6.7316666666666665,2.0,474.0,0.004219409282700422
96504,6.729722222222223,1.0,561.0,0.0017825311942959
65544,6.724444444444444,2.0,193.0,0.010362694300518135
144135,6.7025,1.0,229.0,0.004366812227074236
18087,6.685,3.0,18119.0,0.00016557205143771732
35015,6.684722222222222,1.0,9068.0,0.00011027790030877812
197724,6.680555555555555,2.0,480.0,0.004166666666666667
230456,6.6755555555555555,1.0,109.0,0.009174311926605505
67790,6.668888888888889,1.0,47180.0,2.11954217888936e-05
8174,6.643611111111111,3.0,2344.0,0.001279863481228669
61948,6.641111111111111,2.0,2989.0,0.0006691201070592171
52271,6.627777777777778,1.0,127.0,0.007874015748031496
121954,6.6225,1.0,194.0,0.005154639175257732
56016,6.6225,2.0,260.0,0.007692307692307693
68266,6.612777777777778,2.0,676.0,0.0029585798816568047
15934,6.6113888888888885,5.0,9910.0,0.0005045408678102926
21420,6.608333333333333,3.0,7865.0,0.0003814367450731087
223502,6.605,1.0,49.0,0.02040816326530612
53978,6.598611111111111,2.0,461.0,0.004338394793926247
38546,6.573611111111111,3.0,2021.0,0.0014844136566056407
33235,6.570555555555556,3.0,304.0,0.009868421052631578
211323,6.570555555555556,1.0,193.0,0.0051813471502590676
187237,6.5525,1.0,235.0,0.00425531914893617
31576,6.545555555555556,1.0,4705.0,0.00021253985122210415
30560,6.545277777777778,1.0,10137.0,9.864851533984413e-05
64186,6.543611111111111,2.0,2366.0,0.0008453085376162299
199367,6.533333333333333,2.0,196.0,0.01020408163265306
179764,6.533333333333333,2.0,80.0,0.025
17316,6.528611111111111,3.0,258.0,0.011627906976744186
106501,6.518611111111111,3.0,204.0,0.014705882352941176
168889,6.511388888888889,3.0,149.0,0.020134228187919462
170238,6.504722222222222,3.0,3605.0,0.0008321775312066575
124521,6.503888888888889,2.0,1248.0,0.0016025641025641025
46818,6.499722222222222,3.0,869.0,0.0034522439585730723
24084,6.4975,4.0,2113.0,0.001893043066729768
72636,6.488888888888889,2.0,682.0,0.002932551319648094
212403,6.485833333333333,2.0,160.0,0.0125
47253,6.485833333333333,1.0,2873.0,0.0003480682213713888
57143,6.471388888888889,6.0,16073.0,0.0003732968331985317
98419,6.471111111111111,2.0,10411.0,0.00019210450485063874
31460,6.462777777777778,1.0,1484.0,0.0006738544474393531
4217,6.438055555555556,3.0,1707.0,0.0017574692442882249
112009,6.437777777777778,1.0,1328.0,0.0007530120481927711
87007,6.437222222222222,3.0,147.0,0.02040816326530612
20159,6.435,2.0,757.0,0.002642007926023778
232974,6.42,1.0,122.0,0.00819672131147541
147589,6.3902777777777775,1.0,9829.0,0.00010173974972021569
71868,6.389444444444444,2.0,1694.0,0.0011806375442739079
3521,6.389166666666667,4.0,994.0,0.004024144869215292
155627,6.387777777777778,1.0,98.0,0.01020408163265306
160271,6.370833333333334,1.0,1098.0,0.0009107468123861566
184639,6.314722222222223,1.0,126.0,0.007936507936507936
32334,6.304444444444444,3.0,10438.0,0.00028741138149070703
166379,6.296111111111111,1.0,212.0,0.0047169811320754715
48637,6.294444444444444,1.0,418.0,0.0023923444976076554
232866,6.284722222222222,1.0,32.0,0.03125
37921,6.284166666666667,1.0,6068.0,0.00016479894528675015
150904,6.2619444444444445,1.0,1346.0,0.0007429420505200594
211210,6.2588888888888885,1.0,124.0,0.008064516129032258
215497,6.253611111111111,1.0,116.0,0.008620689655172414
123885,6.247777777777777,2.0,131.0,0.015267175572519083
130904,6.232777777777778,2.0,94.0,0.02127659574468085
227826,6.226111111111111,1.0,90.0,0.011111111111111112
1166,6.222777777777778,5.0,814.0,0.006142506142506142
20766,6.2058333333333335,1.0,206.0,0.0048543689320388345
65918,6.199166666666667,3.0,497.0,0.006036217303822937
215421,6.196944444444444,2.0,170.0,0.011764705882352941
161037,6.181666666666667,3.0,5215.0,0.0005752636625119846
11995,6.1802777777777775,5.0,1817.0,0.00275178866263071
56190,6.174722222222222,2.0,362.0,0.0055248618784530384
227477,6.173333333333333,1.0,57.0,0.017543859649122806
53895,6.160277777777778,3.0,712.0,0.004213483146067416
5883,6.151666666666666,1.0,163.0,0.006134969325153374
185419,6.150555555555556,3.0,295.0,0.010169491525423728
207694,6.144444444444445,2.0,2043.0,0.0009789525208027412
37577,6.1338888888888885,2.0,2563.0,0.0007803355442840422
143342,6.130833333333333,1.0,111.0,0.009009009009009009
13862,6.1275,3.0,3742.0,0.0008017103153393907
56886,6.116666666666666,2.0,1911.0,0.0010465724751439038
189871,6.109444444444445,1.0,279.0,0.0035842293906810036
15436,6.109444444444445,1.0,283.0,0.0035335689045936395
181927,6.1033333333333335,2.0,127.0,0.015748031496062992
39729,6.101666666666667,2.0,1570.0,0.0012738853503184713
157030,6.073888888888889,2.0,1680.0,0.0011904761904761906
6940,6.064166666666667,2.0,468.0,0.004273504273504274
207795,6.061111111111111,1.0,141.0,0.0070921985815602835
68778,6.042222222222223,1.0,220.0,0.004545454545454545
212377,6.042222222222223,1.0,1355.0,0.0007380073800738007
232406,6.037222222222222,3.0,81.0,0.037037037037037035
218669,6.0216666666666665,2.0,87.0,0.022988505747126436
207085,5.998333333333333,1.0,184.0,0.005434782608695652
39930,5.99,2.0,11703.0,0.0001708963513628984
154936,5.987222222222222,1.0,822.0,0.0012165450121654502
35075,5.972777777777778,3.0,1790.0,0.0016759776536312849
198598,5.966388888888889,1.0,303.0,0.0033003300330033004
48110,5.9625,2.0,6418.0,0.0003116235587410408
168538,5.957777777777777,7.0,1147.0,0.006102877070619006
4354,5.940833333333333,2.0,351.0,0.005698005698005698
13375,5.930833333333333,4.0,1931.0,0.0020714655618850335
230224,5.9222222222222225,1.0,67.0,0.014925373134328358
115613,5.907222222222222,5.0,2779.0,0.0017992083483267362
2405,5.898333333333333,2.0,250.0,0.008
72535,5.895555555555555,2.0,5870.0,0.00034071550255536625
41459,5.894444444444445,3.0,230.0,0.013043478260869565
108552,5.891111111111111,2.0,449.0,0.004454342984409799
133781,5.888333333333334,1.0,57.0,0.017543859649122806
172297,5.876388888888889,3.0,27656.0,0.00010847555684119179
63346,5.875,4.0,229.0,0.017467248908296942
38071,5.847222222222222,2.0,2585.0,0.0007736943907156673
10854,5.844722222222222,1.0,1555.0,0.0006430868167202572
211286,5.843333333333334,2.0,162.0,0.012345679012345678
102797,5.839444444444444,1.0,2500.0,0.0004
213840,5.835,1.0,228.0,0.0043859649122807015
188858,5.820555555555556,1.0,720.0,0.001388888888888889
210737,5.818888888888889,2.0,102.0,0.0196078431372549
103089,5.7925,5.0,4898.0,0.0010208248264597796
114686,5.789444444444444,2.0,5276.0,0.0003790750568612585
142127,5.7811111111111115,7.0,9367.0,0.0007473043663926551
176923,5.779166666666667,2.0,869.0,0.0023014959723820483
180680,5.776944444444444,3.0,5323.0,0.0005635919594213789
224082,5.7636111111111115,1.0,84.0,0.011904761904761904
76842,5.754722222222222,1.0,136.0,0.007352941176470588
105834,5.746388888888889,1.0,941.0,0.0010626992561105207
202431,5.743333333333333,2.0,174.0,0.011494252873563218
161957,5.7363888888888885,3.0,4034.0,0.0007436787307882995
171294,5.7316666666666665,1.0,462.0,0.0021645021645021645
15059,5.728888888888889,5.0,6303.0,0.0007932730445819451
114823,5.7275,1.0,789.0,0.0012674271229404308
99503,5.722777777777778,3.0,1254.0,0.0023923444976076554
216366,5.72,1.0,79.0,0.012658227848101266
209103,5.718333333333334,1.0,1348.0,0.000741839762611276
121179,5.716666666666667,2.0,1449.0,0.0013802622498274672
210209,5.700555555555556,2.0,948.0,0.002109704641350211
140034,5.695,2.0,2912.0,0.0006868131868131869
118330,5.693333333333333,1.0,329.0,0.00303951367781155
167846,5.692777777777778,1.0,1568.0,0.0006377551020408163
18694,5.691388888888889,9.0,4237.0,0.002124144441822044
170715,5.685277777777777,1.0,2029.0,0.0004928536224741252
19276,5.684722222222222,3.0,12014.0,0.000249708673214583
186571,5.682222222222222,1.0,5304.0,0.0001885369532428356
82413,5.6786111111111115,2.0,439.0,0.004555808656036446
85698,5.678333333333334,3.0,151133.0,1.985006583605169e-05
12194,5.675277777777778,1.0,1597.0,0.0006261740763932373
76879,5.675,4.0,653.0,0.006125574272588055
2963,5.671111111111111,5.0,1351.0,0.003700962250185048
183728,5.670833333333333,1.0,164.0,0.006097560975609756
205216,5.664444444444444,1.0,262.0,0.003816793893129771
111172,5.646388888888889,3.0,190.0,0.015789473684210527
122138,5.645555555555555,1.0,1868.0,0.0005353319057815846
136045,5.645277777777777,3.0,886.0,0.003386004514672686
110151,5.644444444444445,1.0,3274.0,0.00030543677458766036
151688,5.643888888888889,1.0,812.0,0.0012315270935960591
14098,5.630833333333333,2.0,376.0,0.005319148936170213
72039,5.629444444444444,1.0,9597.0,0.00010419922892570594
95650,5.626666666666667,2.0,6581.0,0.000303905181583346
169069,5.619722222222222,2.0,124.0,0.016129032258064516
56265,5.613611111111111,1.0,8772.0,0.00011399908800729594
42756,5.606111111111111,3.0,2486.0,0.0012067578439259854
173096,5.5975,1.0,517.0,0.0019342359767891683
39892,5.596666666666667,1.0,167.0,0.005988023952095809
220549,5.594166666666666,9.0,8378.0,0.0010742420625447602
81832,5.593333333333334,2.0,1546.0,0.00129366106080207
68405,5.588888888888889,3.0,28559.0,0.00010504569487727162
117931,5.5625,2.0,6187.0,0.0003232584451268789
47224,5.556666666666667,3.0,620.0,0.004838709677419355
198928,5.538333333333333,1.0,7776.0,0.0001286008230452675
218734,5.523333333333333,2.0,208.0,0.009615384615384616
38509,5.52,2.0,1930.0,0.0010362694300518134
104365,5.5125,3.0,141.0,0.02127659574468085
59396,5.5075,2.0,1803.0,0.0011092623405435386
163396,5.498333333333333,1.0,147.0,0.006802721088435374
16422,5.493055555555555,2.0,316.0,0.006329113924050633
224710,5.490277777777778,2.0,254.0,0.007874015748031496
55971,5.478888888888889,2.0,1444.0,0.0013850415512465374
84276,5.476388888888889,2.0,2809.0,0.000711997152011392
47652,5.474722222222222,1.0,57.0,0.017543859649122806
162844,5.471388888888889,1.0,1225.0,0.0008163265306122449
84540,5.470833333333333,2.0,29556.0,6.766815536608472e-05
210902,5.4688888888888885,1.0,1291.0,0.000774593338497289
10270,5.4591666666666665,2.0,264.0,0.007575757575757576
221606,5.456944444444445,1.0,69.0,0.014492753623188406
4533,5.4494444444444445,2.0,3402.0,0.0005878894767783657
118460,5.4494444444444445,1.0,449.0,0.0022271714922048997
159907,5.446666666666666,2.0,117.0,0.017094017094017096
105911,5.440833333333333,2.0,550.0,0.0036363636363636364
63946,5.426666666666667,2.0,952.0,0.0021008403361344537
192463,5.423333333333333,2.0,1098.0,0.0018214936247723133
75996,5.420555555555556,2.0,1505.0,0.00132890365448505
213302,5.4191666666666665,1.0,105.0,0.009523809523809525
119631,5.414444444444444,1.0,1280.0,0.00078125
3004,5.410555555555556,4.0,6435.0,0.0006216006216006216
47869,5.404444444444445,2.0,23164.0,8.634087376964255e-05
2120,5.390833333333333,2.0,39844.0,5.019576347756249e-05
106686,5.387222222222222,1.0,464.0,0.0021551724137931034
17516,5.373333333333333,3.0,3807.0,0.0007880220646178094
192756,5.3675,1.0,1026.0,0.0009746588693957114
62759,5.366944444444444,2.0,450.0,0.0044444444444444444
83402,5.363333333333333,2.0,1658.0,0.0012062726176115801
177415,5.3613888888888885,3.0,15588.0,0.00019245573518090838
52815,5.3566666666666665,1.0,723.0,0.0013831258644536654
53596,5.356111111111111,5.0,38336.0,0.00013042570951585976
17720,5.350555555555555,4.0,1346.0,0.0029717682020802376
90795,5.340277777777778,1.0,148.0,0.006756756756756757
148486,5.339722222222222,1.0,395.0,0.002531645569620253
179077,5.339166666666666,1.0,1012.0,0.0009881422924901185
38893,5.321666666666666,2.0,5878.0,0.0003402517863218782
230588,5.3213888888888885,2.0,90.0,0.022222222222222223
209220,5.318888888888889,1.0,120.0,0.008333333333333333
667,5.318611111111111,3.0,389.0,0.007712082262210797
36484,5.305,1.0,321.0,0.003115264797507788
58054,5.2925,2.0,1323.0,0.0015117157974300832
23433,5.280833333333334,1.0,2637.0,0.0003792188092529389
177124,5.276111111111111,1.0,914.0,0.0010940919037199124
92538,5.255,8.0,10145.0,0.0007885657959586003
101872,5.254166666666666,3.0,11415.0,0.00026281208935611036
34298,5.253055555555555,3.0,48636.0,6.16827041697508e-05
141133,5.237777777777778,4.0,326.0,0.012269938650306749
166425,5.235555555555556,8.0,14900.0,0.0005369127516778523
176916,5.234444444444445,1.0,295.0,0.003389830508474576
387,5.23,5.0,751.0,0.006657789613848202
97277,5.220277777777778,1.0,538.0,0.0018587360594795538
188738,5.185555555555555,2.0,329.0,0.0060790273556231
3584,5.183333333333334,2.0,487.0,0.004106776180698152
173284,5.165555555555556,3.0,25188.0,0.00011910433539780847
47638,5.1625,2.0,2914.0,0.0006863417982155113
24209,5.155555555555556,3.0,421.0,0.007125890736342043
135540,5.153888888888889,2.0,2313.0,0.0008646779074794639
173248,5.150555555555556,1.0,4104.0,0.00024366471734892786
154312,5.148888888888889,1.0,308.0,0.003246753246753247
14635,5.148055555555556,2.0,354.0,0.005649717514124294
20691,5.147222222222222,2.0,1865.0,0.0010723860589812334
177203,5.145555555555555,2.0,2188.0,0.0009140767824497258
199876,5.144722222222223,1.0,512.0,0.001953125
185809,5.144166666666667,1.0,2453.0,0.00040766408479412964
202259,5.136388888888889,1.0,12231.0,8.17594636579184e-05
121385,5.131388888888889,1.0,290.0,0.0034482758620689655
161029,5.125277777777778,3.0,2522.0,0.0011895321173671688
10866,5.110833333333333,1.0,868.0,0.001152073732718894
202355,5.1033333333333335,3.0,9389.0,0.00031952284588348065
20521,5.102222222222222,1.0,803.0,0.0012453300124533001
148917,5.0969444444444445,1.0,276.0,0.0036231884057971015
183124,5.096111111111111,2.0,3796.0,0.0005268703898840885
85816,5.092222222222222,1.0,226.0,0.004424778761061947
111840,5.09,4.0,4639.0,0.0008622547962923044
1009,5.087777777777778,6.0,6313.0,0.0009504197687311896
49441,5.0744444444444445,1.0,1398.0,0.000715307582260372
22768,5.066666666666666,5.0,257.0,0.019455252918287938
147536,5.050833333333333,2.0,105.0,0.01904761904761905
93631,5.0488888888888885,2.0,558.0,0.0035842293906810036
57374,5.0441666666666665,2.0,608.0,0.003289473684210526
216217,5.025277777777778,3.0,217.0,0.013824884792626729
106434,5.0216666666666665,1.0,130.0,0.007692307692307693
49305,5.0175,1.0,1010.0,0.0009900990099009901
73204,5.015555555555555,1.0,1276.0,0.0007836990595611285
204213,5.013888888888889,1.0,530.0,0.0018867924528301887
4410,5.011666666666667,1.0,723.0,0.0013831258644536654
180335,5.006666666666667,1.0,326.0,0.003067484662576687
23032,5.003888888888889,2.0,1075.0,0.0018604651162790699
84827,4.998888888888889,2.0,384.0,0.005208333333333333
44543,4.994722222222222,1.0,368.0,0.002717391304347826
19526,4.993888888888889,1.0,380.0,0.002631578947368421
179957,4.978611111111111,2.0,298.0,0.006711409395973154
224404,4.973611111111111,4.0,355.0,0.011267605633802818
21269,4.966666666666667,3.0,2276.0,0.0013181019332161687
177155,4.965833333333333,1.0,1334.0,0.0007496251874062968
17930,4.957777777777777,2.0,217.0,0.009216589861751152
54684,4.9494444444444445,1.0,1922.0,0.0005202913631633715
66436,4.944166666666667,2.0,2943.0,0.0006795786612300374
6204,4.939444444444445,2.0,1285.0,0.0015564202334630351
2874,4.935833333333333,3.0,1112.0,0.002697841726618705
219764,4.932222222222222,1.0,249.0,0.004016064257028112
126865,4.9319444444444445,1.0,510.0,0.00196078431372549
44801,4.93,2.0,3231.0,0.0006190034045187249
126148,4.923055555555556,1.0,111.0,0.009009009009009009
202576,4.9191666666666665,1.0,368.0,0.002717391304347826
225799,4.901388888888889,1.0,216.0,0.004629629629629629
148450,4.895555555555555,2.0,10688.0,0.00018712574850299402
200519,4.885833333333333,1.0,371.0,0.0026954177897574125
200033,4.884722222222222,1.0,163.0,0.006134969325153374
111249,4.876111111111111,3.0,1029.0,0.0029154518950437317
157026,4.875277777777778,1.0,106.0,0.009433962264150943
79747,4.874444444444444,5.0,2632.0,0.001899696048632219
154592,4.873055555555555,1.0,2835.0,0.0003527336860670194
168067,4.861944444444444,1.0,937.0,0.0010672358591248667
25046,4.858888888888889,3.0,5168.0,0.0005804953560371517
7687,4.858055555555556,2.0,2542.0,0.0007867820613690008
112208,4.854166666666667,1.0,368.0,0.002717391304347826
152964,4.852777777777778,1.0,3367.0,0.000297000297000297
230609,4.849166666666667,1.0,136.0,0.007352941176470588
74153,4.8425,1.0,2338.0,0.000427715996578272
144278,4.841388888888889,1.0,189.0,0.005291005291005291
167144,4.8405555555555555,1.0,111.0,0.009009009009009009
197484,4.828055555555555,1.0,302.0,0.0033112582781456954
147575,4.816388888888889,1.0,347.0,0.002881844380403458
180277,4.812222222222222,3.0,581.0,0.0051635111876075735
113166,4.809166666666667,1.0,162.0,0.006172839506172839
93573,4.793055555555555,2.0,3036.0,0.0006587615283267457
97175,4.790277777777778,3.0,316.0,0.00949367088607595
110369,4.769166666666667,2.0,3295.0,0.0006069802731411229
58682,4.767777777777778,2.0,1406.0,0.001422475106685633
17562,4.766666666666667,2.0,4171.0,0.0004795013186286262
113123,4.761111111111111,1.0,1592.0,0.000628140703517588
233849,4.745833333333334,1.0,68.0,0.014705882352941176
215708,4.728611111111111,1.0,579.0,0.0017271157167530224
57435,4.724722222222222,2.0,361.0,0.00554016620498615
18775,4.716388888888889,5.0,2292.0,0.002181500872600349
14286,4.714444444444444,1.0,1824.0,0.0005482456140350877
8786,4.708611111111111,1.0,3549.0,0.0002817695125387433
54852,4.708333333333333,3.0,2414.0,0.0012427506213753107
139711,4.695555555555556,2.0,691.0,0.002894356005788712
177730,4.6875,2.0,200.0,0.01
101997,4.687222222222222,2.0,1565.0,0.0012779552715654952
30191,4.684722222222222,4.0,27874.0,0.00014350290593384516
