tag,UpVotes,user_id,rownum
"php","355","848612","1"
"laravel","158","848612","2"
"phpmyadmin","137","848612","3"
"mysql","122","848612","4"
"git-commit","121","848612","5"
"android","23","848621","1"
"c","23","848621","2"
"memory-management","12","848621","3"
"memory","12","848621","4"
"undefined-behavior","12","848621","5"
"python","152","849022","1"
"beautifulsoup","93","849022","2"
"pygtk","31","849022","3"
"gtk","30","849022","4"
"gtktreeview","24","849022","5"
"c#","10","849462","1"
"multithreading","7","849462","2"
"parallel-processing","7","849462","3"
"android","4","849462","4"
"key","4","849462","5"
"angularjs","84","850184","1"
"protractor","37","850184","2"
"watch","36","850184","3"
"javascript","32","850184","4"
"chai","32","850184","5"
"common-lisp","1755","850781","1"
"lisp","1282","850781","2"
"emacs","636","850781","3"
"elisp","560","850781","4"
"clisp","195","850781","5"
"php","467","878627","1"
"api","447","878627","2"
"web-services","447","878627","3"
"rest","447","878627","4"
"objective-c","19","878627","5"
"delphi","31","879153","1"
"fastmm","23","879153","2"
"memory-leaks","23","879153","3"
"c#","8","879153","4"
"java","5","879153","5"
"javascript","55","880125","1"
"node.js","50","880125","2"
"puppeteer","12","880125","3"
"npm","11","880125","4"
"html","11","880125","5"
"c++","58","880984","1"
"markov-chains","19","880984","2"
"stl","19","880984","3"
"math","19","880984","4"
"php","630","823738","1"
"sql","578","823738","2"
"mysql","576","823738","3"
"security","574","823738","4"
"sql-injection","571","823738","5"
"java","291","823991","1"
"encryption","84","823991","2"
"rsa","76","823991","3"
"awt","69","823991","4"
"graphics","68","823991","5"
"magento","14","824473","1"
"php","10","824473","2"
"security","9","824473","3"
"csrf","9","824473","4"
"owasp","9","824473","5"
"python","159","824788","1"
"python-imaging-library","53","824788","2"
"image","41","824788","3"
"tiff","27","824788","4"
"resolution","26","824788","5"
"loops","3","825889","1"
"c#","3","825889","2"
"mouseevent","2","825889","3"
".net","2","825889","4"
"android","1","825889","5"
"android","110","826316","1"
"process","25","826316","2"
"kill-process","25","826316","3"
"vb.net","17","826316","4"
"android-appwidget","16","826316","5"
"java","263","827480","1"
"spring-mvc","83","827480","2"
"spring","72","827480","3"
"aop","54","827480","4"
"tomcat","52","827480","5"
"bash","1583","828193","1"
"awk","443","828193","2"
"java","379","828193","3"
"shell","370","828193","4"
"linux","349","828193","5"
"c++","4146","845092","1"
"c++11","846","845092","2"
"stl","468","845092","3"
"enums","439","845092","4"
"c","372","845092","5"
"javascript","169","845280","1"
"regex","67","845280","2"
"jquery","63","845280","3"
"fuzzy-search","62","845280","4"
"pattern-matching","62","845280","5"
"tcl","396","845414","1"
"java","345","845414","2"
"telegram-bot","86","845414","3"
"sqlite","52","845414","4"
"expect","45","845414","5"
"javascript","955","856501","1"
"canvas","762","856501","2"
"html","662","856501","3"
"html5-canvas","444","856501","4"
"css","189","856501","5"
"varnish","38","856823","1"
"heroku","34","856823","2"
"android","22","856823","3"
"java","22","856823","4"
"rack-cache","19","856823","5"
"c++","813","857994","1"
"java","235","857994","2"
"vector","119","857994","3"
"struct","112","857994","4"
"linux","106","857994","5"
"scrapy","819","858913","1"
"python","622","858913","2"
"web-crawler","216","858913","3"
"scrapy-spider","170","858913","4"
"web-scraping","152","858913","5"
"algorithm","558","882051","1"
"file","544","882051","2"
"memory-limit","533","882051","3"
"search","533","882051","4"
"out-of-memory","533","882051","5"
"swift","1052","882139","1"
"swift-protocols","1052","882139","2"
"delegates","1052","882139","3"
"ios","13","882139","4"
"objective-c","7","882139","5"
"c#","155","882200","1"
".net","116","882200","2"
"csharpcodeprovider","72","882200","3"
"embedded-resource","72","882200","4"
"linux","34","882200","5"
"wicket","2","882756","1"
"wildfly","2","882756","2"
"apache","2","882756","3"
"csrf","2","882756","4"
"reverse-proxy","2","882756","5"
"php","39","883450","1"
"jquery","21","883450","2"
"events","16","883450","3"
"memory-leaks","16","883450","4"
"unbind","16","883450","5"
"c#","258","884101","1"
"asp.net-mvc","103","884101","2"
"asp.net","97","884101","3"
"sql-server","21","884101","4"
"sql","18","884101","5"
"android","972","885028","1"
"android-studio","490","885028","2"
"kotlin","416","885028","3"
"java","390","885028","4"
"python","252","885028","5"
"javascript","14","903015","1"
"chart.js","6","903015","2"
"bar-chart","6","903015","3"
"jquery","5","903015","4"
"console","5","903015","5"
"c#","466","903124","1"
"sql","192","903124","2"
"vb.net","133","903124","3"
".net","109","903124","4"
"sql-server","104","903124","5"
"django","762","903790","1"
"python","478","903790","2"
"html","132","903790","3"
"django-models","128","903790","4"
"mysql","97","903790","5"
"c","42","904194","1"
"c++","34","904194","2"
"algorithm","33","904194","3"
"bitwise-operators","13","904194","4"
"sorting","11","904194","5"
"strcpy","2","904743","1"
"buffer-overflow","2","904743","2"
"cuda","1","904743","3"
"c++","1","904743","4"
"linux","1","904743","5"
"objective-c","41","905260","1"
"ios","30","905260","2"
"retain-cycle","27","905260","3"
"nstimer","27","905260","4"
"automatic-ref-counting","27","905260","5"
"android","17","905691","1"
"memory-leaks","4","905691","2"
"leakcanary","4","905691","3"
"java","2322","905762","1"
"junit","573","905762","2"
"mockito","310","905762","3"
"reflection","279","905762","4"
"sublimetext3","132","771496","3"
"asp.net-mvc","92","771496","4"
"php","90","771496","5"
"java","1014","771837","1"
"inheritance","276","771837","2"
"c#","245","771837","3"
"generics","215","771837","4"
"android","211","771837","5"
"c++","4","784398","1"
"class","3","784398","2"
"subclass","3","784398","3"
"oop","1","784398","4"
"sdl","1","784398","5"
"c#","1119","784449","1"
"c++","528","784449","2"
".net","306","784449","3"
"string","296","784449","4"
"equals","290","784449","5"
"ios","1063","784753","1"
"objective-c","788","784753","2"
"xcode","550","784753","3"
"swift","365","784753","4"
"iphone","310","784753","5"
"drupal","226","784877","1"
"drupal-7","169","784877","2"
"php","144","784877","3"
"drupal-theming","45","784877","4"
"drupal-modules","32","784877","5"
"javascript","5945","785065","1"
"node.js","4225","785065","2"
"ecmascript-6","2911","785065","3"
"babeljs","2196","785065","4"
"express","1329","785065","5"
"linux","326","805631","1"
"valgrind","187","805631","2"
"c","124","805631","3"
"unix","119","805631","4"
"bash","117","805631","5"
"google-maps","381","805681","1"
"google-maps-api-3","327","805681","2"
"javascript","203","805681","3"
"html","75","805681","4"
"algorithm","74","805681","5"
"css","191","806599","1"
"html","126","806599","2"
"jquery","51","806599","3"
"javascript","37","806599","4"
"php","31","806599","5"
"sonarqube","239","806736","1"
"java","67","806736","2"
"sonar-runner","26","806736","3"
"jenkins","22","806736","4"
"spark-java","16","806736","5"
"firebase","10733","807126","1"
"google-cloud-firestore","5126","807126","2"
"google-cloud-functions","4418","807126","3"
"android","2869","807126","4"
"javascript","2753","807126","5"
"javascript","125","869895","1"
"date","67","869895","2"
"react-native","44","869895","3"
"react-native-scrollview","41","869895","4"
"react-native-listview","41","869895","5"
"z3","409","869966","1"
"smt","106","869966","2"
"z3py","76","869966","3"
"c++","40","869966","4"
"java","36","869966","5"
"mercurial","198","870953","1"
"branch","53","870953","2"
"c++","31","870953","3"
"tortoisehg","24","870953","4"
"version-control","22","870953","5"
"macos","31","871119","1"
"cocoa","24","871119","2"
"objective-c","23","871119","3"
"xcode","13","871119","4"
"gdb","13","871119","5"
"c#","1236","871910","1"
".net","271","871910","2"
"android","239","871910","3"
"c++","238","871910","4"
"java","232","871910","5"
"objective-c","475","881456","1"
"swift","314","881456","2"
"macos","227","881456","3"
"xcode","221","881456","4"
"objective-c-runtime","127","881456","5"
"c#","699","881798","1"
".net","119","881798","2"
"asp.net","102","881798","3"
"sql-server","95","881798","4"
"asp.net-web-api","70","881798","5"
"itunes","83","893299","4"
"ios5","16","893299","5"
"struct","2","894280","1"
"objective-c","2","894280","2"
"objective-c++","2","894280","3"
"segmentation-fault","1","894280","4"
"html","1","894280","5"
"html","601","894328","1"
"bootstrap-4","582","894328","2"
"html-table","582","894328","3"
"c","286","894328","4"
"awk","153","894328","5"
"image-processing","181","894763","1"
"image","173","894763","2"
"python","153","894763","3"
"vips","116","894763","4"
"imagemagick","110","894763","5"
"java","1010","895215","1"
"hibernate","256","895215","2"
"multithreading","205","895215","3"
"enums","196","895215","4"
"future","133","895215","5"
"nsuserdefaults","25","895442","1"
"uiwebview","25","895442","2"
"iphone","25","895442","3"
"objective-c","25","895442","4"
"ios","25","895442","5"
"java","23","895477","1"
"jsf-2","16","895477","2"
"jsf","10","895477","3"
"composite-component","9","895477","4"
"cxf","8","895477","5"
"image","8","916672","1"
"diagram","8","916672","2"
"neural-network","8","916672","3"
"parsing","2","916672","4"
"c#","2","916672","5"
"java","638","917548","1"
"null","60","917548","2"
"put","56","917548","3"
"dictionary","56","917548","4"
"jvm","56","917548","5"
"c++","70","917880","1"
"c","41","917880","2"
"winapi","40","917880","3"
"windows","34","917880","4"
"macos","19","917880","5"
"javascript","2287","918910","1"
"es6-promise","1304","918910","2"
"webrtc","935","918910","3"
"promise","931","918910","4"
"asynchronous","426","918910","5"
"iphone","1286","836407","2"
"objective-c","1053","836407","3"
"python","956","836407","4"
"ipad","636","836407","5"
"c++","1339","845568","1"
"windows","113","845568","2"
"pointers","111","845568","3"
"c","91","845568","4"
"c++11","88","845568","5"
"git","319","845716","1"
"git-commit","189","845716","2"
"amend","189","845716","3"
"objective-c","86","845716","4"
"ios","76","845716","5"
"uitableview","46","845935","1"
"iphone","46","845935","2"
"xamarin","46","845935","3"
"ios","46","845935","4"
"xamarin.ios","46","845935","5"
"ios","4398","846273","1"
"objective-c","3869","846273","2"
"swift","1761","846273","3"
"scala","1715","846273","4"
"iphone","1359","846273","5"
"tinymce-4","8","858981","1"
"tinymce","8","858981","2"
"php","4","858981","3"
"tcp","3","858981","4"
"database","3","858981","5"
"ios","264","859183","1"
"objective-c","119","859183","2"
"iphone","106","859183","3"
"deprecated","93","859183","4"
"uidevice","93","859183","5"
"scala","45","859673","1"
"java","39","859673","2"
"spring","15","859673","3"
"json","12","859673","4"
"reflection","11","859673","5"
"javascript","2307","860099","1"
"arrays","396","860099","2"
"html","369","860099","3"
"jquery","308","860099","4"
"angular","286","860099","5"
"c++","2","860249","1"
"tcl","2","860249","2"
"ldd","1","860249","3"
"segmentation-fault","1","860249","4"
"c","1","860249","5"
"git","275","860522","1"
"git-branch","272","860522","2"
"branch","272","860522","3"
"perl","11","860522","4"
"linux","10","860522","5"
"gwt","1056","860630","1"
"java","478","860630","2"
"gxt","164","860630","3"
"javascript","77","860630","4"
"jsni","61","860630","5"
"ios","12","888835","1"
"iphone","9","888835","2"
"signal-processing","7","888835","3"
"accelerometer","7","888835","4"
"physics","7","888835","5"
"php","29","889312","1"
"ckeditor","27","889312","2"
"html","4","889312","3"
"jquery","2","889312","4"
"passwords","2","889312","5"
"iphone","275","889455","1"
"itunes","204","889455","2"
"app-store","203","889455","3"
"rating","203","889455","4"
"ios7","203","889455","5"
"ios","136","889538","1"
"xcode","80","889538","2"
"ios-extensions","40","889538","3"
"provisioning-profile","40","889538","4"
"code-signing","40","889538","5"
"php","231","889583","1"
"java","214","889583","2"
"html","133","889583","3"
"tomcat","111","889583","4"
"jdbc","88","889583","5"
"java","62","889742","1"
"c++","48","889742","2"
"generics","20","889742","3"
".net","14","889742","4"
"infinity","11","889742","5"
"symfony","45","889923","1"
"php","37","889923","2"
"node.js","31","889923","3"
"javascript","29","889923","4"
"c++","17","889923","5"
"c","35","890897","1"
"c++","24","890897","2"
"double","6","890897","3"
"c-strings","6","890897","4"
"string","6","890897","5"
"c#","280","891715","1"
".net","53","891715","2"
"wpf","51","891715","3"
"winforms","44","891715","4"
"assemblyresolve","32","891715","5"
"objective-c","693","892629","1"
"dispatch-async","520","892629","2"
"asynchronous","520","892629","3"
"css","333","892629","4"
"html","263","892629","5"
"ios","124","893299","1"
"xcode","102","893299","2"
"application-loader","83","893299","3"
"angularjs","72","911192","1"
"javascript","70","911192","2"
"angularjs-directive","19","911192","3"
"angular-ui-router","18","911192","4"
"php","17","911192","5"
"django","1130","911519","1"
"python","641","911519","2"
"model-view-controller","153","911519","3"
"data-access-layer","153","911519","4"
"business-logic-layer","153","911519","5"
"android","162","911870","1"
"java","41","911870","2"
"ruby-on-rails","38","911870","3"
"node.js","37","911870","4"
"ios","35","911870","5"
"elixir","386","912225","1"
"erlang","264","912225","2"
"phoenix-framework","104","912225","3"
"functional-programming","85","912225","4"
"variable-assignment","59","912225","5"
"c","23","913182","1"
"html","18","913182","2"
"css","12","913182","3"
"php","12","913182","4"
"javascript","7","913182","5"
"c#","143","913903","1"
"asp.net","39","913903","2"
"asp.net-mvc","31","913903","3"
"visual-studio-2010","31","913903","4"
"asp.net-mvc-4","27","913903","5"
"ios","160","916250","1"
"objective-c","119","916250","2"
"iphone","79","916250","3"
"xcode","38","916250","4"
"javascript","16","867395","4"
"distortion","13","867395","5"
"boost","4","868179","1"
"segmentation-fault","4","868179","2"
"multithreading","4","868179","3"
"c++","4","868179","4"
"java","116","868975","1"
"spring","16","868975","2"
"elasticsearch","14","868975","3"
"string","13","868975","4"
"maven-2","11","868975","5"
"c#","90","869250","1"
"mvvm","28","869250","2"
"unit-testing","19","869250","3"
"prism","19","869250","4"
"delegatecommand","19","869250","5"
"node.js","16","869426","1"
"javascript","10","869426","2"
"oauth","9","869426","3"
"redirect","9","869426","4"
"google-api","9","869426","5"
"java","129","869488","1"
"sqlplus","18","869488","2"
"oracle","18","869488","3"
"string","18","869488","4"
"java-me","10","869488","5"
"c#","1884","869621","1"
"windows-phone-7","648","869621","2"
"windows-phone-8","498","869621","3"
".net","370","869621","4"
"xaml","261","869621","5"
"symfony","521","875519","1"
"php","201","875519","2"
"symfony-routing","114","875519","3"
"doctrine-orm","85","875519","4"
"twig","79","875519","5"
"github","120","875806","1"
"android","31","875806","2"
"jquery","28","875806","3"
"mobile","13","875806","4"
"jquery-mobile","12","875806","5"
"java","41","876739","1"
"hibernate","13","876739","2"
"jdbc","12","876739","3"
"struts2","12","876739","4"
"sql","12","876739","5"
"reactjs","294","877279","1"
"javascript","159","877279","2"
"typescript","146","877279","3"
"konvajs","65","877279","4"
"redux","61","877279","5"
"ruby-on-rails","298","877472","1"
"ruby-on-rails-4","182","877472","2"
"ruby","177","877472","3"
"sanitization","73","877472","4"
"java","70","877472","5"
"javascript","32","877542","1"
"delphi","25","877542","2"
"c++","21","877542","3"
"windows","17","877542","4"
"node.js","17","877542","5"
"c#","27","878077","1"
"telerik-reporting","25","878077","2"
"telerik","25","878077","3"
"windows-7-x64","22","878077","4"
"visual-studio-code","22","878077","5"
"android","316","878159","1"
"eclipse","57","878159","2"
"fragment","55","878159","3"
"jar","50","878159","4"
"multithreading","46","878159","5"
"c++","467","878307","1"
"c++11","184","878307","2"
"stl","110","878307","3"
"pointers","33","878307","4"
"constructor","25","878307","5"
"php","18","878383","1"
"html","9","878383","2"
"forms","4","878383","3"
"css","4","878383","4"
"wordpress","3","878383","5"
"c++","739","878532","1"
"c++11","161","878532","2"
"linux","101","878532","3"
"templates","100","878532","4"
"c","88","878532","5"
"phpunit","45","896244","1"
"php","41","896244","2"
"oop","8","896244","3"
"cidr","6","896244","4"
"javascript","6","896244","5"
"javascript","294","896358","1"
"html","183","896358","2"
"jquery","121","896358","3"
"css","117","896358","4"
"reactjs","52","896358","5"
"ios","332","896736","1"
"xcode","138","896736","2"
"iphone","117","896736","3"
"apple-push-notifications","74","896736","4"
"google-plus","44","896736","5"
"c++","7","897660","1"
"nullptr","4","897660","2"
"memory-leaks","4","897660","3"
"pointers","4","897660","4"
"vector","1","897660","5"
"c#","60","900202","1"
"asp.net","36","900202","2"
"get","27","900202","3"
".net","13","900202","4"
"jquery","12","900202","5"
"macos","20","900693","1"
"objective-c","20","900693","2"
"cocoa","17","900693","3"
"networking","13","900693","4"
"iphone","13","900693","5"
"bash","1477","900873","1"
"shell","590","900873","2"
"ios","565","900873","3"
"c","461","900873","4"
"find","423","900873","5"
"ruby-on-rails","8","919589","1"
"ruby","8","919589","2"
"subdomain","8","919589","3"
"csrf","8","919589","4"
"php","6","919589","5"
"c++","198","919747","1"
"sse","122","919747","2"
"simd","91","919747","3"
"avx","79","919747","4"
"intrinsics","62","919747","5"
"c++","260","920069","1"
"winapi","38","920069","2"
"qt","36","920069","3"
"c","27","920069","4"
"user-interface","26","920069","5"
"php","34","920350","1"
"mysql","16","920350","2"
"java","15","920350","3"
"web-services","15","920350","4"
"thrift","14","920350","5"
"python","12","920494","1"
"kubernetes","8","920494","2"
"ios","7","920494","3"
"c++","6","920494","4"
"objective-c","5","920494","5"
"git","2","921319","1"
"emacs","2","921319","2"
"awk","129","845034","3"
"sed","98","845034","4"
"vim","89","845034","5"
"sql","2","851330","1"
"aws-cli","2","851330","2"
"boto3","2","851330","3"
"amazon-athena","2","851330","4"
"python-2.7","2","851330","5"
"php","189","851885","1"
"cakephp","125","851885","2"
"function","40","851885","3"
"javascript","38","851885","4"
"return","25","851885","5"
"slickgrid","29","852398","1"
"css","23","852398","2"
"jquery","14","852398","3"
"javascript","11","852398","4"
"package-managers","10","852398","5"
"c#","341","852806","1"
"visual-studio","318","852806","2"
"asp.net-mvc","275","852806","3"
"entity-framework","258","852806","4"
"nuget-package","225","852806","5"
"c","49","853065","1"
"ruby","37","853065","2"
"ruby-on-rails","37","853065","3"
"linux","26","853065","4"
"bash","20","853065","5"
"c++","185","854742","1"
"c","168","854742","2"
"winapi","86","854742","3"
"windows","82","854742","4"
"printing","31","854742","5"
"android","353","854864","1"
"imageview","253","854864","2"
"zoom","214","854864","3"
"android-viewpager","43","854864","4"
"pinchzoom","43","854864","5"
"ios","64","855738","1"
"html","63","855738","2"
"dreamweaver","48","855738","3"
"css","48","855738","4"
"photoshop","48","855738","5"
"linux","211","861399","1"
"ubuntu","183","861399","2"
"startup","183","861399","3"
"javascript","104","861399","4"
"php","94","861399","5"
"sqlite","56","862193","1"
"python","55","862193","2"
"sql","55","862193","3"
"ios","31","862193","4"
"core-audio","27","862193","5"
"adpcm","3","862296","1"
"openal","3","862296","2"
"audio","3","862296","3"
"audio-streaming","3","862296","4"
"linux","1","862296","5"
"php","4027","862594","1"
"arrays","626","862594","2"
"regex","475","862594","3"
"variables","381","862594","4"
"java","342","862594","5"
"angular","42","863311","1"
"jenkins-pipeline","24","863311","2"
"jenkins","24","863311","3"
"groovy","23","863311","4"
"java","21","863311","5"
"php","12","863923","1"
"geocoding","8","863923","2"
"geolocation","8","863923","3"
"geo","8","863923","4"
"geospatial","8","863923","5"
"java","16","937006","1"
"streaming","8","937006","2"
"h.264","8","937006","3"
"rtp","8","937006","4"
"gstreamer","8","937006","5"
"python","36","937453","1"
"flask","32","937453","2"
"python-3.x","9","937453","3"
"wtforms","8","937453","4"
"flask-login","5","937453","5"
"python","12","938884","1"
"excel","8","938884","2"
"types","8","938884","3"
"xlrd","8","938884","4"
"date","8","938884","5"
"python","183","939018","1"
"javascript","43","939018","2"
"mongodb","40","939018","3"
"flask","36","939018","4"
"testing","33","939018","5"
"c#","506","939213","1"
"winforms","210","939213","2"
".net","77","939213","3"
"picturebox","50","939213","4"
"arrays","20","939213","5"
"java","24","941045","1"
"multithreading","8","941045","2"
"swing","5","941045","3"
"intellij-idea","5","941045","4"
"generics","4","941045","5"
"c++","6","941650","1"
"windbg","6","941650","2"
"unicode","5","941650","3"
"utf-8","5","941650","4"
"utf-16","5","941650","5"
"python","208","941679","1"
"list","208","941679","2"
"dictionary","208","941679","3"
"key","208","941679","4"
"c","17","941679","5"
"typescript","7705","942852","1"
"javascript","3046","942852","2"
"arrays","1194","942852","3"
"angular","1064","942852","4"
"reactjs","929","942852","5"
"c++","557","963864","1"
"templates","81","963864","2"
"c++11","75","963864","3"
"this","71","963864","4"
"name-lookup","59","963864","5"
"ruby-on-rails","32","964144","1"
"ruby","11","964144","2"
"ruby-on-rails-3","11","964144","3"
"ios","5","964144","4"
"clone","5","964144","5"
"java","75","964976","1"
"binary-tree","38","964976","2"
"non-recursive","37","964976","3"
"traversal","37","964976","4"
"android","37","964976","5"
"c++","63","965799","1"
"opencv","31","965799","2"
"kinect","16","965799","3"
"computer-vision","15","965799","4"
"visual-studio-2010","15","965799","5"
"c++","114","965934","1"
"opengl","19","965934","2"
"qt5","11","965934","3"
"qt","11","965934","4"
"multithreading","10","965934","5"
"ruby","228","966097","1"
"regex","170","966097","2"
"validation","102","966097","3"
"email","99","966097","4"
"deadlock","5","813506","4"
"database","4","813506","5"
"ios","120","813891","1"
"iphone","91","813891","2"
"objective-c","88","813891","3"
"php","57","813891","4"
"html","35","813891","5"
"c++","188","814164","1"
"string","135","814164","2"
"stringstream","133","814164","3"
"c","36","814164","4"
"terminal","21","814164","5"
"ios","150","814297","1"
"nsarray","131","814297","2"
"nsdictionary","131","814297","3"
"android","52","814297","4"
"bash","38","814297","5"
"c#","724","814735","1"
"autofac","722","814735","2"
"dependency-injection","204","814735","3"
"asp.net-web-api","119","814735","4"
"inversion-of-control","113","814735","5"
"ios","329","816150","1"
"iphone","290","816150","2"
"objective-c","234","816150","3"
"cocoa-touch","117","816150","4"
"webkit","95","816150","5"
"symfony","535","816365","1"
"php","281","816365","2"
"ajax","88","816365","3"
"csrf","86","816365","4"
"routing","75","816365","5"
"javascript","53","817766","1"
"python","48","817766","2"
"html","43","817766","3"
"jquery","37","817766","4"
"java","30","817766","5"
"javascript","195","836611","1"
"python","162","836611","2"
"node.js","107","836611","3"
"syntax","94","836611","4"
"pip","92","836611","5"
"android-scrollbar","2","836918","1"
"css","2","836918","2"
"overflow","2","836918","3"
"android","2","836918","4"
"mobile","2","836918","5"
"python","77","837255","1"
"django","71","837255","2"
"javascript","64","837255","3"
"angularjs","63","837255","4"
"php","34","837255","5"
"spring-cloud-stream","155","837717","1"
"spring-integration","95","837717","2"
"spring","74","837717","3"
"spring-boot","66","837717","4"
"spring-cloud","46","837717","5"
"android","40","838151","1"
"alarmmanager","28","838151","2"
"java","26","838151","3"
"email","19","838151","4"
"javascript","16","838151","5"
"django","19","838196","1"
"biginteger","19","838196","2"
"auto-increment","19","838196","3"
"python","19","838196","4"
"primary-key","19","838196","5"
"c++","557","838975","1"
"python","317","838975","2"
"java","174","838975","3"
"maven","151","838975","4"
"stl","136","838975","5"
"python","252","839338","1"
"beautifulsoup","133","839338","2"
"web-scraping","115","839338","3"
"python-3.x","64","839338","4"
"html","43","839338","5"
"ios","18","846340","1"
"ffmpeg","11","846340","2"
"video-streaming","10","846340","3"
"video-encoding","9","846340","4"
"uitableview","6","846340","5"
"c++","964","847601","1"
"bash","619","847601","2"
"linux","590","847601","3"
"c","470","847601","4"
"vim","442","847601","5"
"python","262","902013","1"
"python-3.x","99","902013","2"
"csv","69","902013","3"
"windows","66","902013","4"
"php","30","902013","5"
"asp.net","3","902275","1"
"c#","3","902275","2"
"docker-compose","2","902275","3"
"krakend","2","902275","4"
"redis","2","902275","5"
"windows","1300","902497","1"
"c++","1196","902497","2"
"c#","706","902497","3"
"winapi","661","902497","4"
"batch-file","532","902497","5"
"c","16","931794","1"
"c++","9","931794","2"
"linux","8","931794","3"
"winapi","7","931794","4"
"private-methods","5","931794","5"
"github","1","931861","1"
"ssh-keys","1","931861","2"
"ubuntu-11.04","1","931861","3"
"jenkins","1","931861","4"
"c#","8693","932418","1"
"json","2081","932418","2"
".net","1612","932418","3"
"json.net","1357","932418","4"
"xml","818","932418","5"
"c++","34","932588","1"
"visual-studio","19","932588","2"
"templates","13","932588","3"
"createuserwizard","13","932588","4"
"c#","12","932588","5"
"sts-springsourcetoolsuite","3","934287","1"
"android","2","934287","2"
"dependencies","2","934287","3"
"jpl","1","934287","4"
"ruby","1","934287","5"
"objective-c","67","934710","1"
"ios","67","934710","2"
"javascript","57","934710","3"
"nsarray","52","934710","4"
"cocoa","47","934710","5"
"c++","3879","951890","1"
"python","1979","951890","2"
"iostream","1686","951890","3"
"benchmarking","1684","951890","4"
"getline","1684","951890","5"
"python","177","952112","1"
"django","151","952112","2"
"django-admin","77","952112","3"
"django-models","75","952112","4"
"datetime-format","30","952112","5"
"python","4880","953482","1"
"python-3.x","1494","953482","2"
"loops","800","953482","3"
"user-input","742","953482","4"
"java","118","875496","1"
"swing","62","875496","2"
"windowlistener","24","875496","3"
"jframe","23","875496","4"
"eclipse","22","875496","5"
"ios","543","885029","1"
"sharedpreferences","203","885029","2"
"objective-c","139","885029","3"
"ios7","107","885029","4"
"uinavigationbar","82","885029","5"
"ruby-on-rails","538","885036","1"
"ruby-on-rails-3","208","885036","2"
"ruby","103","885036","3"
"sidekiq","103","885036","4"
"database","70","885036","5"
"etl","2","885335","1"
"itext","2","885335","2"
"java","2","885335","3"
"string","1","885335","4"
"jsf-2","1","885335","5"
"c","231","885605","1"
"c++","100","885605","2"
"gcc","60","885605","3"
"glibc","55","885605","4"
"deprecated","53","885605","5"
"c","15","886206","1"
"operator-precedence","4","886206","2"
"assembly","4","886206","3"
"segmentation-fault","3","886206","4"
"hook","3","886206","5"
"java","44","886465","1"
"css","27","886465","2"
"html","20","886465","3"
"javascript","15","886465","4"
"arrays","12","886465","5"
"c++","148","886707","1"
"boost","61","886707","2"
"c","40","886707","3"
"opengl","39","886707","4"
"string","38","886707","5"
"javascript","115","886881","1"
"node.js","91","886881","2"
"python","67","886881","3"
"mysql","60","886881","4"
"node-mysql","60","886881","5"
"java","63","887290","1"
"spring","17","887290","2"
"spring-boot","15","887290","3"
"spring-mvc","12","887290","4"
"hibernate","9","887290","5"
"opencv","474","888688","1"
"python","175","888688","2"
"c++","170","888688","3"
"cakephp","106","888688","4"
"cmake","95","888688","5"
"c++","2916","906773","1"
"c++11","1111","906773","2"
"typedef","607","906773","3"
"using-declaration","590","906773","4"
"templates","237","906773","5"
"java","6","907199","1"
"websphere","4","907199","2"
"jestjs","4","907199","3"
"node.js","4","907199","4"
"jpa","4","907199","5"
"android","280","908425","1"
"android-webview","56","908425","2"
"php","49","908425","3"
"java","41","908425","4"
"javascript","34","908425","5"
"clickjacking","10","908502","1"
"http-headers","10","908502","2"
"redirect","10","908502","3"
"x-frame-options","10","908502","4"
"symfony","4","908502","5"
"wikipedia","65","908703","1"
"wikipedia-api","65","908703","2"
"mediawiki","52","908703","3"
"mediawiki-api","52","908703","4"
"json","52","908703","5"
"android","100","909009","1"
"android-intent","55","909009","2"
"hyperlink","55","909009","3"
"google-play","55","909009","4"
"adb","22","909009","5"
"android","815","909317","1"
"android-intent","159","909317","2"
"android-library","140","909317","3"
"policy","98","909317","4"
"privacy","98","909317","5"
"asp.net-mvc","54","991733","1"
"javascript","51","991733","2"
"knockout.js","49","991733","3"
"c#","42","991733","4"
"asp.net-web-api","38","991733","5"
"java","25328","992484","1"
"swing","16527","992484","2"
"jframe","2049","992484","3"
"jpanel","2037","992484","4"
"jtable","1549","992484","5"
"heroku","223","1003412","1"
"git","220","1003412","2"
"android","19","1003412","3"
"avd","16","1003412","4"
"ruby-on-rails","16","1003412","5"
"coldfusion","73","1003830","1"
".htaccess","60","1003830","2"
"server-sent-events","35","1003830","3"
"android-intent","30","1003830","4"
"android","30","1003830","5"
"windbg","178","1004756","1"
"debugging","45","1004756","2"
"c++","38","1004756","3"
"windows","28","1004756","4"
"memory-leaks","17","1004756","5"
"javascript","181","1005206","1"
"xmlhttprequest","174","1005206","2"
"youtube-api","174","1005206","3"
"ajax","174","1005206","4"
"cors","174","1005206","5"
"visual-studio-2017","6","1005373","1"
"memory-leaks","6","1005373","2"
"c++","6","1005373","3"
"crt","6","1005373","4"
"sybase-ase","2","1005373","5"
"haskell","3443","1006010","1"
"monads","984","1006010","2"
"functional-programming","852","1006010","3"
"terminology","722","1006010","4"
"ghc","538","1006010","5"
"iphone","126","1006594","1"
"ios","67","1006594","2"
"ios5","62","1006594","3"
"uitableview","58","1006594","4"
"nsexception","48","1006594","5"
"javascript","40","1006936","1"
