tag,UpVotes,user_id,rownum
"string","114","120753","4"
"jquery","62","120753","5"
"performance","29","120806","1"
"eclipse","27","120806","2"
"docker","5","120806","3"
"php","4","120806","4"
"sql","4","120806","5"
"java","1240","120808","1"
"syntax","661","120808","2"
"bash","644","120808","3"
"shell","627","120808","4"
"quotes","601","120808","5"
"javascript","602","124069","1"
"html","578","124069","2"
"json","518","124069","3"
"object","508","124069","4"
"asp.net","364","124069","5"
"extjs","152","124160","1"
"playframework","120","124160","2"
"javascript","95","124160","3"
"java","89","124160","4"
"sql","59","124160","5"
"ruby","1096","124504","1"
"ruby-on-rails","590","124504","2"
"configuration","172","124504","3"
"xml","103","124504","4"
"json","102","124504","5"
"c#","2944","127059","1"
".net","788","127059","2"
"java","333","127059","3"
"linq","323","127059","4"
"php","291","127059","5"
"ruby","427","130006","1"
"ruby-on-rails","255","130006","2"
"history","50","130006","3"
"kill","50","130006","4"
"command","50","130006","5"
"cassandra","1539","130168","1"
"nosql","485","130168","2"
"database","140","130168","3"
"hbase","136","130168","4"
"hadoop","135","130168","5"
"iphone","306","130252","1"
"push-notification","304","130252","2"
"ios","22","130252","3"
"memory-leaks","22","130252","4"
"instruments","22","130252","5"
"asp.net-mvc","1626","130387","1"
"c#","808","130387","2"
"asp.net","768","130387","3"
"asp.net-mvc-4","488","130387","4"
"javascript","346","130387","5"
"python","45","130422","1"
"iphone","30","130422","2"
"windows","13","130422","3"
"core-data","12","130422","4"
"macos","11","130422","5"
"xamarin.ios","523","132442","1"
"c#","320","132442","2"
"ios","181","132442","3"
"xamarin","127","132442","4"
".net","110","132442","5"
"amazon-web-services","14","132504","1"
"amazon-s3","14","132504","2"
"php","11","132504","3"
"firefox-addon","11","132504","4"
"django","8","132504","5"
"facebook","6","132746","1"
"iframe","6","132746","2"
"django","6","132746","3"
"math","24","132793","1"
"encryption","16","132793","2"
"cryptography","13","132793","3"
"performance","11","132793","4"
"algorithm","7","132793","5"
"css","118","132931","1"
"ruby-on-rails","107","132931","2"
"tfs","104","132931","3"
"git","104","132931","4"
"tfvc","104","132931","5"
"python","228","133374","1"
"c++","171","133374","2"
"macos","170","133374","3"
"javascript","120","133374","4"
"cocoa","71","133374","5"
"c++","2909","136208","1"
"c","2009","136208","2"
"gcc","282","136208","3"
"scanf","229","136208","4"
"string","210","136208","5"
"jquery","249","140901","1"
"javascript","123","140901","2"
"codeigniter","72","140901","3"
"sql-injection","71","140901","4"
"apache","66","140901","5"
"java","727","141081","1"
"python","451","141081","2"
"objective-c","287","141081","3"
"lisp","221","141081","4"
"common-lisp","214","141081","5"
"linux","340","141131","1"
"bash","327","141131","2"
"shell","327","141131","3"
"qt","59","141131","4"
"passwords","49","141131","5"
"javascript","6310","145190","1"
"html","3354","145190","2"
"jquery","3271","145190","3"
"css","2707","145190","4"
"settimeout","1181","145190","5"
"ruby-on-rails","528","145248","1"
"ruby","234","145248","2"
"activerecord","112","145248","3"
"forms","85","145248","4"
"form-submit","84","145248","5"
"python","850","145387","1"
"integer","823","145387","2"
"division","823","145387","3"
"python-2.x","823","145387","4"
"floating-point","823","145387","5"
"intellij-idea","69","145427","1"
"javascript","25","145427","2"
"widget","24","145427","3"
"parameters","24","145427","4"
"script-tag","24","145427","5"
"c++","153","145499","1"
"spring-boot","95","145499","2"
"spring","50","145499","3"
"jmx","50","145499","4"
"javascript","44","145499","5"
"javascript","741","151212","1"
"javascript","18064","114251","2"
"html","5872","114251","3"
"css","2379","114251","4"
"angularjs","1990","114251","5"
"python","2667","115866","1"
"python-3.x","1032","115866","2"
"kwargs","478","115866","3"
"css","207","115866","4"
"syntax","187","115866","5"
"c#","508","115985","1"
"winforms","254","115985","2"
"tooltip","210","115985","3"
"sql-server","206","115985","4"
"wpf","195","115985","5"
"security","26","116010","1"
".net","24","116010","2"
"sanitization","14","116010","3"
"asp.net","14","116010","4"
"asp.net-mvc","13","116010","5"
"php","488","116273","1"
"c++","389","116273","2"
"css","146","116273","3"
"arrays","124","116273","4"
"javascript","108","116273","5"
"rest","119","119562","1"
"pagination","106","119562","2"
"teamcity","49","119562","3"
"svn","49","119562","4"
"branch","42","119562","5"
"oracle","5167","119634","1"
"sql","2346","119634","2"
"plsql","1255","119634","3"
"oracle10g","347","119634","4"
"database","331","119634","5"
"vim","50","122594","1"
"php","21","122594","2"
"class-design","16","122594","3"
"iphone","16","122594","4"
"objective-c","16","122594","5"
"c#","7614","122718","1"
".net","2795","122718","2"
"language-agnostic","2744","122718","3"
"algorithm","2546","122718","4"
"sorting","2488","122718","5"
"fiddler","2126","126229","1"
"internet-explorer","913","126229","2"
"javascript","558","126229","3"
"c#","481","126229","4"
"http","399","126229","5"
"php","562","128245","1"
"mysql","339","128245","2"
"sql","212","128245","3"
"html","133","128245","4"
"css","103","128245","5"
"gwt","122","128339","1"
"navigation","74","128339","2"
"inline","19","128339","3"
"css","19","128339","4"
"javascript","13","128339","5"
"java","4017","128397","1"
"memory","2343","128397","2"
"memory-leaks","2340","128397","3"
"python","1219","128397","4"
"string","625","128397","5"
"c++","309","131814","1"
"boost","76","131814","2"
"xml","71","131814","3"
"windows","69","131814","4"
"winapi","50","131814","5"
"zend-framework","819","131824","1"
"php","485","131824","2"
"zend-form","95","131824","3"
"model-view-controller","41","131824","4"
"zend-form-element","36","131824","5"
"postgresql","6510","131874","1"
"sql","2635","131874","2"
"postgresql-9.1","724","131874","3"
"python","650","131874","4"
"psql","587","131874","5"
"razor","593","134725","1"
"asp.net","563","134725","2"
"webmatrix","416","134725","3"
"c#","382","134725","4"
"entity-framework-core","251","134725","5"
"php","23118","138475","1"
"javascript","6767","138475","2"
"syntax","5216","138475","3"
"jslint","4993","138475","4"
"use-strict","4984","138475","5"
"python","2790","142637","1"
"c#","2459","142637","2"
"pygame","1364","142637","3"
".net","868","142637","4"
"vb.net","818","142637","5"
"c#","2799","142822","1"
"java","2533","142822","2"
"asp.net","1255","142822","3"
".net","685","142822","4"
"xml","471","142822","5"
"regex","248","146897","1"
"php","15","146897","2"
"c#","14","146897","3"
"jquery","14","146897","4"
"javascript","12","146897","5"
"codeigniter","66","147012","1"
"php","62","147012","2"
"configuration","38","147012","3"
"phpdoc","35","147012","4"
"phpstorm","35","147012","5"
"php","81","147150","1"
"javascript","30","147150","2"
"html","29","147150","3"
"ruby-on-rails","24","147150","4"
"mysql","21","147150","5"
"c#","806","147191","1"
"dictionary","782","147191","2"
".net","29","147191","3"
"vb.net","24","147191","4"
"tortoisesvn","17","147191","5"
"c++","16155","147192","1"
"rust","4356","147192","2"
"c++11","2968","147192","3"
"string","2860","147192","4"
"type-conversion","2194","147192","5"
"ruby","12705","149392","1"
"haskell","4585","149392","2"
"arrays","3661","149392","3"
"python","2795","149392","4"
"ruby-on-rails","2108","149392","5"
"cocoa-touch","976","151792","1"
"iphone","909","151792","2"
"ios","834","151792","3"
"uikit","754","151792","4"
"uibutton","677","151792","5"
"haskell","187","152208","1"
"int","186","152208","2"
"bignum","186","152208","3"
"integer","186","152208","4"
"numbers","186","152208","5"
".net","137","152580","1"
"c#","104","152580","2"
"html","82","152580","3"
"performance","77","152580","4"
"hash","72","152580","5"
"django","494","152653","1"
"django-models","221","152653","2"
"python","203","152653","3"
"orm","91","152653","4"
"database","91","152653","5"
"sql-injection","74","123663","4"
"centos","47","123663","5"
"javascript","206","123681","1"
"jquery","75","123681","2"
"php","56","123681","3"
"integer","33","123681","4"
"operators","27","123681","5"
"mysql","556","123695","1"
"python","398","123695","2"
"git","253","123695","3"
"php","223","123695","4"
"sql","208","123695","5"
"java","3897","127479","1"
"swing","626","127479","2"
"inputstream","478","127479","3"
"bytearray","466","127479","4"
"collections","351","127479","5"
"c#","934","127480","1"
"sql","612","127480","2"
"theano","505","127480","3"
"sql-server","476","127480","4"
"sql-server-2008","458","127480","5"
"core-data","205","129870","1"
"ios","174","129870","2"
"iphone","91","129870","3"
"objective-c","75","129870","4"
"sqlite","50","129870","5"
"sql-server","21","133472","1"
"sql","21","133472","2"
"c#","17","133472","3"
"tsql","16","133472","4"
"substring","14","133472","5"
"symfony","121","133585","1"
"php","109","133585","2"
"csrf","96","133585","3"
"twig","96","133585","4"
"symfony1","21","133585","5"
"jquery","4986","133802","1"
"android","4582","133802","2"
"javascript","4213","133802","3"
"html","3332","133802","4"
"android-dialog","1832","133802","5"
"ruby-on-rails","989","135665","1"
"ubuntu","984","135665","2"
"javascript","889","135665","3"
"jquery","838","135665","4"
"python","703","135665","5"
"c#","679","135769","1"
"asp.net","281","135769","2"
"c++","173","135769","3"
".net","146","135769","4"
"asp.net-mvc","101","135769","5"
"sanitization","11","135788","1"
"security","11","135788","2"
"ldap","11","135788","3"
"cmd","2","135788","4"
"batch-file","2","135788","5"
"python","5681","135978","1"
"flask","3957","135978","2"
"javascript","2263","135978","3"
"jinja2","1034","135978","4"
"xml","982","135978","5"
"javascript","720","139196","1"
"jquery","530","139196","2"
"keyboard","404","139196","3"
"arrays","244","139196","4"
"geolocation","68","139196","5"
"ruby-on-rails","2642","139226","1"
"ruby-on-rails-3","2429","139226","2"
"migration","2327","139226","3"
"alter-table","2323","139226","4"
"rename","2323","139226","5"
"jquery","13070","139459","1"
"javascript","10275","139459","2"
"php","10170","139459","3"
"html","4497","139459","4"
"variables","3759","139459","5"
"bash","5373","140750","1"
"shell","4233","140750","2"
"linux","2228","140750","3"
"git","1906","140750","4"
"unix","1651","140750","5"
"postgresql","431","144450","1"
"mysql","343","144450","2"
"sql","314","144450","3"
"ruby-on-rails","116","144450","4"
"heroku","113","144450","5"
"jquery","1051","144491","1"
"javascript","629","144491","2"
"c#","217","144491","3"
"sql-server","180","144491","4"
"sql","151","144491","5"
"php","128","144529","1"
"jquery","66","144529","2"
"python","50","144529","3"
"client-side","47","144529","4"
"javascript","43","144529","5"
"php","74","144756","1"
"javascript","51","144756","2"
"html","36","144756","3"
"jquery","35","144756","4"
"offset","31","144756","5"
"paperclip","20","144800","1"
"imagemagick","13","144800","2"
"post-processing","13","144800","3"
"alasset","7","144800","4"
"ruby-on-rails","7","144800","5"
"netlogo","540","145080","1"
"python","137","145080","2"
"list-comprehension","120","145080","3"
"exception","120","145080","4"
"git","33","145080","5"
"php","646","148968","1"
"vim","546","148968","2"
"mysql","157","148968","3"
"html","129","148968","4"
"regex","123","148968","5"
"c#","152","148998","1"
"asp.net-mvc","90","148998","2"
"asp.net","47","148998","3"
".net","45","148998","4"
"javascript","38","148998","5"
"c++","84","149105","1"
"python","61","149105","2"
"django","49","149105","3"
"sorting","45","149105","4"
"annotate","43","149105","5"
"c","2395","149341","1"
"php","1898","149341","2"
"javascript","1628","149341","3"
"html","1522","149341","4"
"linux","1273","149341","5"
"mercurial","444","151299","1"
"python","241","151299","2"
"branch","190","151299","3"
"filtering","55","151299","4"
"os.walk","55","151299","5"
"iphone","61","151652","1"
"objective-c","58","151652","2"
"ios","37","151652","3"
"xcode","36","151652","4"
"uikit","18","151652","5"
"php","773","151758","1"
"mysql","209","151758","2"
"pdo","186","151758","3"
"security","101","151758","4"
"fetch","87","151758","5"
"c#","492","155005","1"
"macos","324","118997","5"
"django","551","119071","1"
"python","308","119071","2"
"django-tables2","96","119071","3"
"django-views","68","119071","4"
"django-models","62","119071","5"
"ios","1400","119114","1"
"objective-c","585","119114","2"
"iphone","537","119114","3"
"blackberry","515","119114","4"
"xcode","404","119114","5"
"oracle","142","121035","1"
"debugging","63","121035","2"
"oracle11g","52","121035","3"
"c++","44","121035","4"
"jdbc","42","121035","5"
"java","135","121459","1"
"eclipse","77","121459","2"
"redis","54","121459","3"
"jquery","31","121459","4"
"android","28","121459","5"
"java","5114","121747","1"
"c++","1828","121747","2"
"c","1282","121747","3"
"string","687","121747","4"
"swing","513","121747","5"
"mongodb","1158","124745","1"
"python","608","124745","2"
"amazon-ec2","290","124745","3"
"regex","178","124745","4"
"database","156","124745","5"
"perl","324","124951","1"
"ssh","201","124951","2"
"algorithm","107","124951","3"
"sftp","69","124951","4"
"prolog","69","124951","5"
"php","257","124983","1"
"javascript","230","124983","2"
"syntax","165","124983","3"
".htaccess","153","124983","4"
"codeigniter","139","124983","5"
"php","84","125075","1"
"session","20","125075","2"
"similarity","17","125075","3"
"relationship","17","125075","4"
"mysql","15","125075","5"
"c#","300","125523","1"
".net","230","125523","2"
"task-parallel-library","192","125523","3"
".net-4.0","192","125523","4"
"visual-studio-2010","190","125523","5"
"php","6961","127724","1"
"arrays","1083","127724","2"
"callback","586","127724","3"
"java","452","127724","4"
"regex","419","127724","5"
"javascript","406","131227","1"
"java","290","131227","2"
"reactjs","243","131227","3"
"map","109","131227","4"
"naming-conventions","94","131227","5"
"subscription","30","131315","1"
"android","30","131315","2"
"in-app-billing","30","131315","3"
"google-api-java-client","30","131315","4"
"google-play-services","30","131315","5"
"java","2756","131433","1"
"maven","1072","131433","2"
"c++","838","131433","3"
"c","768","131433","4"
"arrays","584","131433","5"
"git","737","134252","1"
"git-stash","712","134252","2"
"recovery","712","134252","3"
"java","272","134252","4"
"c","203","134252","5"
"c","11385","134633","1"
"linux","5294","134633","2"
"c++","4577","134633","3"
"optimization","2098","134633","4"
"performance","2082","134633","5"
"security","7","136298","1"
"java","7","136298","2"
"javascript","7","136298","3"
"enums","6","136298","4"
"python","5","136298","5"
"ruby-on-rails","149","136508","1"
"ruby","71","136508","2"
"jquery","35","136508","3"
"activerecord","29","136508","4"
"javascript","28","136508","5"
"c++","1656","136540","1"
"python","1637","136540","2"
"java","1132","136540","3"
"c","808","136540","4"
"macos","543","136540","5"
"java","77","139509","1"
"c++","70","139509","2"
"networking","67","139509","3"
"exception-handling","63","139509","4"
"sockets","63","139509","5"
"c","2345","139746","1"
"floating-point","1762","139746","2"
"c++","1147","139746","3"
"ocaml","731","139746","4"
"assembly","420","139746","5"
"c#","4973","141172","1"
".net","2039","141172","2"
"amazon-ec2","469","141172","3"
"amazon-web-services","431","141172","4"
"java","428","141172","5"
"go","5229","145587","1"
"json","754","145587","2"
"git","666","145587","3"
"diff","630","145587","4"
"rest","589","145587","5"
"c#","5","145972","1"
"asp.net","5","145972","2"
"sql-injection","4","145972","3"
"static-analysis","4","145972","4"
".net","3","145972","5"
"c#","29","146136","1"
"asp.net","15","146136","2"
"proxy","12","146136","3"
"foreach","9","146136","4"
"anonymous","9","146136","5"
"java","15","146197","1"
"websphere-liberty","15","146197","2"
"html","8","146197","3"
"static-content","7","146197","4"
"apache","7","146197","5"
"oracle","9863","146325","1"
"sql","5161","146325","2"
"plsql","2935","146325","3"
"database","1129","146325","4"
"oracle11g","760","146325","5"
"iphone","264","153354","1"
"objective-c","213","153354","2"
"ios","119","153354","3"
"core-data","66","153354","4"
"swift","36","153354","5"
"c#","2820","153390","1"
".net","900","153390","2"
"winforms","833","153390","3"
"dialogresult","795","153390","4"
"asp.net","318","153390","5"
"ruby-on-rails","2383","155328","1"
"spring","23","125555","5"
"c#","369","125601","1"
"wpf","71","125601","2"
"hazelcast","53","125601","3"
"redis","53","125601","4"
"apache-zookeeper","53","125601","5"
"python","183","125767","1"
"string","182","125767","2"
"types","182","125767","3"
"compatibility","182","125767","4"
"google-cloud-platform","28","125767","5"
"ruby","9122","125816","1"
"ruby-on-rails","4240","125816","2"
"mongodb","3243","125816","3"
"javascript","1289","125816","4"
"mysql","909","125816","5"
"javascript","2101","128035","1"
"json","744","128035","2"
"callback","497","128035","3"
"asynchronous","496","128035","4"
"cross-domain","488","128035","5"
"mod-wsgi","2166","128141","1"
"python","2015","128141","2"
"django","1885","128141","3"
"apache","1590","128141","4"
"wsgi","857","128141","5"
"javascript","5694","128165","1"
"jquery","5494","128165","2"
"html","3914","128165","3"
"css","3875","128165","4"
"jquery-ui","519","128165","5"
"google-chrome-extension","1651","130515","1"
"google-chrome","1601","130515","2"
"javascript","945","130515","3"
"java","425","130515","4"
"local-storage","303","130515","5"
"java","331","130516","1"
"loops","107","130516","2"
"iteration","103","130516","3"
"hashmap","103","130516","4"
"exception","97","130516","5"
"algorithm","249","131057","1"
"python","204","131057","2"
"c++","132","131057","3"
"c","73","131057","4"
"language-agnostic","60","131057","5"
"asp.net","571","131122","1"
"file-upload","553","131122","2"
"iis","553","131122","3"
"google-maps","19","131122","4"
"javascript","19","131122","5"
"c++","2741","131140","1"
"c","844","131140","2"
"directx","330","131140","3"
"c++11","327","131140","4"
"opengl","321","131140","5"
"php","114","133811","1"
"javascript","28","133811","2"
"jquery","26","133811","3"
"mysql","22","133811","4"
"ajax","17","133811","5"
"eclipse","219","133830","1"
"configuration","178","133830","2"
"eclipse-pdt","178","133830","3"
"java","111","133830","4"
"maven-2","92","133830","5"
"c#","4716","134204","1"
"task-parallel-library","1094","134204","2"
"sql-server","876","134204","3"
"unit-testing","744","134204","4"
"moq","728","134204","5"
"java","38","136846","1"
"compilation","38","136846","2"
"executable","38","136846","3"
"c","11","136846","4"
"sse","6","136846","5"
"android","176","136903","1"
"2d","103","136903","2"
"graphics","103","136903","3"
"image","54","136903","4"
"java","52","136903","5"
"svg","693","137080","1"
"colors","664","137080","2"
"alpha","662","137080","3"
"fill","662","137080","4"
"transparency","662","137080","5"
"php","350","139812","1"
"zend-framework","153","139812","2"
"simplexml","64","139812","3"
"internationalization","41","139812","4"
"timestamp","39","139812","5"
"sql-server","226","139938","1"
"sql","52","139938","2"
"tsql","46","139938","3"
"sql-server-2005","44","139938","4"
"indexing","28","139938","5"
"java","49637","139985","1"
"multithreading","3145","139985","2"
"string","2676","139985","3"
"android","1896","139985","4"
"class","1771","139985","5"
"php","136","141177","1"
"paypal","90","141177","2"
"codeigniter","90","141177","3"
"payment","79","141177","4"
"git","77","141177","5"
"django","56","141200","1"
"css","30","141200","2"
"python","29","141200","3"
"wordpress","28","141200","4"
"html","28","141200","5"
"payment-gateway","277","141661","1"
"credit-card","251","141661","2"
"c#","225","141661","3"
"paypal","225","141661","4"
"onlinebanking","216","141661","5"
"c","843","146377","1"
"c-preprocessor","101","146377","2"
"function","100","146377","3"
"malloc","90","146377","4"
"strdup","88","146377","5"
"file","801","153430","1"
"terminal","788","153430","2"
"directory","782","153430","3"
"rmdir","770","153430","4"
"rm","770","153430","5"
"git","149","153432","1"
"git-log","118","153432","2"
"packet","71","153432","3"
"packet-sniffers","71","153432","4"
"iphone","71","153432","5"
"iphone","780","153535","1"
"c++","711","153535","2"
"objective-c","393","153535","3"
"uikit","315","153535","4"
"stl","245","153535","5"
"c#","1940","155077","1"
".net","708","155077","2"
"linq","687","155077","3"
"javascript","594","155077","4"
"join","558","155077","5"
"javascript","853","155166","1"
"html","783","155166","2"
"asp.net-mvc","443","155166","3"
"c#","272","155166","4"
"asp.net-mvc-3","260","155166","5"
"date","60","119829","4"
"datediff","60","119829","5"
"java","64","119983","1"
"blackberry","48","119983","2"
"javabeans","42","119983","3"
"chef-infra","42","119983","4"
"version-control","42","119983","5"
"parsing","2021","120163","1"
"compiler-construction","1149","120163","2"
"c++","1061","120163","3"
"assembly","986","120163","4"
"abstract-syntax-tree","849","120163","5"
"git","788","122763","1"
"git-merge","751","122763","2"
"git-merge-conflict","751","122763","3"
"merge-conflict-resolution","751","122763","4"
"sql","282","122763","5"
"c","5483","126769","1"
"linux","2628","126769","2"
"java","2568","126769","3"
"c++","2218","126769","4"
"mysql","1866","126769","5"
"asp.net-mvc","536","129195","1"
"jquery","209","129195","2"
"c#","117","129195","3"
"asp.net","112","129195","4"
"javascript","93","129195","5"
"git","70","129550","1"
"c++","49","129550","2"
"javascript","46","129550","3"
"qr-code","39","129550","4"
"aztec-barcode","39","129550","5"
"c++","9893","129570","1"
"c","7188","129570","2"
"java","4857","129570","3"
"arrays","1781","129570","4"
"pointers","1288","129570","5"
"javascript","2574","131944","1"
"scroll","2223","131944","2"
"sublimetext2","204","131944","3"
"editor","204","131944","4"
"syntax-highlighting","204","131944","5"
"android","6077","132047","1"
"retrofit","2324","132047","2"
"java","1583","132047","3"
"android-actionbar","1185","132047","4"
"actionbarsherlock","1085","132047","5"
"jquery","163","132178","1"
"javascript","79","132178","2"
"css","31","132178","3"
"html","22","132178","4"
"xhtml","17","132178","5"
"ruby","903","132382","1"
"arrays","756","132382","2"
"logging","743","132382","3"
"logrotate","738","132382","4"
"multidimensional-array","723","132382","5"
"c#","1971","135441","1"
".net","1686","135441","2"
"arrays","1310","135441","3"
"stream","1310","135441","4"
"asp.net","490","135441","5"
"javascript","1767","135448","1"
"php","1504","135448","2"
"jquery","1005","135448","3"
"http","822","135448","4"
"file","812","135448","5"
"sql-server","6140","135531","1"
"sql","5616","135531","2"
"tsql","3719","135531","3"
"system-tables","1910","135531","4"
"mongodb","1750","135531","5"
"ruby-on-rails","1210","138557","1"
"ruby","558","138557","2"
"ruby-on-rails-4","161","138557","3"
"ruby-on-rails-3","134","138557","4"
"activerecord","102","138557","5"
"spring","26","138606","1"
"java","25","138606","2"
"unicode","16","138606","3"
"javamail","16","138606","4"
"elasticsearch","10","138606","5"
"java","156","138933","1"
"spring","114","138933","2"
"grails","64","138933","3"
"jpa","50","138933","4"
"entitymanager","49","138933","5"
"python","2714","140185","1"
"django","2144","140185","2"
"git","961","140185","3"
"django-models","862","140185","4"
"gitignore","605","140185","5"
"perl","45","143791","1"
"mysql","29","143791","2"
"rest","25","143791","3"
"json","17","143791","4"
"web-services","16","143791","5"
"c++","57","143897","1"
"c","47","143897","2"
"performance","42","143897","3"
"multithreading","41","143897","4"
"threadpool","39","143897","5"
"sql","853","144351","1"
"sql-server","821","144351","2"
"tsql","357","144351","3"
"date","217","144351","4"
"sql-order-by","197","144351","5"
"haskell","142","147442","1"
"c++","140","147442","2"
"vim","107","147442","3"
"templates","65","147442","4"
"typename","55","147442","5"
"javascript","862","147458","1"
"file-extension","862","147458","2"
"python","16","147458","3"
"couchdb","12","147458","4"
"c++","11","147458","5"
"tfs","15","150533","1"
"filelock","15","150533","2"
"excel","13","150533","3"
"sql","11","150533","4"
"security","10","150533","5"
"c","201","150577","1"
"c++","67","150577","2"
"linux","48","150577","3"
"json","37","150577","4"
"indexing","35","150577","5"
"c++","10836","150634","1"
"c++11","3173","150634","2"
"pointers","2275","150634","3"
"c++-faq","1598","150634","4"
"templates","625","150634","5"
"powershell","14577","153982","1"
"windows","1369","153982","2"
"powershell-2.0","1241","153982","3"
".net","1109","153982","4"
"string","808","153982","5"
"javascript","245","156755","1"
"php","201","156755","2"
".net","161","156755","3"
"c#","151","156755","4"
"vb.net","146","156755","5"
"android","155","156767","1"
"java","57","156767","2"
"c#","47","156767","3"
"google-play-services","45","156767","4"
"dos","91","119540","4"
"cmd","91","119540","5"
"javascript","1614","119549","1"
"c#","1426","119549","2"
"html","655","119549","3"
"css","579","119549","4"
"asp.net","560","119549","5"
"java","800","121971","1"
"file","739","121971","2"
"file-io","738","121971","3"
"text-files","738","121971","4"
"mysql","541","121971","5"
"java","153","122241","1"
"algorithm","39","122241","2"
"c#","30","122241","3"
"design-patterns","28","122241","4"
"data-structures","25","122241","5"
"jquery","1658","122428","1"
"java","1593","122428","2"
"javascript","509","122428","3"
"php","379","122428","4"
"unit-testing","298","122428","5"
"php","1513","126039","1"
"oop","764","126039","2"
"ooad","720","126039","3"
"css","720","126039","4"
"architecture","720","126039","5"
"php","126","126188","1"
"arrays","108","126188","2"
"javascript","26","126188","3"
"jquery","14","126188","4"
"mysql","10","126188","5"
"python","10772","126214","1"
"python-3.x","5147","126214","2"
"unicode","1258","126214","3"
"windows","1110","126214","4"
"file-io","1018","126214","5"
"c++","935","134877","1"
"c","636","134877","2"
"namespaces","209","134877","3"
"pointers","147","134877","4"
"latex","142","134877","5"
"java","401","135078","1"
"eclipse","128","135078","2"
".net","82","135078","3"
"package","60","135078","4"
"assemblies","59","135078","5"
"sql","23734","135152","1"
"mysql","11281","135152","2"
"sql-server","8009","135152","3"
"tsql","6830","135152","4"
"oracle","3348","135152","5"
"php","388","137259","1"
"mysql","55","137259","2"
"pdo","44","137259","3"
"sql","40","137259","4"
"arrays","40","137259","5"
"sql-server","12","137575","1"
"powerbi-embedded","1","137575","2"
".net","1","137575","3"
"xml","1","137575","4"
"weak-references","1","137575","5"
"asp-classic","61","137940","1"
"iis","17","137940","2"
"amazon-web-services","14","137940","3"
"google-apps-script","14","137940","4"
"amazon","14","137940","5"
"mysql","99","138033","1"
"dos","96","138033","2"
"command-line","94","138033","3"
"directory","93","138033","4"
"line-breaks","53","138033","5"
"c#","870","138200","1"
"wpf","169","138200","2"
"byte","168","138200","3"
"hash","162","138200","4"
"sha1","161","138200","5"
"c++","114","138255","1"
"c#","74","138255","2"
".net","37","138255","3"
"mfc","29","138255","4"
"windows-7","24","138255","5"
"iphone","96","142137","1"
"objective-c","80","142137","2"
"python","45","142137","3"
"ios","40","142137","4"
"flask","34","142137","5"
"php","6106","142162","1"
"go","1770","142162","2"
"css","1439","142162","3"
"opacity","1389","142162","4"
"arrays","1110","142162","5"
"docker","5186","147356","1"
"git","3683","147356","2"
"python","2322","147356","3"
"docker-container","2092","147356","4"
"bash","1301","147356","5"
"wordpress","783","149503","1"
"osx-lion","141","149503","2"
"libevent","141","149503","3"
"memcached","141","149503","4"
"macos","141","149503","5"
"c","1063","149530","1"
"bash","847","149530","2"
"scripting","843","149530","3"
"exit","843","149530","4"
"exit-code","843","149530","5"
"c#","51","149650","1"
".net","19","149650","2"
"windows","17","149650","3"
"wxwidgets","15","149650","4"
"installation","15","149650","5"
"python","265","149872","1"
"java","212","149872","2"
"grails","192","149872","3"
"jsf","174","149872","4"
"scrapy","159","149872","5"
"c++","327","153865","1"
"c","190","153865","2"
"linux","107","153865","3"
"pthreads","91","153865","4"
"mutex","78","153865","5"
"c++","184","153891","1"
"c","137","153891","2"
"perl","56","153891","3"
"pointers","38","153891","4"
"arrays","24","153891","5"
"php","703","153980","1"
"javascript","700","153980","2"
"jquery","667","153980","3"
"mysql","501","153980","4"
"css","440","153980","5"
"c#","4872","156695","1"
".net","1010","156695","2"
"wpf","407","156695","3"
"winforms","284","156695","4"
"linq","222","156695","5"
"sql","1675","157957","3"
"csv","1394","157957","4"
"postgresql-copy","1392","157957","5"
"python","33","157983","1"
"google-app-engine","12","157983","2"
"git","9","157983","3"
"github","8","157983","4"
"python-2.7","7","157983","5"
"iphone","199","157986","1"
"objective-c","141","157986","2"
"cocoa","105","157986","3"
"nsstring","81","157986","4"
"trim","70","157986","5"
"php","840","158014","1"
"codeigniter","306","158014","2"
"standards-compliance","2417","123111","5"
"vb6","905","126278","1"
"vba","60","126278","2"
"windows","40","126278","3"
"windows-7","37","126278","4"
"vb.net","36","126278","5"
"c#","165","126294","1"
".net","88","126294","2"
"encryption","68","126294","3"
"security","63","126294","4"
"cryptography","44","126294","5"
"c#","29","126310","1"
"asp.net","14","126310","2"
"generics","9","126310","3"
"webmethod","7","126310","4"
"maintenance","5","126310","5"
"javascript","15","126320","1"
"css","13","126320","2"
"php","9","126320","3"
"security","8","126320","4"
"node.js","5","126320","5"
"requirejs","514","126372","1"
"javascript","452","126372","2"
"commonjs","175","126372","3"
"jquery","113","126372","4"
"dojo","67","126372","5"
"php","28","126603","1"
"comparison","26","126603","2"
"string","26","126603","3"
"modal-dialog","18","126603","4"
"twitter-bootstrap","18","126603","5"
"php","172","128585","1"
"mysql","93","128585","2"
"database-normalization","80","128585","3"
"c++","70","128585","4"
"email","55","128585","5"
"java","1091","128645","1"
"oop","407","128645","2"
"associations","400","128645","3"
"uml","400","128645","4"
"composition","400","128645","5"
"python","113","128942","1"
"http","76","128942","2"
"rest","43","128942","3"
"httplib","43","128942","4"
"callable","39","128942","5"
"html","224","129127","1"
"javascript","189","129127","2"
"canvas","119","129127","3"
"css","114","129127","4"
"c#","88","129127","5"
"java","765","131889","1"
"arrays","295","131889","2"
